"sex","age","edu","arear","party_kmt","party_dpp","party_tpp","n_teds","n_teds_wt","N_target"
"女性","20至29歲","專科及以上","中彰投區","0-4 冷淡","0-4 冷淡","0-4 冷淡",2,3.0706555218757,3.07065552187566
"女性","20至29歲","專科及以上","中彰投區","0-4 冷淡","6-10 溫暖","0-4 冷淡",2,3.0706555218757,3.07065552187566
"女性","20至29歲","專科及以上","中彰投區","0-4 冷淡","6-10 溫暖","5 中間",1,1.53532776093785,1.53532776093783
"女性","20至29歲","專科及以上","中彰投區","5 中間","0-4 冷淡","6-10 溫暖",1,1.53532776093785,1.53532776093783
"女性","20至29歲","專科及以上","中彰投區","5 中間","5 中間","0-4 冷淡",1,1.66168421814032,1.6616842181403
"女性","20至29歲","專科及以上","中彰投區","5 中間","5 中間","5 中間",4,6.26766750095388,6.2676675009538
"女性","20至29歲","專科及以上","中彰投區","5 中間","6-10 溫暖","0-4 冷淡",1,1.53532776093785,1.53532776093783
"女性","20至29歲","專科及以上","中彰投區","6-10 溫暖","0-4 冷淡","5 中間",1,1.53532776093785,1.53532776093783
"女性","20至29歲","專科及以上","中彰投區","6-10 溫暖","5 中間","6-10 溫暖",2,3.0706555218757,3.07065552187566
"女性","20至29歲","專科及以上","北北基宜蘭區","0-4 冷淡","0-4 冷淡","0-4 冷淡",4,5.99766015496496,5.99766015496488
"女性","20至29歲","專科及以上","北北基宜蘭區","0-4 冷淡","0-4 冷淡","5 中間",3,4.49824511622372,4.49824511622366
"女性","20至29歲","專科及以上","北北基宜蘭區","0-4 冷淡","6-10 溫暖","0-4 冷淡",4,5.99766015496496,5.99766015496488
"女性","20至29歲","專科及以上","北北基宜蘭區","5 中間","0-4 冷淡","6-10 溫暖",1,1.49941503874124,1.49941503874122
"女性","20至29歲","專科及以上","北北基宜蘭區","5 中間","5 中間","0-4 冷淡",1,1.49941503874124,1.49941503874122
"女性","20至29歲","專科及以上","北北基宜蘭區","5 中間","5 中間","5 中間",3,4.62164598019019,4.62164598019013
"女性","20至29歲","專科及以上","北北基宜蘭區","5 中間","5 中間","6-10 溫暖",2,2.99883007748248,2.99883007748244
"女性","20至29歲","專科及以上","北北基宜蘭區","6-10 溫暖","0-4 冷淡","0-4 冷淡",1,1.62281590270771,1.62281590270769
"女性","20至29歲","專科及以上","北北基宜蘭區","6-10 溫暖","0-4 冷淡","6-10 溫暖",1,1.49941503874124,1.49941503874122
"女性","20至29歲","專科及以上","北北基宜蘭區","6-10 溫暖","5 中間","0-4 冷淡",2,2.99883007748248,2.99883007748244
"女性","20至29歲","專科及以上","北北基宜蘭區","6-10 溫暖","6-10 溫暖","0-4 冷淡",2,2.99883007748248,2.99883007748244
"女性","20至29歲","專科及以上","桃竹苗區","0-4 冷淡","0-4 冷淡","0-4 冷淡",1,1.41162926792129,1.41162926792127
"女性","20至29歲","專科及以上","桃竹苗區","0-4 冷淡","6-10 溫暖","0-4 冷淡",2,2.82325853584258,2.82325853584254
"女性","20至29歲","專科及以上","桃竹苗區","0-4 冷淡","6-10 溫暖","5 中間",1,1.41162926792129,1.41162926792127
"女性","20至29歲","專科及以上","桃竹苗區","5 中間","0-4 冷淡","6-10 溫暖",1,1.41162926792129,1.41162926792127
"女性","20至29歲","專科及以上","桃竹苗區","5 中間","5 中間","5 中間",5,7.17432249281355,7.17432249281345
"女性","20至29歲","專科及以上","桃竹苗區","5 中間","5 中間","6-10 溫暖",2,2.82325853584258,2.82325853584254
"女性","20至29歲","專科及以上","桃竹苗區","6-10 溫暖","6-10 溫暖","6-10 溫暖",2,2.82325853584258,2.82325853584254
"女性","20至29歲","專科及以上","花東區","0-4 冷淡","0-4 冷淡","0-4 冷淡",1,1.18746929176574,1.18746929176572
"女性","20至29歲","專科及以上","花東區","6-10 溫暖","5 中間","5 中間",1,1.18746929176574,1.18746929176572
"女性","20至29歲","專科及以上","雲嘉南區","0-4 冷淡","0-4 冷淡","0-4 冷淡",2,2.6457020279002,2.64570202790016
"女性","20至29歲","專科及以上","雲嘉南區","0-4 冷淡","0-4 冷淡","6-10 溫暖",1,1.3228510139501,1.32285101395008
"女性","20至29歲","專科及以上","雲嘉南區","0-4 冷淡","5 中間","0-4 冷淡",2,2.6457020279002,2.64570202790016
"女性","20至29歲","專科及以上","雲嘉南區","0-4 冷淡","6-10 溫暖","0-4 冷淡",3,3.9685530418503,3.96855304185025
"女性","20至29歲","專科及以上","雲嘉南區","0-4 冷淡","6-10 溫暖","5 中間",1,1.3228510139501,1.32285101395008
"女性","20至29歲","專科及以上","雲嘉南區","5 中間","0-4 冷淡","6-10 溫暖",2,2.6457020279002,2.64570202790016
"女性","20至29歲","專科及以上","雲嘉南區","5 中間","5 中間","5 中間",4,5.29140405580039,5.29140405580032
"女性","20至29歲","專科及以上","雲嘉南區","5 中間","5 中間","6-10 溫暖",1,1.3228510139501,1.32285101395008
"女性","20至29歲","專科及以上","雲嘉南區","5 中間","6-10 溫暖","5 中間",1,1.3228510139501,1.32285101395008
"女性","20至29歲","專科及以上","雲嘉南區","5 中間","6-10 溫暖","6-10 溫暖",1,1.3228510139501,1.32285101395008
"女性","20至29歲","專科及以上","雲嘉南區","6-10 溫暖","0-4 冷淡","5 中間",1,1.3228510139501,1.32285101395008
"女性","20至29歲","專科及以上","雲嘉南區","6-10 溫暖","5 中間","5 中間",1,1.3228510139501,1.32285101395008
"女性","20至29歲","專科及以上","雲嘉南區","6-10 溫暖","5 中間","6-10 溫暖",1,1.3228510139501,1.32285101395008
"女性","20至29歲","專科及以上","雲嘉南區","6-10 溫暖","6-10 溫暖","5 中間",1,1.3228510139501,1.32285101395008
"女性","20至29歲","專科及以上","高屏區","0-4 冷淡","0-4 冷淡","0-4 冷淡",3,5.68401456550299,5.68401456550291
"女性","20至29歲","專科及以上","高屏區","0-4 冷淡","5 中間","0-4 冷淡",1,1.89467152183433,1.8946715218343
"女性","20至29歲","專科及以上","高屏區","0-4 冷淡","6-10 溫暖","0-4 冷淡",2,3.94527325424152,3.94527325424147
"女性","20至29歲","專科及以上","高屏區","0-4 冷淡","6-10 溫暖","6-10 溫暖",1,1.89467152183433,1.8946715218343
"女性","20至29歲","專科及以上","高屏區","5 中間","0-4 冷淡","6-10 溫暖",1,1.89467152183433,1.8946715218343
"女性","20至29歲","專科及以上","高屏區","5 中間","5 中間","5 中間",3,5.83994477607586,5.83994477607578
"女性","20至29歲","專科及以上","高屏區","5 中間","6-10 溫暖","6-10 溫暖",1,1.89467152183433,1.8946715218343
"女性","20至29歲","高中職及以下","中彰投區","0-4 冷淡","0-4 冷淡","0-4 冷淡",1,2.516101546,2.51610154599997
"女性","20至29歲","高中職及以下","北北基宜蘭區","5 中間","5 中間","5 中間",1,2.457247626,2.45724762599997
"女性","20至29歲","高中職及以下","花東區","6-10 溫暖","0-4 冷淡","5 中間",1,1.65285374008175,1.65285374008173
"女性","20至29歲","高中職及以下","花東區","6-10 溫暖","6-10 溫暖","6-10 溫暖",1,1.65285374008175,1.65285374008173
"女性","20至29歲","高中職及以下","雲嘉南區","6-10 溫暖","0-4 冷淡","0-4 冷淡",1,1.84129329586882,1.8412932958688
"女性","20至29歲","高中職及以下","雲嘉南區","6-10 溫暖","0-4 冷淡","5 中間",1,1.84129329586882,1.8412932958688
"女性","20至29歲","高中職及以下","高屏區","5 中間","5 中間","6-10 溫暖",1,2.63721759611452,2.63721759611448
"女性","20至29歲","高中職及以下","高屏區","5 中間","6-10 溫暖","6-10 溫暖",1,2.63721759611452,2.63721759611448
"女性","30至39歲","專科及以上","中彰投區","0-4 冷淡","0-4 冷淡","0-4 冷淡",7,8.78707093025496,8.78707093025484
"女性","30至39歲","專科及以上","中彰投區","0-4 冷淡","0-4 冷淡","5 中間",1,1.35860586346769,1.35860586346767
"女性","30至39歲","專科及以上","中彰投區","0-4 冷淡","0-4 冷淡","6-10 溫暖",1,1.25529584717928,1.25529584717926
"女性","30至39歲","專科及以上","中彰投區","0-4 冷淡","6-10 溫暖","0-4 冷淡",4,5.02118338871712,5.02118338871705
"女性","30至39歲","專科及以上","中彰投區","0-4 冷淡","6-10 溫暖","5 中間",1,1.25529584717928,1.25529584717926
"女性","30至39歲","專科及以上","中彰投區","5 中間","0-4 冷淡","6-10 溫暖",1,1.25529584717928,1.25529584717926
"女性","30至39歲","專科及以上","中彰投區","5 中間","5 中間","0-4 冷淡",1,1.25529584717928,1.25529584717926
"女性","30至39歲","專科及以上","中彰投區","5 中間","5 中間","5 中間",5,6.27647923589638,6.2764792358963
"女性","30至39歲","專科及以上","中彰投區","5 中間","5 中間","6-10 溫暖",1,1.25529584717928,1.25529584717926
"女性","30至39歲","專科及以上","中彰投區","5 中間","6-10 溫暖","5 中間",1,1.25529584717928,1.25529584717926
"女性","30至39歲","專科及以上","中彰投區","5 中間","6-10 溫暖","6-10 溫暖",1,1.25529584717928,1.25529584717926
"女性","30至39歲","專科及以上","中彰投區","6-10 溫暖","0-4 冷淡","0-4 冷淡",1,1.25529584717928,1.25529584717926
"女性","30至39歲","專科及以上","中彰投區","6-10 溫暖","0-4 冷淡","6-10 溫暖",3,3.76588754153784,3.76588754153779
"女性","30至39歲","專科及以上","中彰投區","6-10 溫暖","6-10 溫暖","6-10 溫暖",2,2.51059169435856,2.51059169435853
"女性","30至39歲","專科及以上","北北基宜蘭區","0-4 冷淡","0-4 冷淡","0-4 冷淡",6,7.45649346759844,7.45649346759834
"女性","30至39歲","專科及以上","北北基宜蘭區","0-4 冷淡","0-4 冷淡","5 中間",4,4.90373331145992,4.90373331145985
"女性","30至39歲","專科及以上","北北基宜蘭區","0-4 冷淡","0-4 冷淡","6-10 溫暖",3,3.67779998359494,3.67779998359489
"女性","30至39歲","專科及以上","北北基宜蘭區","0-4 冷淡","5 中間","0-4 冷淡",3,3.67779998359494,3.67779998359489
"女性","30至39歲","專科及以上","北北基宜蘭區","0-4 冷淡","5 中間","5 中間",2,2.45186665572996,2.45186665572993
"女性","30至39歲","專科及以上","北北基宜蘭區","0-4 冷淡","5 中間","6-10 溫暖",1,1.32682682827354,1.32682682827352
"女性","30至39歲","專科及以上","北北基宜蘭區","0-4 冷淡","6-10 溫暖","0-4 冷淡",12,14.7111999343798,14.7111999343796
"女性","30至39歲","專科及以上","北北基宜蘭區","0-4 冷淡","6-10 溫暖","5 中間",1,1.22593332786498,1.22593332786496
"女性","30至39歲","專科及以上","北北基宜蘭區","0-4 冷淡","6-10 溫暖","6-10 溫暖",1,1.22593332786498,1.22593332786496
"女性","30至39歲","專科及以上","北北基宜蘭區","5 中間","0-4 冷淡","0-4 冷淡",1,1.22593332786498,1.22593332786496
"女性","30至39歲","專科及以上","北北基宜蘭區","5 中間","0-4 冷淡","5 中間",2,2.45186665572996,2.45186665572993
"女性","30至39歲","專科及以上","北北基宜蘭區","5 中間","0-4 冷淡","6-10 溫暖",3,3.7786934840035,3.77869348400345
"女性","30至39歲","專科及以上","北北基宜蘭區","5 中間","5 中間","0-4 冷淡",1,1.22593332786498,1.22593332786496
"女性","30至39歲","專科及以上","北北基宜蘭區","5 中間","5 中間","5 中間",10,12.4611202794669,12.4611202794667
"女性","30至39歲","專科及以上","北北基宜蘭區","5 中間","5 中間","6-10 溫暖",1,1.22593332786498,1.22593332786496
"女性","30至39歲","專科及以上","北北基宜蘭區","5 中間","6-10 溫暖","0-4 冷淡",1,1.22593332786498,1.22593332786496
"女性","30至39歲","專科及以上","北北基宜蘭區","5 中間","6-10 溫暖","5 中間",1,1.22593332786498,1.22593332786496
"女性","30至39歲","專科及以上","北北基宜蘭區","6-10 溫暖","0-4 冷淡","0-4 冷淡",1,1.22593332786498,1.22593332786496
"女性","30至39歲","專科及以上","北北基宜蘭區","6-10 溫暖","0-4 冷淡","5 中間",1,1.32682682827354,1.32682682827352
"女性","30至39歲","專科及以上","北北基宜蘭區","6-10 溫暖","0-4 冷淡","6-10 溫暖",4,5.00462681186848,5.00462681186841
"女性","30至39歲","專科及以上","北北基宜蘭區","6-10 溫暖","6-10 溫暖","6-10 溫暖",2,2.45186665572996,2.45186665572993
"女性","30至39歲","專科及以上","桃竹苗區","0-4 冷淡","5 中間","0-4 冷淡",1,1.15415900295835,1.15415900295833
"女性","30至39歲","專科及以上","桃竹苗區","0-4 冷淡","6-10 溫暖","5 中間",1,1.15415900295835,1.15415900295833
"女性","30至39歲","專科及以上","桃竹苗區","5 中間","0-4 冷淡","0-4 冷淡",2,2.3083180059167,2.30831800591667
"女性","30至39歲","專科及以上","桃竹苗區","5 中間","0-4 冷淡","5 中間",1,1.15415900295835,1.15415900295833
"女性","30至39歲","專科及以上","桃竹苗區","5 中間","5 中間","5 中間",4,4.6166360118334,4.61663601183334
"女性","30至39歲","專科及以上","桃竹苗區","5 中間","6-10 溫暖","5 中間",1,1.15415900295835,1.15415900295833
"女性","30至39歲","專科及以上","桃竹苗區","6-10 溫暖","0-4 冷淡","0-4 冷淡",1,1.15415900295835,1.15415900295833
"女性","30至39歲","專科及以上","桃竹苗區","6-10 溫暖","0-4 冷淡","5 中間",3,3.46247700887505,3.462477008875
"女性","30至39歲","專科及以上","桃竹苗區","6-10 溫暖","0-4 冷淡","6-10 溫暖",2,2.3083180059167,2.30831800591667
"女性","30至39歲","專科及以上","桃竹苗區","6-10 溫暖","5 中間","5 中間",1,1.15415900295835,1.15415900295833
"女性","30至39歲","專科及以上","桃竹苗區","6-10 溫暖","6-10 溫暖","6-10 溫暖",1,1.24914552399479,1.24914552399477
"女性","30至39歲","專科及以上","花東區","5 中間","5 中間","5 中間",1,1.05078718924178,1.05078718924177
"女性","30至39歲","專科及以上","雲嘉南區","0-4 冷淡","0-4 冷淡","0-4 冷淡",1,1.08157321615425,1.08157321615424
"女性","30至39歲","專科及以上","雲嘉南區","0-4 冷淡","0-4 冷淡","5 中間",1,1.08157321615425,1.08157321615424
"女性","30至39歲","專科及以上","雲嘉南區","0-4 冷淡","5 中間","5 中間",1,1.08157321615425,1.08157321615424
"女性","30至39歲","專科及以上","雲嘉南區","0-4 冷淡","6-10 溫暖","0-4 冷淡",6,6.4894392969255,6.48943929692541
"女性","30至39歲","專科及以上","雲嘉南區","0-4 冷淡","6-10 溫暖","5 中間",1,1.08157321615425,1.08157321615424
"女性","30至39歲","專科及以上","雲嘉南區","5 中間","5 中間","5 中間",4,4.32629286461699,4.32629286461693
"女性","30至39歲","專科及以上","雲嘉南區","6-10 溫暖","6-10 溫暖","0-4 冷淡",2,2.1631464323085,2.16314643230847
"女性","30至39歲","專科及以上","高屏區","0-4 冷淡","0-4 冷淡","0-4 冷淡",3,4.64729425267734,4.64729425267728
"女性","30至39歲","專科及以上","高屏區","0-4 冷淡","6-10 溫暖","0-4 冷淡",3,4.77478399836026,4.7747839983602
"女性","30至39歲","專科及以上","高屏區","0-4 冷淡","6-10 溫暖","5 中間",2,3.09819616845156,3.09819616845152
"女性","30至39歲","專科及以上","高屏區","0-4 冷淡","6-10 溫暖","6-10 溫暖",1,1.54909808422578,1.54909808422576
"女性","30至39歲","專科及以上","高屏區","5 中間","5 中間","5 中間",1,1.54909808422578,1.54909808422576
"女性","30至39歲","專科及以上","高屏區","5 中間","6-10 溫暖","5 中間",1,1.6765878299087,1.67658782990868
"女性","30至39歲","高中職及以下","北北基宜蘭區","0-4 冷淡","0-4 冷淡","0-4 冷淡",1,1.70639232534549,1.70639232534547
"女性","30至39歲","高中職及以下","北北基宜蘭區","0-4 冷淡","6-10 溫暖","0-4 冷淡",1,1.70639232534549,1.70639232534547
"女性","30至39歲","高中職及以下","北北基宜蘭區","5 中間","5 中間","5 中間",2,3.41278465069097,3.41278465069092
"女性","30至39歲","高中職及以下","北北基宜蘭區","5 中間","5 中間","6-10 溫暖",1,1.70639232534549,1.70639232534547
"女性","30至39歲","高中職及以下","北北基宜蘭區","6-10 溫暖","0-4 冷淡","6-10 溫暖",1,1.70639232534549,1.70639232534547
"女性","30至39歲","高中職及以下","北北基宜蘭區","6-10 溫暖","5 中間","6-10 溫暖",1,1.70639232534549,1.70639232534547
"女性","30至39歲","高中職及以下","桃竹苗區","5 中間","5 中間","5 中間",4,6.71090675869202,6.71090675869193
"女性","30至39歲","高中職及以下","桃竹苗區","5 中間","5 中間","6-10 溫暖",1,1.60648872178589,1.60648872178587
"女性","30至39歲","高中職及以下","桃竹苗區","6-10 溫暖","0-4 冷淡","0-4 冷淡",1,1.60648872178589,1.60648872178587
"女性","30至39歲","高中職及以下","花東區","0-4 冷淡","6-10 溫暖","0-4 冷淡",1,1.35138599633732,1.3513859963373
"女性","30至39歲","高中職及以下","花東區","5 中間","5 中間","5 中間",1,1.35138599633732,1.3513859963373
"女性","30至39歲","高中職及以下","雲嘉南區","0-4 冷淡","6-10 溫暖","6-10 溫暖",1,1.77248670283185,1.77248670283183
"女性","30至39歲","高中職及以下","雲嘉南區","5 中間","0-4 冷淡","6-10 溫暖",1,1.50545563400174,1.50545563400172
"女性","30至39歲","高中職及以下","雲嘉南區","6-10 溫暖","0-4 冷淡","6-10 溫暖",1,1.50545563400174,1.50545563400172
"女性","30至39歲","高中職及以下","雲嘉南區","6-10 溫暖","6-10 溫暖","0-4 冷淡",1,1.50545563400174,1.50545563400172
"女性","30至39歲","高中職及以下","高屏區","0-4 冷淡","5 中間","0-4 冷淡",1,2.15620949528618,2.15620949528615
"女性","30至39歲","高中職及以下","高屏區","5 中間","0-4 冷淡","5 中間",1,2.15620949528618,2.15620949528615
"女性","30至39歲","高中職及以下","高屏區","5 中間","5 中間","0-4 冷淡",1,2.15620949528618,2.15620949528615
"女性","40至49歲","專科及以上","中彰投區","0-4 冷淡","0-4 冷淡","0-4 冷淡",3,2.88147160794949,2.88147160794945
"女性","40至49歲","專科及以上","中彰投區","0-4 冷淡","0-4 冷淡","6-10 溫暖",1,0.93484483259524,0.934844832595227
"女性","40至49歲","專科及以上","中彰投區","0-4 冷淡","5 中間","0-4 冷淡",4,3.8932535507085,3.89325355070845
"女性","40至49歲","專科及以上","中彰投區","0-4 冷淡","6-10 溫暖","0-4 冷淡",8,7.55569577092569,7.55569577092559
"女性","40至49歲","專科及以上","中彰投區","0-4 冷淡","6-10 溫暖","5 中間",1,0.93484483259524,0.934844832595227
"女性","40至49歲","專科及以上","中彰投區","0-4 冷淡","6-10 溫暖","6-10 溫暖",1,1.01178194275901,1.011781942759
"女性","40至49歲","專科及以上","中彰投區","5 中間","0-4 冷淡","0-4 冷淡",2,1.86968966519048,1.86968966519045
"女性","40至49歲","專科及以上","中彰投區","5 中間","0-4 冷淡","5 中間",1,1.01178194275901,1.011781942759
"女性","40至49歲","專科及以上","中彰投區","5 中間","5 中間","0-4 冷淡",2,1.86968966519048,1.86968966519045
"女性","40至49歲","專科及以上","中彰投區","5 中間","5 中間","5 中間",3,2.80453449778572,2.80453449778568
"女性","40至49歲","專科及以上","中彰投區","5 中間","6-10 溫暖","0-4 冷淡",2,1.86968966519048,1.86968966519045
"女性","40至49歲","專科及以上","中彰投區","6-10 溫暖","0-4 冷淡","5 中間",2,1.94662677535425,1.94662677535422
"女性","40至49歲","專科及以上","中彰投區","6-10 溫暖","0-4 冷淡","6-10 溫暖",3,2.88147160794949,2.88147160794945
"女性","40至49歲","專科及以上","中彰投區","6-10 溫暖","5 中間","0-4 冷淡",1,0.93484483259524,0.934844832595227
"女性","40至49歲","專科及以上","北北基宜蘭區","0-4 冷淡","0-4 冷淡","0-4 冷淡",6,5.47786773565509,5.47786773565501
"女性","40至49歲","專科及以上","北北基宜蘭區","0-4 冷淡","0-4 冷淡","5 中間",1,0.912977955942515,0.912977955942503
"女性","40至49歲","專科及以上","北北基宜蘭區","0-4 冷淡","0-4 冷淡","6-10 溫暖",9,8.36707656489723,8.36707656489712
"女性","40至49歲","專科及以上","北北基宜蘭區","0-4 冷淡","5 中間","0-4 冷淡",3,2.81407134853484,2.8140713485348
"女性","40至49歲","專科及以上","北北基宜蘭區","0-4 冷淡","5 中間","5 中間",2,1.82595591188503,1.82595591188501
"女性","40至49歲","專科及以上","北北基宜蘭區","0-4 冷淡","6-10 溫暖","0-4 冷淡",15,13.8449443005523,13.8449443005521
"女性","40至49歲","專科及以上","北北基宜蘭區","0-4 冷淡","6-10 溫暖","5 中間",1,0.912977955942515,0.912977955942503
"女性","40至49歲","專科及以上","北北基宜蘭區","5 中間","0-4 冷淡","5 中間",1,0.988115436649813,0.9881154366498
"女性","40至49歲","專科及以上","北北基宜蘭區","5 中間","0-4 冷淡","6-10 溫暖",4,3.95246174659925,3.9524617465992
"女性","40至49歲","專科及以上","北北基宜蘭區","5 中間","5 中間","0-4 冷淡",4,3.72704930447736,3.72704930447731
"女性","40至49歲","專科及以上","北北基宜蘭區","5 中間","5 中間","5 中間",9,8.36707656489723,8.36707656489712
"女性","40至49歲","專科及以上","北北基宜蘭區","5 中間","6-10 溫暖","0-4 冷淡",1,0.912977955942515,0.912977955942503
"女性","40至49歲","專科及以上","北北基宜蘭區","5 中間","6-10 溫暖","5 中間",2,1.82595591188503,1.82595591188501
"女性","40至49歲","專科及以上","北北基宜蘭區","5 中間","6-10 溫暖","6-10 溫暖",2,1.90109339259233,1.9010933925923
"女性","40至49歲","專科及以上","北北基宜蘭區","6-10 溫暖","0-4 冷淡","0-4 冷淡",2,1.90109339259233,1.9010933925923
"女性","40至49歲","專科及以上","北北基宜蘭區","6-10 溫暖","0-4 冷淡","5 中間",6,5.70328017777698,5.70328017777691
"女性","40至49歲","專科及以上","北北基宜蘭區","6-10 溫暖","0-4 冷淡","6-10 溫暖",6,5.47786773565509,5.47786773565501
"女性","40至49歲","專科及以上","北北基宜蘭區","6-10 溫暖","5 中間","0-4 冷淡",1,0.912977955942515,0.912977955942503
"女性","40至49歲","專科及以上","北北基宜蘭區","6-10 溫暖","5 中間","6-10 溫暖",1,0.912977955942515,0.912977955942503
"女性","40至49歲","專科及以上","北北基宜蘭區","6-10 溫暖","6-10 溫暖","0-4 冷淡",2,1.82595591188503,1.82595591188501
"女性","40至49歲","專科及以上","北北基宜蘭區","6-10 溫暖","6-10 溫暖","6-10 溫暖",3,2.81407134853484,2.8140713485348
"女性","40至49歲","專科及以上","桃竹苗區","0-4 冷淡","0-4 冷淡","0-4 冷淡",2,1.71905225741545,1.71905225741543
"女性","40至49歲","專科及以上","桃竹苗區","0-4 冷淡","0-4 冷淡","5 中間",1,0.859526128707727,0.859526128707715
"女性","40至49歲","專科及以上","桃竹苗區","0-4 冷淡","0-4 冷淡","6-10 溫暖",2,1.71905225741545,1.71905225741543
"女性","40至49歲","專科及以上","桃竹苗區","0-4 冷淡","5 中間","0-4 冷淡",2,1.71905225741545,1.71905225741543
"女性","40至49歲","專科及以上","桃竹苗區","0-4 冷淡","5 中間","5 中間",1,0.930264559458253,0.93026455945824
"女性","40至49歲","專科及以上","桃竹苗區","0-4 冷淡","6-10 溫暖","0-4 冷淡",3,2.64931681687371,2.64931681687367
"女性","40至49歲","專科及以上","桃竹苗區","0-4 冷淡","6-10 溫暖","6-10 溫暖",1,0.859526128707727,0.859526128707715
"女性","40至49歲","專科及以上","桃竹苗區","5 中間","0-4 冷淡","0-4 冷淡",1,0.859526128707727,0.859526128707715
"女性","40至49歲","專科及以上","桃竹苗區","5 中間","0-4 冷淡","5 中間",1,0.859526128707727,0.859526128707715
"女性","40至49歲","專科及以上","桃竹苗區","5 中間","0-4 冷淡","6-10 溫暖",1,0.859526128707727,0.859526128707715
"女性","40至49歲","專科及以上","桃竹苗區","5 中間","5 中間","5 中間",5,4.50984593579021,4.50984593579015
"女性","40至49歲","專科及以上","桃竹苗區","5 中間","6-10 溫暖","0-4 冷淡",1,0.930264559458253,0.93026455945824
"女性","40至49歲","專科及以上","桃竹苗區","6-10 溫暖","0-4 冷淡","5 中間",2,1.71905225741545,1.71905225741543
"女性","40至49歲","專科及以上","桃竹苗區","6-10 溫暖","0-4 冷淡","6-10 溫暖",1,0.930264559458253,0.93026455945824
"女性","40至49歲","專科及以上","桃竹苗區","6-10 溫暖","5 中間","6-10 溫暖",2,1.71905225741545,1.71905225741543
"女性","40至49歲","專科及以上","桃竹苗區","6-10 溫暖","6-10 溫暖","0-4 冷淡",1,0.859526128707727,0.859526128707715
"女性","40至49歲","專科及以上","桃竹苗區","6-10 溫暖","6-10 溫暖","6-10 溫暖",2,1.71905225741545,1.71905225741543
"女性","40至49歲","專科及以上","花東區","0-4 冷淡","5 中間","5 中間",1,0.723037490440886,0.723037490440876
"女性","40至49歲","專科及以上","花東區","0-4 冷淡","6-10 溫暖","0-4 冷淡",4,2.89214996176354,2.8921499617635
"女性","40至49歲","專科及以上","花東區","6-10 溫暖","6-10 溫暖","6-10 溫暖",1,0.723037490440886,0.723037490440876
"女性","40至49歲","專科及以上","雲嘉南區","0-4 冷淡","0-4 冷淡","0-4 冷淡",1,0.805469988980862,0.805469988980851
"女性","40至49歲","專科及以上","雲嘉南區","0-4 冷淡","0-4 冷淡","5 中間",2,1.67722962398086,1.67722962398084
"女性","40至49歲","專科及以上","雲嘉南區","0-4 冷淡","5 中間","0-4 冷淡",2,1.67722962398086,1.67722962398084
"女性","40至49歲","專科及以上","雲嘉南區","0-4 冷淡","6-10 溫暖","0-4 冷淡",8,6.64262884990431,6.64262884990422
"女性","40至49歲","專科及以上","雲嘉南區","0-4 冷淡","6-10 溫暖","5 中間",2,1.61093997796172,1.6109399779617
"女性","40至49歲","專科及以上","雲嘉南區","0-4 冷淡","6-10 溫暖","6-10 溫暖",1,0.805469988980862,0.805469988980851
"女性","40至49歲","專科及以上","雲嘉南區","5 中間","0-4 冷淡","5 中間",2,1.61093997796172,1.6109399779617
"女性","40至49歲","專科及以上","雲嘉南區","5 中間","6-10 溫暖","0-4 冷淡",1,0.871759635,0.871759634999988
"女性","40至49歲","專科及以上","雲嘉南區","5 中間","6-10 溫暖","5 中間",1,0.805469988980862,0.805469988980851
"女性","40至49歲","專科及以上","雲嘉南區","5 中間","6-10 溫暖","6-10 溫暖",1,0.805469988980862,0.805469988980851
"女性","40至49歲","專科及以上","雲嘉南區","6-10 溫暖","0-4 冷淡","6-10 溫暖",1,0.805469988980862,0.805469988980851
"女性","40至49歲","專科及以上","雲嘉南區","6-10 溫暖","5 中間","6-10 溫暖",1,0.805469988980862,0.805469988980851
"女性","40至49歲","專科及以上","雲嘉南區","6-10 溫暖","6-10 溫暖","0-4 冷淡",1,0.805469988980862,0.805469988980851
"女性","40至49歲","專科及以上","雲嘉南區","6-10 溫暖","6-10 溫暖","5 中間",2,1.67722962398086,1.67722962398084
"女性","40至49歲","專科及以上","高屏區","0-4 冷淡","0-4 冷淡","6-10 溫暖",1,1.15364544738658,1.15364544738656
"女性","40至49歲","專科及以上","高屏區","0-4 冷淡","6-10 溫暖","0-4 冷淡",3,3.55588059791298,3.55588059791293
"女性","40至49歲","專科及以上","高屏區","0-4 冷淡","6-10 溫暖","5 中間",1,1.24858970313982,1.2485897031398
"女性","40至49歲","專科及以上","高屏區","0-4 冷淡","6-10 溫暖","6-10 溫暖",1,1.15364544738658,1.15364544738656
"女性","40至49歲","專科及以上","高屏區","5 中間","0-4 冷淡","0-4 冷淡",1,1.15364544738658,1.15364544738656
"女性","40至49歲","專科及以上","高屏區","5 中間","0-4 冷淡","5 中間",1,1.15364544738658,1.15364544738656
"女性","40至49歲","專科及以上","高屏區","5 中間","5 中間","5 中間",3,3.65082485366622,3.65082485366617
"女性","40至49歲","專科及以上","高屏區","6-10 溫暖","0-4 冷淡","5 中間",1,1.15364544738658,1.15364544738656
"女性","40至49歲","專科及以上","高屏區","6-10 溫暖","6-10 溫暖","0-4 冷淡",1,1.15364544738658,1.15364544738656
"女性","40至49歲","專科及以上","高屏區","6-10 溫暖","6-10 溫暖","5 中間",1,1.15364544738658,1.15364544738656
