"sex","age","edu","arear","ethnicity","party_kmt","party_dpp","party_tpp","n","n_wt","prop","prop_wt","cell"
"女性","60歲及以上","高中、職","北北基宜蘭區","本省閩南人","00","10","00",3,3.301854486,0.00269541778975741,0.00296142488811342,"女性 | 60歲及以上 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 00 | 10 | 00"
"男性","60歲及以上","高中、職","高屏澎湖區","本省閩南人","00","10","00",3,2.161221513,0.00269541778975741,0.00193839407655966,"男性 | 60歲及以上 | 高中、職 | 高屏澎湖區 | 本省閩南人 | 00 | 10 | 00"
"女性","20至29歲","大學及以上","北北基宜蘭區","本省閩南人","05","05","05",2,3.48648611,0.00179694519317161,0.00312702052195032,"女性 | 20至29歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 05 | 05 | 05"
"女性","30至39歲","大學及以上","桃竹苗區","本省客家人","08","00","08",2,2.599764706,0.00179694519317161,0.00233172235064609,"女性 | 30至39歲 | 大學及以上 | 桃竹苗區 | 本省客家人 | 08 | 00 | 08"
"女性","40至49歲","大學及以上","北北基宜蘭區","本省閩南人","00","08","00",2,2.164554206,0.00179694519317161,0.00194138316043252,"女性 | 40至49歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 00 | 08 | 00"
"女性","40至49歲","大學及以上","高屏澎湖區","本省閩南人","05","05","05",2,1.80253024,0.00179694519317161,0.00161668478636676,"女性 | 40至49歲 | 大學及以上 | 高屏澎湖區 | 本省閩南人 | 05 | 05 | 05"
"女性","50至59歲","高中、職","中彰投區","本省閩南人","05","05","05",2,2.277516034,0.00179694519317161,0.00204269833657502,"女性 | 50至59歲 | 高中、職 | 中彰投區 | 本省閩南人 | 05 | 05 | 05"
"女性","60歲及以上","國、初中","中彰投區","本省閩南人","05","05","05",2,2.31273189,0.00179694519317161,0.00207428334822735,"女性 | 60歲及以上 | 國、初中 | 中彰投區 | 本省閩南人 | 05 | 05 | 05"
"女性","60歲及以上","國、初中","北北基宜蘭區","本省客家人","05","05","03",2,3.050331996,0.00179694519317161,0.00273583500674084,"女性 | 60歲及以上 | 國、初中 | 北北基宜蘭區 | 本省客家人 | 05 | 05 | 03"
"女性","60歲及以上","國、初中","桃竹苗區","本省客家人","05","05","05",2,2.6234719,0.00179694519317161,0.00235298527263027,"女性 | 60歲及以上 | 國、初中 | 桃竹苗區 | 本省客家人 | 05 | 05 | 05"
"女性","60歲及以上","專科","北北基宜蘭區","本省閩南人","05","05","05",2,1.61903849,0.00179694519317161,0.00145211150262046,"女性 | 60歲及以上 | 專科 | 北北基宜蘭區 | 本省閩南人 | 05 | 05 | 05"
"女性","60歲及以上","小學及以下","北北基宜蘭區","本省閩南人","00","10","00",2,2.248860618,0.00179694519317161,0.00201699736686801,"女性 | 60歲及以上 | 小學及以下 | 北北基宜蘭區 | 本省閩南人 | 00 | 10 | 00"
"女性","60歲及以上","小學及以下","高屏澎湖區","本省閩南人","00","10","00",2,1.872736316,0.00179694519317161,0.00167965243731708,"女性 | 60歲及以上 | 小學及以下 | 高屏澎湖區 | 本省閩南人 | 00 | 10 | 00"
"女性","60歲及以上","高中、職","中彰投區","大陸各省市","10","00","05",2,1.668955854,0.00179694519317161,0.0014968822593953,"女性 | 60歲及以上 | 高中、職 | 中彰投區 | 大陸各省市 | 10 | 00 | 05"
"男性","20至29歲","大學及以上","雲嘉南區","本省閩南人","05","05","05",2,2.037867348,0.00179694519317161,0.00182775803980142,"男性 | 20至29歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 05 | 05 | 05"
"男性","20至29歲","高中、職","高屏澎湖區","本省閩南人","05","05","06",2,3.782493004,0.00179694519317161,0.00339250835209595,"男性 | 20至29歲 | 高中、職 | 高屏澎湖區 | 本省閩南人 | 05 | 05 | 06"
"男性","30至39歲","大學及以上","中彰投區","本省閩南人","05","05","05",2,1.801400068,0.00179694519317161,0.00161567113797528,"男性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 05 | 05 | 05"
"男性","30至39歲","大學及以上","雲嘉南區","本省閩南人","05","05","05",2,1.766821636,0.00179694519317161,0.00158465783028685,"男性 | 30至39歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 05 | 05 | 05"
"男性","30至39歲","高中、職","北北基宜蘭區","本省閩南人","05","10","05",2,3.938046484,0.00179694519317161,0.00353202387255813,"男性 | 30至39歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 05 | 10 | 05"
"男性","40至49歲","大學及以上","桃竹苗區","本省閩南人","06","03","05",2,1.463271896,0.00179694519317161,0.00131240484075388,"男性 | 40至49歲 | 大學及以上 | 桃竹苗區 | 本省閩南人 | 06 | 03 | 05"
"男性","40至49歲","高中、職","中彰投區","本省閩南人","05","05","05",2,2.138074064,0.00179694519317161,0.00191763318844191,"男性 | 40至49歲 | 高中、職 | 中彰投區 | 本省閩南人 | 05 | 05 | 05"
"男性","50至59歲","國、初中","北北基宜蘭區","本省閩南人","05","05","05",2,3.27183176,0.00179694519317161,0.00293449758154604,"男性 | 50至59歲 | 國、初中 | 北北基宜蘭區 | 本省閩南人 | 05 | 05 | 05"
"男性","50至59歲","大學及以上","雲嘉南區","本省閩南人","05","05","05",2,1.059308348,0.00179694519317161,0.000950090962292489,"男性 | 50至59歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 05 | 05 | 05"
"男性","50至59歲","專科","中彰投區","本省閩南人","05","05","05",2,1.316676868,0.00179694519317161,0.00118092413309895,"男性 | 50至59歲 | 專科 | 中彰投區 | 本省閩南人 | 05 | 05 | 05"
"男性","60歲及以上","國、初中","雲嘉南區","本省閩南人","00","10","00",2,1.78293324,0.00179694519317161,0.00159910828692428,"男性 | 60歲及以上 | 國、初中 | 雲嘉南區 | 本省閩南人 | 00 | 10 | 00"
"男性","60歲及以上","大學及以上","北北基宜蘭區","本省閩南人","03","09","01",2,1.043866808,0.00179694519317161,0.000936241484351928,"男性 | 60歲及以上 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 03 | 09 | 01"
"男性","60歲及以上","小學及以下","雲嘉南區","本省閩南人","05","05","05",2,1.314469492,0.00179694519317161,0.00117894434318042,"男性 | 60歲及以上 | 小學及以下 | 雲嘉南區 | 本省閩南人 | 05 | 05 | 05"
"男性","60歲及以上","高中、職","雲嘉南區","本省閩南人","05","10","00",2,1.28663287,0.00179694519317161,0.00115397774772889,"男性 | 60歲及以上 | 高中、職 | 雲嘉南區 | 本省閩南人 | 05 | 10 | 00"
"女性","20至29歲","大學及以上","中彰投區","本省閩南人","02","07","00",1,1.321709836,0.000898472596585804,0.00118543818929357,"女性 | 20至29歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 02 | 07 | 00"
"女性","20至29歲","大學及以上","中彰投區","本省閩南人","02","07","07",1,1.321709836,0.000898472596585804,0.00118543818929357,"女性 | 20至29歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 02 | 07 | 07"
"女性","20至29歲","大學及以上","中彰投區","本省閩南人","03","06","07",1,1.321709836,0.000898472596585804,0.00118543818929357,"女性 | 20至29歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 03 | 06 | 07"
"女性","20至29歲","大學及以上","中彰投區","本省閩南人","03","07","06",1,1.321709836,0.000898472596585804,0.00118543818929357,"女性 | 20至29歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 03 | 07 | 06"
"女性","20至29歲","大學及以上","中彰投區","本省閩南人","03","08","08",1,1.321709836,0.000898472596585804,0.00118543818929357,"女性 | 20至29歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 03 | 08 | 08"
"女性","20至29歲","大學及以上","中彰投區","本省閩南人","04","03","08",1,1.321709836,0.000898472596585804,0.00118543818929357,"女性 | 20至29歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 04 | 03 | 08"
"女性","20至29歲","大學及以上","中彰投區","本省閩南人","04","05","06",1,1.321709836,0.000898472596585804,0.00118543818929357,"女性 | 20至29歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 04 | 05 | 06"
"女性","20至29歲","大學及以上","中彰投區","本省閩南人","05","05","05",1,1.321709836,0.000898472596585804,0.00118543818929357,"女性 | 20至29歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 05 | 05 | 05"
"女性","20至29歲","大學及以上","中彰投區","本省閩南人","07","04","08",1,1.321709836,0.000898472596585804,0.00118543818929357,"女性 | 20至29歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 07 | 04 | 08"
"女性","20至29歲","大學及以上","中彰投區","本省閩南人","07","05","07",1,1.321709836,0.000898472596585804,0.00118543818929357,"女性 | 20至29歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 07 | 05 | 07"
"女性","20至29歲","大學及以上","中彰投區","本省閩南人","07","06","07",1,1.321709836,0.000898472596585804,0.00118543818929357,"女性 | 20至29歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 07 | 06 | 07"
"女性","20至29歲","大學及以上","北北基宜蘭區","原住民","05","04","05",1,1.743243055,0.000898472596585804,0.00156351026097516,"女性 | 20至29歲 | 大學及以上 | 北北基宜蘭區 | 原住民 | 05 | 04 | 05"
"女性","20至29歲","大學及以上","北北基宜蘭區","大陸各省市","01","08","07",1,1.743243055,0.000898472596585804,0.00156351026097516,"女性 | 20至29歲 | 大學及以上 | 北北基宜蘭區 | 大陸各省市 | 01 | 08 | 07"
"女性","20至29歲","大學及以上","北北基宜蘭區","本省客家人","01","08","03",1,1.743243055,0.000898472596585804,0.00156351026097516,"女性 | 20至29歲 | 大學及以上 | 北北基宜蘭區 | 本省客家人 | 01 | 08 | 03"
"女性","20至29歲","大學及以上","北北基宜蘭區","本省閩南人","01","05","02",1,1.743243055,0.000898472596585804,0.00156351026097516,"女性 | 20至29歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 01 | 05 | 02"
"女性","20至29歲","大學及以上","北北基宜蘭區","本省閩南人","01","07","04",1,1.743243055,0.000898472596585804,0.00156351026097516,"女性 | 20至29歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 01 | 07 | 04"
"女性","20至29歲","大學及以上","北北基宜蘭區","本省閩南人","04","06","01",1,1.743243055,0.000898472596585804,0.00156351026097516,"女性 | 20至29歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 04 | 06 | 01"
"女性","20至29歲","大學及以上","北北基宜蘭區","本省閩南人","05","07","04",1,1.743243055,0.000898472596585804,0.00156351026097516,"女性 | 20至29歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 05 | 07 | 04"
"女性","20至29歲","大學及以上","桃竹苗區","外籍人士","02","03","04",1,1.499295543,0.000898472596585804,0.00134471435809898,"女性 | 20至29歲 | 大學及以上 | 桃竹苗區 | 外籍人士 | 02 | 03 | 04"
"女性","20至29歲","大學及以上","桃竹苗區","大陸各省市","02","08","05",1,1.499295543,0.000898472596585804,0.00134471435809898,"女性 | 20至29歲 | 大學及以上 | 桃竹苗區 | 大陸各省市 | 02 | 08 | 05"
"女性","20至29歲","大學及以上","桃竹苗區","本省客家人","03","04","07",1,1.499295543,0.000898472596585804,0.00134471435809898,"女性 | 20至29歲 | 大學及以上 | 桃竹苗區 | 本省客家人 | 03 | 04 | 07"
"女性","20至29歲","大學及以上","桃竹苗區","本省客家人","03","06","05",1,1.499295543,0.000898472596585804,0.00134471435809898,"女性 | 20至29歲 | 大學及以上 | 桃竹苗區 | 本省客家人 | 03 | 06 | 05"
"女性","20至29歲","大學及以上","桃竹苗區","本省客家人","04","03","08",1,1.499295543,0.000898472596585804,0.00134471435809898,"女性 | 20至29歲 | 大學及以上 | 桃竹苗區 | 本省客家人 | 04 | 03 | 08"
"女性","20至29歲","大學及以上","桃竹苗區","本省客家人","05","06","05",1,1.499295543,0.000898472596585804,0.00134471435809898,"女性 | 20至29歲 | 大學及以上 | 桃竹苗區 | 本省客家人 | 05 | 06 | 05"
"女性","20至29歲","大學及以上","桃竹苗區","本省閩南人","02","07","06",1,1.499295543,0.000898472596585804,0.00134471435809898,"女性 | 20至29歲 | 大學及以上 | 桃竹苗區 | 本省閩南人 | 02 | 07 | 06"
"女性","20至29歲","大學及以上","桃竹苗區","本省閩南人","03","03","03",1,1.499295543,0.000898472596585804,0.00134471435809898,"女性 | 20至29歲 | 大學及以上 | 桃竹苗區 | 本省閩南人 | 03 | 03 | 03"
"女性","20至29歲","大學及以上","桃竹苗區","本省閩南人","03","06","07",1,1.499295543,0.000898472596585804,0.00134471435809898,"女性 | 20至29歲 | 大學及以上 | 桃竹苗區 | 本省閩南人 | 03 | 06 | 07"
"女性","20至29歲","大學及以上","桃竹苗區","本省閩南人","05","05","06",1,1.499295543,0.000898472596585804,0.00134471435809898,"女性 | 20至29歲 | 大學及以上 | 桃竹苗區 | 本省閩南人 | 05 | 05 | 06"
"女性","20至29歲","大學及以上","桃竹苗區","本省閩南人","07","03","07",1,1.499295543,0.000898472596585804,0.00134471435809898,"女性 | 20至29歲 | 大學及以上 | 桃竹苗區 | 本省閩南人 | 07 | 03 | 07"
"女性","20至29歲","大學及以上","雲嘉南區","本省閩南人","00","01","07",1,1.296339206,0.000898472596585804,0.00116268333579301,"女性 | 20至29歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 00 | 01 | 07"
"女性","20至29歲","大學及以上","雲嘉南區","本省閩南人","00","07","00",1,1.296339206,0.000898472596585804,0.00116268333579301,"女性 | 20至29歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 00 | 07 | 00"
"女性","20至29歲","大學及以上","雲嘉南區","本省閩南人","02","07","02",1,1.296339206,0.000898472596585804,0.00116268333579301,"女性 | 20至29歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 02 | 07 | 02"
"女性","20至29歲","大學及以上","雲嘉南區","本省閩南人","04","06","04",1,1.296339206,0.000898472596585804,0.00116268333579301,"女性 | 20至29歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 04 | 06 | 04"
"女性","20至29歲","大學及以上","雲嘉南區","本省閩南人","04","09","09",1,1.296339206,0.000898472596585804,0.00116268333579301,"女性 | 20至29歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 04 | 09 | 09"
"女性","20至29歲","大學及以上","雲嘉南區","本省閩南人","05","05","05",1,1.296339206,0.000898472596585804,0.00116268333579301,"女性 | 20至29歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 05 | 05 | 05"
"女性","20至29歲","大學及以上","高屏澎湖區","本省閩南人","04","06","06",1,1.451683821,0.000898472596585804,0.00130201152576806,"女性 | 20至29歲 | 大學及以上 | 高屏澎湖區 | 本省閩南人 | 04 | 06 | 06"
"女性","20至29歲","大學及以上","高屏澎湖區","本省閩南人","05","00","08",1,1.451683821,0.000898472596585804,0.00130201152576806,"女性 | 20至29歲 | 大學及以上 | 高屏澎湖區 | 本省閩南人 | 05 | 00 | 08"
"女性","20至29歲","專科","中彰投區","原住民","00","00","10",1,1.611296511,0.000898472596585804,0.00144516774135204,"女性 | 20至29歲 | 專科 | 中彰投區 | 原住民 | 00 | 00 | 10"
"女性","20至29歲","專科","北北基宜蘭區","本省閩南人","05","05","05",1,2.125187674,0.000898472596585804,0.00190607541803569,"女性 | 20至29歲 | 專科 | 北北基宜蘭區 | 本省閩南人 | 05 | 05 | 05"
"女性","20至29歲","專科","雲嘉南區","本省閩南人","02","07","05",1,1.580367175,0.000898472596585804,0.0014174272985822,"女性 | 20至29歲 | 專科 | 雲嘉南區 | 本省閩南人 | 02 | 07 | 05"
"女性","20至29歲","高中、職","中彰投區","本省閩南人","05","03","06",1,2.190710368,0.000898472596585804,0.00196484255558538,"女性 | 20至29歲 | 高中、職 | 中彰投區 | 本省閩南人 | 05 | 03 | 06"
"女性","20至29歲","高中、職","高屏澎湖區","本省閩南人","04","05","07",1,2.40613992,0.000898472596585804,0.00215806077269125,"女性 | 20至29歲 | 高中、職 | 高屏澎湖區 | 本省閩南人 | 04 | 05 | 07"
"女性","30至39歲","大學及以上","中彰投區","大陸各省市","10","02","02",1,1.14591636,0.000898472596585804,0.00102776946791238,"女性 | 30至39歲 | 大學及以上 | 中彰投區 | 大陸各省市 | 10 | 02 | 02"
"女性","30至39歲","大學及以上","中彰投區","本省閩南人","02","06","06",1,1.14591636,0.000898472596585804,0.00102776946791238,"女性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 02 | 06 | 06"
"女性","30至39歲","大學及以上","中彰投區","本省閩南人","02","07","08",1,1.14591636,0.000898472596585804,0.00102776946791238,"女性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 02 | 07 | 08"
"女性","30至39歲","大學及以上","中彰投區","本省閩南人","03","01","08",1,1.14591636,0.000898472596585804,0.00102776946791238,"女性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 03 | 01 | 08"
"女性","30至39歲","大學及以上","中彰投區","本省閩南人","03","03","05",1,1.14591636,0.000898472596585804,0.00102776946791238,"女性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 03 | 03 | 05"
"女性","30至39歲","大學及以上","中彰投區","本省閩南人","03","08","01",1,1.14591636,0.000898472596585804,0.00102776946791238,"女性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 03 | 08 | 01"
"女性","30至39歲","大學及以上","中彰投區","本省閩南人","03","08","07",1,1.14591636,0.000898472596585804,0.00102776946791238,"女性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 03 | 08 | 07"
"女性","30至39歲","大學及以上","中彰投區","本省閩南人","04","04","07",1,1.14591636,0.000898472596585804,0.00102776946791238,"女性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 04 | 04 | 07"
"女性","30至39歲","大學及以上","中彰投區","本省閩南人","04","06","05",1,1.14591636,0.000898472596585804,0.00102776946791238,"女性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 04 | 06 | 05"
"女性","30至39歲","大學及以上","中彰投區","本省閩南人","05","05","05",1,1.14591636,0.000898472596585804,0.00102776946791238,"女性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 05 | 05 | 05"
"女性","30至39歲","大學及以上","中彰投區","本省閩南人","05","06","07",1,1.14591636,0.000898472596585804,0.00102776946791238,"女性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 05 | 06 | 07"
"女性","30至39歲","大學及以上","中彰投區","本省閩南人","06","07","08",1,1.14591636,0.000898472596585804,0.00102776946791238,"女性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 06 | 07 | 08"
"女性","30至39歲","大學及以上","中彰投區","本省閩南人","07","04","08",1,1.14591636,0.000898472596585804,0.00102776946791238,"女性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 07 | 04 | 08"
"女性","30至39歲","大學及以上","中彰投區","本省閩南人","07","07","08",1,1.14591636,0.000898472596585804,0.00102776946791238,"女性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 07 | 07 | 08"
"女性","30至39歲","大學及以上","中彰投區","本省閩南人","07","09","03",1,1.14591636,0.000898472596585804,0.00102776946791238,"女性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 07 | 09 | 03"
"女性","30至39歲","大學及以上","北北基宜蘭區","大陸各省市","01","01","05",1,1.511383726,0.000898472596585804,0.00135555621867765,"女性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 大陸各省市 | 01 | 01 | 05"
"女性","30至39歲","大學及以上","北北基宜蘭區","本省客家人","05","05","05",1,1.511383726,0.000898472596585804,0.00135555621867765,"女性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省客家人 | 05 | 05 | 05"
"女性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","01","10","02",1,1.511383726,0.000898472596585804,0.00135555621867765,"女性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 01 | 10 | 02"
"女性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","03","03","06",1,1.511383726,0.000898472596585804,0.00135555621867765,"女性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 03 | 03 | 06"
"女性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","03","06","05",1,1.511383726,0.000898472596585804,0.00135555621867765,"女性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 03 | 06 | 05"
"女性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","03","07","06",1,1.511383726,0.000898472596585804,0.00135555621867765,"女性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 03 | 07 | 06"
"女性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","04","05","05",1,1.511383726,0.000898472596585804,0.00135555621867765,"女性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 04 | 05 | 05"
"女性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","04","05","06",1,1.511383726,0.000898472596585804,0.00135555621867765,"女性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 04 | 05 | 06"
"女性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","04","07","04",1,1.511383726,0.000898472596585804,0.00135555621867765,"女性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 04 | 07 | 04"
"女性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","04","08","00",1,1.511383726,0.000898472596585804,0.00135555621867765,"女性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 04 | 08 | 00"
"女性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","05","05","00",1,1.511383726,0.000898472596585804,0.00135555621867765,"女性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 05 | 05 | 00"
"女性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","05","07","07",1,1.511383726,0.000898472596585804,0.00135555621867765,"女性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 05 | 07 | 07"
"女性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","06","07","04",1,1.511383726,0.000898472596585804,0.00135555621867765,"女性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 06 | 07 | 04"
"女性","30至39歲","大學及以上","桃竹苗區","大陸各省市","00","07","05",1,1.299882353,0.000898472596585804,0.00116586117532305,"女性 | 30至39歲 | 大學及以上 | 桃竹苗區 | 大陸各省市 | 00 | 07 | 05"
"女性","30至39歲","大學及以上","桃竹苗區","大陸各省市","07","05","05",1,1.299882353,0.000898472596585804,0.00116586117532305,"女性 | 30至39歲 | 大學及以上 | 桃竹苗區 | 大陸各省市 | 07 | 05 | 05"
"女性","30至39歲","大學及以上","桃竹苗區","大陸各省市","08","00","02",1,1.299882353,0.000898472596585804,0.00116586117532305,"女性 | 30至39歲 | 大學及以上 | 桃竹苗區 | 大陸各省市 | 08 | 00 | 02"
"女性","30至39歲","大學及以上","桃竹苗區","本省客家人","01","08","07",1,1.299882353,0.000898472596585804,0.00116586117532305,"女性 | 30至39歲 | 大學及以上 | 桃竹苗區 | 本省客家人 | 01 | 08 | 07"
"女性","30至39歲","大學及以上","桃竹苗區","本省客家人","05","04","08",1,1.299882353,0.000898472596585804,0.00116586117532305,"女性 | 30至39歲 | 大學及以上 | 桃竹苗區 | 本省客家人 | 05 | 04 | 08"
"女性","30至39歲","大學及以上","桃竹苗區","本省客家人","05","05","05",1,1.299882353,0.000898472596585804,0.00116586117532305,"女性 | 30至39歲 | 大學及以上 | 桃竹苗區 | 本省客家人 | 05 | 05 | 05"
"女性","30至39歲","大學及以上","桃竹苗區","本省客家人","10","02","10",1,1.299882353,0.000898472596585804,0.00116586117532305,"女性 | 30至39歲 | 大學及以上 | 桃竹苗區 | 本省客家人 | 10 | 02 | 10"
"女性","30至39歲","大學及以上","桃竹苗區","本省閩南人","01","02","05",1,1.299882353,0.000898472596585804,0.00116586117532305,"女性 | 30至39歲 | 大學及以上 | 桃竹苗區 | 本省閩南人 | 01 | 02 | 05"
"女性","30至39歲","大學及以上","桃竹苗區","本省閩南人","03","05","08",1,1.299882353,0.000898472596585804,0.00116586117532305,"女性 | 30至39歲 | 大學及以上 | 桃竹苗區 | 本省閩南人 | 03 | 05 | 08"
"女性","30至39歲","大學及以上","桃竹苗區","本省閩南人","06","04","07",1,1.299882353,0.000898472596585804,0.00116586117532305,"女性 | 30至39歲 | 大學及以上 | 桃竹苗區 | 本省閩南人 | 06 | 04 | 07"
"女性","30至39歲","大學及以上","雲嘉南區","本省閩南人","03","07","02",1,1.123920141,0.000898472596585804,0.00100804111505274,"女性 | 30至39歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 03 | 07 | 02"
"女性","30至39歲","大學及以上","雲嘉南區","本省閩南人","04","04","05",1,1.123920141,0.000898472596585804,0.00100804111505274,"女性 | 30至39歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 04 | 04 | 05"
"女性","30至39歲","大學及以上","雲嘉南區","本省閩南人","05","03","08",1,1.123920141,0.000898472596585804,0.00100804111505274,"女性 | 30至39歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 05 | 03 | 08"
"女性","30至39歲","大學及以上","雲嘉南區","本省閩南人","05","05","05",1,1.123920141,0.000898472596585804,0.00100804111505274,"女性 | 30至39歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 05 | 05 | 05"
"女性","30至39歲","大學及以上","高屏澎湖區","大陸各省市","03","06","08",1,1.258603209,0.000898472596585804,0.00112883801608937,"女性 | 30至39歲 | 大學及以上 | 高屏澎湖區 | 大陸各省市 | 03 | 06 | 08"
"女性","30至39歲","大學及以上","高屏澎湖區","本省客家人","05","05","06",1,1.258603209,0.000898472596585804,0.00112883801608937,"女性 | 30至39歲 | 大學及以上 | 高屏澎湖區 | 本省客家人 | 05 | 05 | 06"
"女性","30至39歲","大學及以上","高屏澎湖區","本省閩南人","02","03","04",1,1.258603209,0.000898472596585804,0.00112883801608937,"女性 | 30至39歲 | 大學及以上 | 高屏澎湖區 | 本省閩南人 | 02 | 03 | 04"
"女性","30至39歲","大學及以上","高屏澎湖區","本省閩南人","02","04","02",1,1.258603209,0.000898472596585804,0.00112883801608937,"女性 | 30至39歲 | 大學及以上 | 高屏澎湖區 | 本省閩南人 | 02 | 04 | 02"
"女性","30至39歲","大學及以上","高屏澎湖區","本省閩南人","03","03","05",1,1.258603209,0.000898472596585804,0.00112883801608937,"女性 | 30至39歲 | 大學及以上 | 高屏澎湖區 | 本省閩南人 | 03 | 03 | 05"
"女性","30至39歲","大學及以上","高屏澎湖區","本省閩南人","03","06","05",1,1.258603209,0.000898472596585804,0.00112883801608937,"女性 | 30至39歲 | 大學及以上 | 高屏澎湖區 | 本省閩南人 | 03 | 06 | 05"
"女性","30至39歲","大學及以上","高屏澎湖區","本省閩南人","04","00","08",1,1.258603209,0.000898472596585804,0.00112883801608937,"女性 | 30至39歲 | 大學及以上 | 高屏澎湖區 | 本省閩南人 | 04 | 00 | 08"
"女性","30至39歲","大學及以上","高屏澎湖區","本省閩南人","05","00","08",1,1.258603209,0.000898472596585804,0.00112883801608937,"女性 | 30至39歲 | 大學及以上 | 高屏澎湖區 | 本省閩南人 | 05 | 00 | 08"
"女性","30至39歲","大學及以上","高屏澎湖區","本省閩南人","05","08","05",1,1.258603209,0.000898472596585804,0.00112883801608937,"女性 | 30至39歲 | 大學及以上 | 高屏澎湖區 | 本省閩南人 | 05 | 08 | 05"
