"sex","age","edu","arear","ethnicity","party_kmt","party_dpp","party_tpp","n","n_wt","prop","prop_wt","cell"
"女性","40至49歲","專科","花東外島區","本省客家人","00","05","10",1,1.202527872,0.000898472596585804,0.00107854418899757,"女性 | 40至49歲 | 專科 | 花東外島區 | 本省客家人 | 00 | 05 | 10"
"女性","40至49歲","專科","雲嘉南區","本省閩南人","00","08","00",1,0.981157047,0.000898472596585804,0.000879997259253437,"女性 | 40至49歲 | 專科 | 雲嘉南區 | 本省閩南人 | 00 | 08 | 00"
"女性","40至49歲","專科","雲嘉南區","本省閩南人","00","09","05",1,0.981157047,0.000898472596585804,0.000879997259253437,"女性 | 40至49歲 | 專科 | 雲嘉南區 | 本省閩南人 | 00 | 09 | 05"
"女性","40至49歲","專科","雲嘉南區","本省閩南人","00","10","00",1,0.981157047,0.000898472596585804,0.000879997259253437,"女性 | 40至49歲 | 專科 | 雲嘉南區 | 本省閩南人 | 00 | 10 | 00"
"女性","40至49歲","專科","雲嘉南區","本省閩南人","07","03","06",1,0.981157047,0.000898472596585804,0.000879997259253437,"女性 | 40至49歲 | 專科 | 雲嘉南區 | 本省閩南人 | 07 | 03 | 06"
"女性","40至49歲","專科","雲嘉南區","本省閩南人","08","03","08",1,0.981157047,0.000898472596585804,0.000879997259253437,"女性 | 40至49歲 | 專科 | 雲嘉南區 | 本省閩南人 | 08 | 03 | 08"
"女性","40至49歲","小學及以下","高屏澎湖區","大陸各省市","05","05","05",1,1.526150185,0.000898472596585804,0.00136880021818681,"女性 | 40至49歲 | 小學及以下 | 高屏澎湖區 | 大陸各省市 | 05 | 05 | 05"
"女性","40至49歲","高中、職","中彰投區","本省閩南人","05","03","06",1,1.360083245,0.000898472596585804,0.00121985520219835,"女性 | 40至49歲 | 高中、職 | 中彰投區 | 本省閩南人 | 05 | 03 | 06"
"女性","40至49歲","高中、職","中彰投區","本省閩南人","08","05","05",1,1.360083245,0.000898472596585804,0.00121985520219835,"女性 | 40至49歲 | 高中、職 | 中彰投區 | 本省閩南人 | 08 | 05 | 05"
"女性","40至49歲","高中、職","北北基宜蘭區","原住民","08","07","01",1,1.793854904,0.000898472596585804,0.00160890389957963,"女性 | 40至49歲 | 高中、職 | 北北基宜蘭區 | 原住民 | 08 | 07 | 01"
"女性","40至49歲","高中、職","北北基宜蘭區","外國新住民","04","07","05",1,1.793854904,0.000898472596585804,0.00160890389957963,"女性 | 40至49歲 | 高中、職 | 北北基宜蘭區 | 外國新住民 | 04 | 07 | 05"
"女性","40至49歲","高中、職","北北基宜蘭區","大陸各省市","07","00","05",1,1.793854904,0.000898472596585804,0.00160890389957963,"女性 | 40至49歲 | 高中、職 | 北北基宜蘭區 | 大陸各省市 | 07 | 00 | 05"
"女性","40至49歲","高中、職","北北基宜蘭區","本省閩南人","03","06","04",1,1.793854904,0.000898472596585804,0.00160890389957963,"女性 | 40至49歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 03 | 06 | 04"
"女性","40至49歲","高中、職","北北基宜蘭區","本省閩南人","05","05","05",1,1.793854904,0.000898472596585804,0.00160890389957963,"女性 | 40至49歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 05 | 05 | 05"
"女性","40至49歲","高中、職","北北基宜蘭區","本省閩南人","05","06","05",1,1.793854904,0.000898472596585804,0.00160890389957963,"女性 | 40至49歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 05 | 06 | 05"
"女性","40至49歲","高中、職","桃竹苗區","大陸各省市","04","05","04",1,1.542824826,0.000898472596585804,0.00138375566127709,"女性 | 40至49歲 | 高中、職 | 桃竹苗區 | 大陸各省市 | 04 | 05 | 04"
"女性","40至49歲","高中、職","桃竹苗區","本省閩南人","07","00","07",1,1.542824826,0.000898472596585804,0.00138375566127709,"女性 | 40至49歲 | 高中、職 | 桃竹苗區 | 本省閩南人 | 07 | 00 | 07"
"女性","40至49歲","高中、職","雲嘉南區","本省閩南人","07","05","05",1,1.333976026,0.000898472596585804,0.00119643970389767,"女性 | 40至49歲 | 高中、職 | 雲嘉南區 | 本省閩南人 | 07 | 05 | 05"
"女性","40至49歲","高中、職","高屏澎湖區","本省閩南人","05","05","05",1,1.493830785,0.000898472596585804,0.00133981303055189,"女性 | 40至49歲 | 高中、職 | 高屏澎湖區 | 本省閩南人 | 05 | 05 | 05"
"女性","50至59歲","國、初中","中彰投區","本省閩南人","03","06","03",1,1.578017762,0.000898472596585804,0.00141532011603973,"女性 | 50至59歲 | 國、初中 | 中彰投區 | 本省閩南人 | 03 | 06 | 03"
"女性","50至59歲","國、初中","中彰投區","本省閩南人","05","05","05",1,1.578017762,0.000898472596585804,0.00141532011603973,"女性 | 50至59歲 | 國、初中 | 中彰投區 | 本省閩南人 | 05 | 05 | 05"
"女性","50至59歲","國、初中","北北基宜蘭區","本省閩南人","05","05","05",1,2.081295326,0.000898472596585804,0.00186670848278277,"女性 | 50至59歲 | 國、初中 | 北北基宜蘭區 | 本省閩南人 | 05 | 05 | 05"
"女性","50至59歲","國、初中","北北基宜蘭區","本省閩南人","05","10","05",1,2.081295326,0.000898472596585804,0.00186670848278277,"女性 | 50至59歲 | 國、初中 | 北北基宜蘭區 | 本省閩南人 | 05 | 10 | 05"
"女性","50至59歲","國、初中","北北基宜蘭區","本省閩南人","06","07","06",1,2.081295326,0.000898472596585804,0.00186670848278277,"女性 | 50至59歲 | 國、初中 | 北北基宜蘭區 | 本省閩南人 | 06 | 07 | 06"
"女性","50至59歲","國、初中","花東外島區","本省閩南人","08","03","04",1,1.896928865,0.000898472596585804,0.00170135067296595,"女性 | 50至59歲 | 國、初中 | 花東外島區 | 本省閩南人 | 08 | 03 | 04"
"女性","50至59歲","國、初中","雲嘉南區","大陸各省市","05","05","03",1,1.547727222,0.000898472596585804,0.00138815260777711,"女性 | 50至59歲 | 國、初中 | 雲嘉南區 | 大陸各省市 | 05 | 05 | 03"
"女性","50至59歲","國、初中","雲嘉南區","本省閩南人","00","00","01",1,1.547727222,0.000898472596585804,0.00138815260777711,"女性 | 50至59歲 | 國、初中 | 雲嘉南區 | 本省閩南人 | 00 | 00 | 01"
"女性","50至59歲","國、初中","雲嘉南區","本省閩南人","05","07","03",1,1.547727222,0.000898472596585804,0.00138815260777711,"女性 | 50至59歲 | 國、初中 | 雲嘉南區 | 本省閩南人 | 05 | 07 | 03"
"女性","50至59歲","國、初中","雲嘉南區","本省閩南人","06","07","05",1,1.547727222,0.000898472596585804,0.00138815260777711,"女性 | 50至59歲 | 國、初中 | 雲嘉南區 | 本省閩南人 | 06 | 07 | 05"
"女性","50至59歲","國、初中","高屏澎湖區","本省閩南人","00","10","02",1,1.733196495,0.000898472596585804,0.00155449952687102,"女性 | 50至59歲 | 國、初中 | 高屏澎湖區 | 本省閩南人 | 00 | 10 | 02"
"女性","50至59歲","國、初中","高屏澎湖區","本省閩南人","05","05","05",1,1.733196495,0.000898472596585804,0.00155449952687102,"女性 | 50至59歲 | 國、初中 | 高屏澎湖區 | 本省閩南人 | 05 | 05 | 05"
"女性","50至59歲","大學及以上","中彰投區","大陸各省市","08","02","05",1,0.687040923,0.000898472596585804,0.000616205255910425,"女性 | 50至59歲 | 大學及以上 | 中彰投區 | 大陸各省市 | 08 | 02 | 05"
"女性","50至59歲","大學及以上","中彰投區","本省閩南人","00","09","00",1,0.687040923,0.000898472596585804,0.000616205255910425,"女性 | 50至59歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 00 | 09 | 00"
"女性","50至59歲","大學及以上","中彰投區","本省閩南人","05","04","05",1,0.687040923,0.000898472596585804,0.000616205255910425,"女性 | 50至59歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 05 | 04 | 05"
"女性","50至59歲","大學及以上","中彰投區","本省閩南人","05","05","05",1,0.687040923,0.000898472596585804,0.000616205255910425,"女性 | 50至59歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 05 | 05 | 05"
"女性","50至59歲","大學及以上","中彰投區","本省閩南人","06","06","06",1,0.687040923,0.000898472596585804,0.000616205255910425,"女性 | 50至59歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 06 | 06 | 06"
"女性","50至59歲","大學及以上","北北基宜蘭區","原住民","05","05","05",1,0.90615904,0.000898472596585804,0.000812731737580565,"女性 | 50至59歲 | 大學及以上 | 北北基宜蘭區 | 原住民 | 05 | 05 | 05"
"女性","50至59歲","大學及以上","北北基宜蘭區","大陸各省市","07","04","03",1,0.90615904,0.000898472596585804,0.000812731737580565,"女性 | 50至59歲 | 大學及以上 | 北北基宜蘭區 | 大陸各省市 | 07 | 04 | 03"
"女性","50至59歲","大學及以上","北北基宜蘭區","本省客家人","05","05","06",1,0.90615904,0.000898472596585804,0.000812731737580565,"女性 | 50至59歲 | 大學及以上 | 北北基宜蘭區 | 本省客家人 | 05 | 05 | 06"
"女性","50至59歲","大學及以上","北北基宜蘭區","本省客家人","06","04","07",1,0.90615904,0.000898472596585804,0.000812731737580565,"女性 | 50至59歲 | 大學及以上 | 北北基宜蘭區 | 本省客家人 | 06 | 04 | 07"
"女性","50至59歲","大學及以上","北北基宜蘭區","本省閩南人","03","03","04",1,0.90615904,0.000898472596585804,0.000812731737580565,"女性 | 50至59歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 03 | 03 | 04"
"女性","50至59歲","大學及以上","北北基宜蘭區","本省閩南人","04","08","00",1,0.90615904,0.000898472596585804,0.000812731737580565,"女性 | 50至59歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 04 | 08 | 00"
"女性","50至59歲","大學及以上","北北基宜蘭區","本省閩南人","04","09","02",1,0.90615904,0.000898472596585804,0.000812731737580565,"女性 | 50至59歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 04 | 09 | 02"
"女性","50至59歲","大學及以上","北北基宜蘭區","本省閩南人","05","06","05",1,0.90615904,0.000898472596585804,0.000812731737580565,"女性 | 50至59歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 05 | 06 | 05"
"女性","50至59歲","大學及以上","北北基宜蘭區","本省閩南人","06","05","04",1,0.90615904,0.000898472596585804,0.000812731737580565,"女性 | 50至59歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 06 | 05 | 04"
"女性","50至59歲","大學及以上","桃竹苗區","外籍人士","06","05","05",1,0.779352143,0.000898472596585804,0.00069899895427576,"女性 | 50至59歲 | 大學及以上 | 桃竹苗區 | 外籍人士 | 06 | 05 | 05"
"女性","50至59歲","大學及以上","桃竹苗區","本省客家人","05","04","05",1,0.779352143,0.000898472596585804,0.00069899895427576,"女性 | 50至59歲 | 大學及以上 | 桃竹苗區 | 本省客家人 | 05 | 04 | 05"
"女性","50至59歲","大學及以上","桃竹苗區","本省客家人","05","05","04",1,0.779352143,0.000898472596585804,0.00069899895427576,"女性 | 50至59歲 | 大學及以上 | 桃竹苗區 | 本省客家人 | 05 | 05 | 04"
"女性","50至59歲","大學及以上","桃竹苗區","本省客家人","06","03","03",1,0.779352143,0.000898472596585804,0.00069899895427576,"女性 | 50至59歲 | 大學及以上 | 桃竹苗區 | 本省客家人 | 06 | 03 | 03"
"女性","50至59歲","大學及以上","花東外島區","本省客家人","05","01","04",1,0.825889156,0.000898472596585804,0.000740737882838785,"女性 | 50至59歲 | 大學及以上 | 花東外島區 | 本省客家人 | 05 | 01 | 04"
"女性","50至59歲","大學及以上","花東外島區","本省閩南人","01","08","02",1,0.825889156,0.000898472596585804,0.000740737882838785,"女性 | 50至59歲 | 大學及以上 | 花東外島區 | 本省閩南人 | 01 | 08 | 02"
"女性","50至59歲","大學及以上","雲嘉南區","本省閩南人","00","07","03",1,0.673852959,0.000898472596585804,0.000604377004550851,"女性 | 50至59歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 00 | 07 | 03"
"女性","50至59歲","大學及以上","雲嘉南區","本省閩南人","03","02","08",1,0.673852959,0.000898472596585804,0.000604377004550851,"女性 | 50至59歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 03 | 02 | 08"
"女性","50至59歲","大學及以上","雲嘉南區","本省閩南人","03","07","02",1,0.673852959,0.000898472596585804,0.000604377004550851,"女性 | 50至59歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 03 | 07 | 02"
"女性","50至59歲","大學及以上","雲嘉南區","本省閩南人","06","04","07",1,0.673852959,0.000898472596585804,0.000604377004550851,"女性 | 50至59歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 06 | 04 | 07"
"女性","50至59歲","大學及以上","雲嘉南區","本省閩南人","09","04","03",1,0.673852959,0.000898472596585804,0.000604377004550851,"女性 | 50至59歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 09 | 04 | 03"
"女性","50至59歲","大學及以上","高屏澎湖區","本省客家人","05","05","05",1,0.754602988,0.000898472596585804,0.000676801500121575,"女性 | 50至59歲 | 大學及以上 | 高屏澎湖區 | 本省客家人 | 05 | 05 | 05"
"女性","50至59歲","大學及以上","高屏澎湖區","本省閩南人","01","00","00",1,0.754602988,0.000898472596585804,0.000676801500121575,"女性 | 50至59歲 | 大學及以上 | 高屏澎湖區 | 本省閩南人 | 01 | 00 | 00"
"女性","50至59歲","大學及以上","高屏澎湖區","本省閩南人","05","00","06",1,0.754602988,0.000898472596585804,0.000676801500121575,"女性 | 50至59歲 | 大學及以上 | 高屏澎湖區 | 本省閩南人 | 05 | 00 | 06"
"女性","50至59歲","專科","中彰投區","大陸各省市","05","04","06",1,0.837571615,0.000898472596585804,0.000751215850594074,"女性 | 50至59歲 | 專科 | 中彰投區 | 大陸各省市 | 05 | 04 | 06"
"女性","50至59歲","專科","中彰投區","大陸各省市","07","03","02",1,0.837571615,0.000898472596585804,0.000751215850594074,"女性 | 50至59歲 | 專科 | 中彰投區 | 大陸各省市 | 07 | 03 | 02"
"女性","50至59歲","專科","中彰投區","本省閩南人","05","04","01",1,0.837571615,0.000898472596585804,0.000751215850594074,"女性 | 50至59歲 | 專科 | 中彰投區 | 本省閩南人 | 05 | 04 | 01"
"女性","50至59歲","專科","中彰投區","本省閩南人","05","05","05",1,0.837571615,0.000898472596585804,0.000751215850594074,"女性 | 50至59歲 | 專科 | 中彰投區 | 本省閩南人 | 05 | 05 | 05"
"女性","50至59歲","專科","中彰投區","本省閩南人","05","07","02",1,0.837571615,0.000898472596585804,0.000751215850594074,"女性 | 50至59歲 | 專科 | 中彰投區 | 本省閩南人 | 05 | 07 | 02"
"女性","50至59歲","專科","中彰投區","本省閩南人","07","04","03",1,0.837571615,0.000898472596585804,0.000751215850594074,"女性 | 50至59歲 | 專科 | 中彰投區 | 本省閩南人 | 07 | 04 | 03"
"女性","50至59歲","專科","北北基宜蘭區","大陸各省市","03","02","03",1,1.10469852,0.000898472596585804,0.000990801292080337,"女性 | 50至59歲 | 專科 | 北北基宜蘭區 | 大陸各省市 | 03 | 02 | 03"
"女性","50至59歲","專科","北北基宜蘭區","本省客家人","07","00","10",1,1.10469852,0.000898472596585804,0.000990801292080337,"女性 | 50至59歲 | 專科 | 北北基宜蘭區 | 本省客家人 | 07 | 00 | 10"
"女性","50至59歲","專科","北北基宜蘭區","本省客家人","07","03","03",1,1.10469852,0.000898472596585804,0.000990801292080337,"女性 | 50至59歲 | 專科 | 北北基宜蘭區 | 本省客家人 | 07 | 03 | 03"
"女性","50至59歲","專科","北北基宜蘭區","本省閩南人","01","08","00",1,1.10469852,0.000898472596585804,0.000990801292080337,"女性 | 50至59歲 | 專科 | 北北基宜蘭區 | 本省閩南人 | 01 | 08 | 00"
"女性","50至59歲","專科","北北基宜蘭區","本省閩南人","03","06","01",1,1.10469852,0.000898472596585804,0.000990801292080337,"女性 | 50至59歲 | 專科 | 北北基宜蘭區 | 本省閩南人 | 03 | 06 | 01"
"女性","50至59歲","專科","北北基宜蘭區","本省閩南人","03","06","05",1,1.10469852,0.000898472596585804,0.000990801292080337,"女性 | 50至59歲 | 專科 | 北北基宜蘭區 | 本省閩南人 | 03 | 06 | 05"
"女性","50至59歲","專科","北北基宜蘭區","本省閩南人","05","05","05",1,1.10469852,0.000898472596585804,0.000990801292080337,"女性 | 50至59歲 | 專科 | 北北基宜蘭區 | 本省閩南人 | 05 | 05 | 05"
"女性","50至59歲","專科","北北基宜蘭區","本省閩南人","05","06","07",1,1.10469852,0.000898472596585804,0.000990801292080337,"女性 | 50至59歲 | 專科 | 北北基宜蘭區 | 本省閩南人 | 05 | 06 | 07"
"女性","50至59歲","專科","北北基宜蘭區","本省閩南人","05","10","00",1,1.10469852,0.000898472596585804,0.000990801292080337,"女性 | 50至59歲 | 專科 | 北北基宜蘭區 | 本省閩南人 | 05 | 10 | 00"
"女性","50至59歲","專科","北北基宜蘭區","本省閩南人","06","01","04",1,1.10469852,0.000898472596585804,0.000990801292080337,"女性 | 50至59歲 | 專科 | 北北基宜蘭區 | 本省閩南人 | 06 | 01 | 04"
"女性","50至59歲","專科","北北基宜蘭區","本省閩南人","06","05","05",1,1.10469852,0.000898472596585804,0.000990801292080337,"女性 | 50至59歲 | 專科 | 北北基宜蘭區 | 本省閩南人 | 06 | 05 | 05"
"女性","50至59歲","專科","桃竹苗區","大陸各省市","09","02","06",1,0.950108227,0.000898472596585804,0.000852149651587981,"女性 | 50至59歲 | 專科 | 桃竹苗區 | 大陸各省市 | 09 | 02 | 06"
"女性","50至59歲","專科","桃竹苗區","大陸各省市","09","05","05",1,0.950108227,0.000898472596585804,0.000852149651587981,"女性 | 50至59歲 | 專科 | 桃竹苗區 | 大陸各省市 | 09 | 05 | 05"
"女性","50至59歲","專科","桃竹苗區","本省客家人","05","05","05",1,0.950108227,0.000898472596585804,0.000852149651587981,"女性 | 50至59歲 | 專科 | 桃竹苗區 | 本省客家人 | 05 | 05 | 05"
"女性","50至59歲","專科","桃竹苗區","本省閩南人","05","06","04",1,0.950108227,0.000898472596585804,0.000852149651587981,"女性 | 50至59歲 | 專科 | 桃竹苗區 | 本省閩南人 | 05 | 06 | 04"
"女性","50至59歲","專科","桃竹苗區","本省閩南人","08","02","04",1,0.950108227,0.000898472596585804,0.000852149651587981,"女性 | 50至59歲 | 專科 | 桃竹苗區 | 本省閩南人 | 08 | 02 | 04"
"女性","50至59歲","專科","花東外島區","大陸各省市","07","05","06",1,1.006841501,0.000898472596585804,0.000903033580701191,"女性 | 50至59歲 | 專科 | 花東外島區 | 大陸各省市 | 07 | 05 | 06"
"女性","50至59歲","專科","花東外島區","本省客家人","05","05","05",1,1.006841501,0.000898472596585804,0.000903033580701191,"女性 | 50至59歲 | 專科 | 花東外島區 | 本省客家人 | 05 | 05 | 05"
"女性","50至59歲","專科","雲嘉南區","本省閩南人","03","08","05",1,0.821494168,0.000898472596585804,0.00073679602928305,"女性 | 50至59歲 | 專科 | 雲嘉南區 | 本省閩南人 | 03 | 08 | 05"
"女性","50至59歲","專科","高屏澎湖區","大陸各省市","04","05","00",1,0.919936531,0.000898472596585804,0.000825088734206599,"女性 | 50至59歲 | 專科 | 高屏澎湖區 | 大陸各省市 | 04 | 05 | 00"
"女性","50至59歲","專科","高屏澎湖區","大陸各省市","07","00","05",1,0.919936531,0.000898472596585804,0.000825088734206599,"女性 | 50至59歲 | 專科 | 高屏澎湖區 | 大陸各省市 | 07 | 00 | 05"
"女性","50至59歲","專科","高屏澎湖區","本省閩南人","00","10","00",1,0.919936531,0.000898472596585804,0.000825088734206599,"女性 | 50至59歲 | 專科 | 高屏澎湖區 | 本省閩南人 | 00 | 10 | 00"
"女性","50至59歲","專科","高屏澎湖區","本省閩南人","07","06","08",1,0.919936531,0.000898472596585804,0.000825088734206599,"女性 | 50至59歲 | 專科 | 高屏澎湖區 | 本省閩南人 | 07 | 06 | 08"
"女性","50至59歲","小學及以下","中彰投區","本省閩南人","05","00","05",1,1.16339533,0.000898472596585804,0.00104344631163644,"女性 | 50至59歲 | 小學及以下 | 中彰投區 | 本省閩南人 | 05 | 00 | 05"
"女性","50至59歲","小學及以下","北北基宜蘭區","本省閩南人","05","05","00",1,1.534437267,0.000898472596585804,0.00137623288094911,"女性 | 50至59歲 | 小學及以下 | 北北基宜蘭區 | 本省閩南人 | 05 | 05 | 00"
"女性","50至59歲","小學及以下","雲嘉南區","本省閩南人","00","09","01",1,1.141063596,0.000898472596585804,0.00102341703622689,"女性 | 50至59歲 | 小學及以下 | 雲嘉南區 | 本省閩南人 | 00 | 09 | 01"
"女性","50至59歲","小學及以下","雲嘉南區","本省閩南人","05","08","06",1,1.141063596,0.000898472596585804,0.00102341703622689,"女性 | 50至59歲 | 小學及以下 | 雲嘉南區 | 本省閩南人 | 05 | 08 | 06"
"女性","50至59歲","小學及以下","高屏澎湖區","本省閩南人","04","07","03",1,1.277801021,0.000898472596585804,0.00114605648483025,"女性 | 50至59歲 | 小學及以下 | 高屏澎湖區 | 本省閩南人 | 04 | 07 | 03"
"女性","50至59歲","高中、職","中彰投區","本省客家人","08","09","06",1,1.138758017,0.000898472596585804,0.00102134916828751,"女性 | 50至59歲 | 高中、職 | 中彰投區 | 本省客家人 | 08 | 09 | 06"
"女性","50至59歲","高中、職","中彰投區","本省閩南人","00","07","01",1,1.138758017,0.000898472596585804,0.00102134916828751,"女性 | 50至59歲 | 高中、職 | 中彰投區 | 本省閩南人 | 00 | 07 | 01"
"女性","50至59歲","高中、職","中彰投區","本省閩南人","04","06","05",1,1.138758017,0.000898472596585804,0.00102134916828751,"女性 | 50至59歲 | 高中、職 | 中彰投區 | 本省閩南人 | 04 | 06 | 05"
"女性","50至59歲","高中、職","中彰投區","本省閩南人","06","04","06",1,1.138758017,0.000898472596585804,0.00102134916828751,"女性 | 50至59歲 | 高中、職 | 中彰投區 | 本省閩南人 | 06 | 04 | 06"
"女性","50至59歲","高中、職","中彰投區","本省閩南人","08","02","03",1,1.138758017,0.000898472596585804,0.00102134916828751,"女性 | 50至59歲 | 高中、職 | 中彰投區 | 本省閩南人 | 08 | 02 | 03"
"女性","50至59歲","高中、職","中彰投區","本省閩南人","08","05","06",1,1.138758017,0.000898472596585804,0.00102134916828751,"女性 | 50至59歲 | 高中、職 | 中彰投區 | 本省閩南人 | 08 | 05 | 06"
"女性","50至59歲","高中、職","北北基宜蘭區","本省客家人","05","06","03",1,1.501942371,0.000898472596585804,0.00134708829139828,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省客家人 | 05 | 06 | 03"
"女性","50至59歲","高中、職","北北基宜蘭區","本省客家人","05","08","02",1,1.501942371,0.000898472596585804,0.00134708829139828,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省客家人 | 05 | 08 | 02"
"女性","50至59歲","高中、職","北北基宜蘭區","本省閩南人","03","05","00",1,1.501942371,0.000898472596585804,0.00134708829139828,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 03 | 05 | 00"
"女性","50至59歲","高中、職","北北基宜蘭區","本省閩南人","03","08","05",1,1.501942371,0.000898472596585804,0.00134708829139828,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 03 | 08 | 05"
"女性","50至59歲","高中、職","北北基宜蘭區","本省閩南人","04","08","06",1,1.501942371,0.000898472596585804,0.00134708829139828,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 04 | 08 | 06"
"女性","50至59歲","高中、職","北北基宜蘭區","本省閩南人","05","05","03",1,1.501942371,0.000898472596585804,0.00134708829139828,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 05 | 05 | 03"
"女性","50至59歲","高中、職","桃竹苗區","本省客家人","05","05","05",1,1.291762211,0.000898472596585804,0.00115857824062202,"女性 | 50至59歲 | 高中、職 | 桃竹苗區 | 本省客家人 | 05 | 05 | 05"
"女性","50至59歲","高中、職","桃竹苗區","本省客家人","06","00","06",1,1.291762211,0.000898472596585804,0.00115857824062202,"女性 | 50至59歲 | 高中、職 | 桃竹苗區 | 本省客家人 | 06 | 00 | 06"
"女性","50至59歲","高中、職","桃竹苗區","本省閩南人","05","08","04",1,1.291762211,0.000898472596585804,0.00115857824062202,"女性 | 50至59歲 | 高中、職 | 桃竹苗區 | 本省閩南人 | 05 | 08 | 04"
"女性","50至59歲","高中、職","桃竹苗區","本省閩南人","10","00","05",1,1.291762211,0.000898472596585804,0.00115857824062202,"女性 | 50至59歲 | 高中、職 | 桃竹苗區 | 本省閩南人 | 10 | 00 | 05"
"女性","50至59歲","高中、職","雲嘉南區","本省閩南人","00","01","05",1,1.116899205,0.000898472596585804,0.00100174405541659,"女性 | 50至59歲 | 高中、職 | 雲嘉南區 | 本省閩南人 | 00 | 01 | 05"
"女性","50至59歲","高中、職","雲嘉南區","本省閩南人","05","02","10",1,1.116899205,0.000898472596585804,0.00100174405541659,"女性 | 50至59歲 | 高中、職 | 雲嘉南區 | 本省閩南人 | 05 | 02 | 10"
"女性","50至59歲","高中、職","雲嘉南區","本省閩南人","06","00","02",1,1.116899205,0.000898472596585804,0.00100174405541659,"女性 | 50至59歲 | 高中、職 | 雲嘉南區 | 本省閩南人 | 06 | 00 | 02"
"女性","50至59歲","高中、職","雲嘉南區","本省閩南人","10","00","05",1,1.116899205,0.000898472596585804,0.00100174405541659,"女性 | 50至59歲 | 高中、職 | 雲嘉南區 | 本省閩南人 | 10 | 00 | 05"
"女性","50至59歲","高中、職","高屏澎湖區","大陸各省市","05","03","05",1,1.250740931,0.000898472596585804,0.0011217863589539,"女性 | 50至59歲 | 高中、職 | 高屏澎湖區 | 大陸各省市 | 05 | 03 | 05"
"女性","50至59歲","高中、職","高屏澎湖區","大陸各省市","05","08","04",1,1.250740931,0.000898472596585804,0.0011217863589539,"女性 | 50至59歲 | 高中、職 | 高屏澎湖區 | 大陸各省市 | 05 | 08 | 04"
"女性","50至59歲","高中、職","高屏澎湖區","大陸各省市","06","06","07",1,1.250740931,0.000898472596585804,0.0011217863589539,"女性 | 50至59歲 | 高中、職 | 高屏澎湖區 | 大陸各省市 | 06 | 06 | 07"
"女性","50至59歲","高中、職","高屏澎湖區","本省閩南人","00","10","00",1,1.250740931,0.000898472596585804,0.0011217863589539,"女性 | 50至59歲 | 高中、職 | 高屏澎湖區 | 本省閩南人 | 00 | 10 | 00"
"女性","50至59歲","高中、職","高屏澎湖區","本省閩南人","03","08","01",1,1.250740931,0.000898472596585804,0.0011217863589539,"女性 | 50至59歲 | 高中、職 | 高屏澎湖區 | 本省閩南人 | 03 | 08 | 01"
"女性","50至59歲","高中、職","高屏澎湖區","本省閩南人","05","03","05",1,1.250740931,0.000898472596585804,0.0011217863589539,"女性 | 50至59歲 | 高中、職 | 高屏澎湖區 | 本省閩南人 | 05 | 03 | 05"
"女性","50至59歲","高中、職","高屏澎湖區","本省閩南人","05","04","02",1,1.250740931,0.000898472596585804,0.0011217863589539,"女性 | 50至59歲 | 高中、職 | 高屏澎湖區 | 本省閩南人 | 05 | 04 | 02"
"女性","50至59歲","高中、職","高屏澎湖區","本省閩南人","05","04","06",1,1.250740931,0.000898472596585804,0.0011217863589539,"女性 | 50至59歲 | 高中、職 | 高屏澎湖區 | 本省閩南人 | 05 | 04 | 06"
"女性","50至59歲","高中、職","高屏澎湖區","本省閩南人","05","05","05",1,1.250740931,0.000898472596585804,0.0011217863589539,"女性 | 50至59歲 | 高中、職 | 高屏澎湖區 | 本省閩南人 | 05 | 05 | 05"
"女性","50至59歲","高中、職","高屏澎湖區","本省閩南人","07","03","04",1,1.250740931,0.000898472596585804,0.0011217863589539,"女性 | 50至59歲 | 高中、職 | 高屏澎湖區 | 本省閩南人 | 07 | 03 | 04"
