"sex","age","edu","arear","ethnicity","party_kmt","party_dpp","party_tpp","n","n_wt","prop","prop_wt","cell"
"女性","30至39歲","大學及以上","中彰投區","本省閩南人","05","05","05",4,3.874122094,0.00217627856365615,0.00212803438925733,"女性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 05 | 05 | 05"
"男性","20至29歲","大學及以上","北北基宜蘭區","本省閩南人","05","05","05",4,5.187816272,0.00217627856365615,0.00284963952196101,"男性 | 20至29歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 05 | 05 | 05"
"女性","20至29歲","大學及以上","中彰投區","本省閩南人","05","05","05",3,3.208925742,0.00163220892274211,0.00176264561773233,"女性 | 20至29歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 05 | 05 | 05"
"女性","30至39歲","大學及以上","高屏澎湖區","本省閩南人","05","05","05",3,2.847761289,0.00163220892274211,0.00156425992995248,"女性 | 30至39歲 | 大學及以上 | 高屏澎湖區 | 本省閩南人 | 05 | 05 | 05"
"女性","60歲及以上","小學及以下","中彰投區","本省閩南人","05","05","05",3,2.890571922,0.00163220892274211,0.00158777557996025,"女性 | 60歲及以上 | 小學及以下 | 中彰投區 | 本省閩南人 | 05 | 05 | 05"
"女性","60歲及以上","小學及以下","桃竹苗區","本省客家人","05","05","05",3,2.876064912,0.00163220892274211,0.00157980695754303,"女性 | 60歲及以上 | 小學及以下 | 桃竹苗區 | 本省客家人 | 05 | 05 | 05"
"女性","60歲及以上","小學及以下","高屏澎湖區","本省閩南人","00","10","00",3,2.663477166,0.00163220892274211,0.00146303365426398,"女性 | 60歲及以上 | 小學及以下 | 高屏澎湖區 | 本省閩南人 | 00 | 10 | 00"
"男性","30至39歲","大學及以上","高屏澎湖區","本省閩南人","05","05","05",3,2.86503171,0.00163220892274211,0.00157374647914045,"男性 | 30至39歲 | 大學及以上 | 高屏澎湖區 | 本省閩南人 | 05 | 05 | 05"
"男性","30至39歲","大學及以上","高屏澎湖區","本省閩南人","05","05","07",3,3.1313864,0.00163220892274211,0.00172005367501789,"男性 | 30至39歲 | 大學及以上 | 高屏澎湖區 | 本省閩南人 | 05 | 05 | 07"
"男性","30至39歲","高中、職","中彰投區","本省閩南人","05","05","05",3,3.610686299,0.00163220892274211,0.00198333052667397,"男性 | 30至39歲 | 高中、職 | 中彰投區 | 本省閩南人 | 05 | 05 | 05"
"男性","40至49歲","大學及以上","雲嘉南區","本省閩南人","05","05","05",3,2.634151004,0.00163220892274211,0.00144692495151102,"男性 | 40至49歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 05 | 05 | 05"
"男性","40至49歲","高中、職","雲嘉南區","本省閩南人","05","05","05",3,3.102660137,0.00163220892274211,0.00170427449355288,"男性 | 40至49歲 | 高中、職 | 雲嘉南區 | 本省閩南人 | 05 | 05 | 05"
"女性","20至29歲","大學及以上","高屏澎湖區","本省閩南人","04","06","05",2,2.47135875,0.00108813928182807,0.00135750404364825,"女性 | 20至29歲 | 大學及以上 | 高屏澎湖區 | 本省閩南人 | 04 | 06 | 05"
"女性","20至29歲","大學及以上","高屏澎湖區","本省閩南人","05","05","05",2,2.47135875,0.00108813928182807,0.00135750404364825,"女性 | 20至29歲 | 大學及以上 | 高屏澎湖區 | 本省閩南人 | 05 | 05 | 05"
"女性","30至39歲","大學及以上","中彰投區","本省閩南人","04","07","05",2,1.871804706,0.00108813928182807,0.00102817223817255,"女性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 04 | 07 | 05"
"女性","30至39歲","大學及以上","雲嘉南區","本省閩南人","05","05","05",2,1.86023562,0.00108813928182807,0.00102181740157656,"女性 | 30至39歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 05 | 05 | 05"
"女性","30至39歲","大學及以上","雲嘉南區","本省閩南人","05","08","08",2,1.989941641,0.00108813928182807,0.00109306421994845,"女性 | 30至39歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 05 | 08 | 08"
"女性","40至49歲","大學及以上","中彰投區","本省閩南人","05","05","05",2,1.738207317,0.00108813928182807,0.000954787912328176,"女性 | 40至49歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 05 | 05 | 05"
"女性","40至49歲","大學及以上","北北基宜蘭區","本省閩南人","00","07","00",2,2.132779112,0.00108813928182807,0.00117152407304221,"女性 | 40至49歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 00 | 07 | 00"
"女性","40至49歲","大學及以上","北北基宜蘭區","本省閩南人","05","05","05",2,1.968855214,0.00108813928182807,0.00108148155922847,"女性 | 40至49歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 05 | 05 | 05"
"女性","40至49歲","專科","中彰投區","本省閩南人","05","05","05",2,1.747336002,0.00108813928182807,0.000959802249805764,"女性 | 40至49歲 | 專科 | 中彰投區 | 本省閩南人 | 05 | 05 | 05"
"女性","40至49歲","專科","北北基宜蘭區","本省閩南人","00","10","05",2,2.14398,0.00108813928182807,0.00117767666046096,"女性 | 40至49歲 | 專科 | 北北基宜蘭區 | 本省閩南人 | 00 | 10 | 05"
"女性","40至49歲","高中、職","中彰投區","本省閩南人","05","05","05",2,2.155028549,0.00108813928182807,0.00118374556888793,"女性 | 40至49歲 | 高中、職 | 中彰投區 | 本省閩南人 | 05 | 05 | 05"
"女性","50至59歲","國、初中","雲嘉南區","本省閩南人","05","05","05",2,2.53795812,0.00108813928182807,0.00139408671869671,"女性 | 50至59歲 | 國、初中 | 雲嘉南區 | 本省閩南人 | 05 | 05 | 05"
"女性","50至59歲","專科","中彰投區","本省閩南人","05","05","05",2,1.747336002,0.00108813928182807,0.000959802249805764,"女性 | 50至59歲 | 專科 | 中彰投區 | 本省閩南人 | 05 | 05 | 05"
"女性","50至59歲","高中、職","北北基宜蘭區","本省閩南人","05","06","05",2,2.498832632,0.00108813928182807,0.00137259529897883,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 05 | 06 | 05"
"女性","50至59歲","高中、職","桃竹苗區","本省客家人","05","04","05",2,2.263946592,0.00108813928182807,0.00124357366296725,"女性 | 50至59歲 | 高中、職 | 桃竹苗區 | 本省客家人 | 05 | 04 | 05"
"女性","60歲及以上","國、初中","中彰投區","本省閩南人","05","05","05",2,1.845392566,0.00108813928182807,0.00101366419200103,"女性 | 60歲及以上 | 國、初中 | 中彰投區 | 本省閩南人 | 05 | 05 | 05"
"女性","60歲及以上","國、初中","北北基宜蘭區","本省閩南人","01","09","02",2,2.190300552,0.00108813928182807,0.00120312029006108,"女性 | 60歲及以上 | 國、初中 | 北北基宜蘭區 | 本省閩南人 | 01 | 09 | 02"
"女性","60歲及以上","國、初中","北北基宜蘭區","本省閩南人","05","05","05",2,2.190300552,0.00108813928182807,0.00120312029006108,"女性 | 60歲及以上 | 國、初中 | 北北基宜蘭區 | 本省閩南人 | 05 | 05 | 05"
"女性","60歲及以上","專科","北北基宜蘭區","本省閩南人","00","10","00",2,1.890396445,0.00108813928182807,0.00103838458021757,"女性 | 60歲及以上 | 專科 | 北北基宜蘭區 | 本省閩南人 | 00 | 10 | 00"
"女性","60歲及以上","小學及以下","中彰投區","本省閩南人","02","08","02",2,1.785087085,0.00108813928182807,0.000980538716263578,"女性 | 60歲及以上 | 小學及以下 | 中彰投區 | 本省閩南人 | 02 | 08 | 02"
"女性","60歲及以上","小學及以下","北北基宜蘭區","本省閩南人","00","10","00",2,2.11630577,0.00108813928182807,0.00116247535505362,"女性 | 60歲及以上 | 小學及以下 | 北北基宜蘭區 | 本省閩南人 | 00 | 10 | 00"
"女性","60歲及以上","小學及以下","高屏澎湖區","本省閩南人","05","05","05",2,1.775651444,0.00108813928182807,0.000975355769509323,"女性 | 60歲及以上 | 小學及以下 | 高屏澎湖區 | 本省閩南人 | 05 | 05 | 05"
"女性","60歲及以上","高中、職","高屏澎湖區","本省閩南人","00","10","00",2,1.805829315,0.00108813928182807,0.000991932311426272,"女性 | 60歲及以上 | 高中、職 | 高屏澎湖區 | 本省閩南人 | 00 | 10 | 00"
"女性","60歲及以上","高中、職","高屏澎湖區","本省閩南人","05","05","05",2,1.515054334,0.00108813928182807,0.000832211181299276,"女性 | 60歲及以上 | 高中、職 | 高屏澎湖區 | 本省閩南人 | 05 | 05 | 05"
"男性","20至29歲","大學及以上","北北基宜蘭區","本省閩南人","03","04","06",2,2.593908136,0.00108813928182807,0.00142481976098051,"男性 | 20至29歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 03 | 04 | 06"
"男性","20至29歲","高中、職","高屏澎湖區","本省閩南人","05","05","05",2,2.698269648,0.00108813928182807,0.00148214497713589,"男性 | 20至29歲 | 高中、職 | 高屏澎湖區 | 本省閩南人 | 05 | 05 | 05"
"男性","30至39歲","國、初中","北北基宜蘭區","本省閩南人","05","05","05",2,3.539113506,0.00108813928182807,0.00194401597717253,"男性 | 30至39歲 | 國、初中 | 北北基宜蘭區 | 本省閩南人 | 05 | 05 | 05"
"男性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","04","05","05",2,2.593908136,0.00108813928182807,0.00142481976098051,"男性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 04 | 05 | 05"
"男性","30至39歲","大學及以上","桃竹苗區","本省閩南人","00","06","07",2,2.062471138,0.00108813928182807,0.00113290428180158,"男性 | 30至39歲 | 大學及以上 | 桃竹苗區 | 本省閩南人 | 00 | 06 | 07"
"男性","30至39歲","大學及以上","雲嘉南區","本省閩南人","05","01","04",2,1.972397174,0.00108813928182807,0.00108342713876946,"男性 | 30至39歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 05 | 01 | 04"
"男性","40至49歲","專科","中彰投區","本省閩南人","05","05","05",2,1.731930484,0.00108813928182807,0.000951340081786048,"男性 | 40至49歲 | 專科 | 中彰投區 | 本省閩南人 | 05 | 05 | 05"
"男性","40至49歲","高中、職","北北基宜蘭區","本省閩南人","06","05","05",2,2.419464564,0.00108813928182807,0.00132899884692728,"男性 | 40至49歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 06 | 05 | 05"
"男性","50至59歲","高中、職","雲嘉南區","本省閩南人","05","03","00",2,1.982887748,0.00108813928182807,0.00108918955453577,"男性 | 50至59歲 | 高中、職 | 雲嘉南區 | 本省閩南人 | 05 | 03 | 00"
"男性","60歲及以上","國、初中","中彰投區","本省閩南人","05","05","05",2,1.829122528,0.00108813928182807,0.00100472714780406,"男性 | 60歲及以上 | 國、初中 | 中彰投區 | 本省閩南人 | 05 | 05 | 05"
"男性","60歲及以上","國、初中","高屏澎湖區","本省客家人","05","05","05",2,1.883069746,0.00108813928182807,0.00103436006393919,"男性 | 60歲及以上 | 國、初中 | 高屏澎湖區 | 本省客家人 | 05 | 05 | 05"
"男性","60歲及以上","國、初中","高屏澎湖區","本省閩南人","00","10","00",2,1.821533014,0.00108813928182807,0.00100055826866244,"男性 | 60歲及以上 | 國、初中 | 高屏澎湖區 | 本省閩南人 | 00 | 10 | 00"
"男性","60歲及以上","專科","北北基宜蘭區","本省閩南人","05","05","05",2,1.982615735,0.00108813928182807,0.0010890401392607,"男性 | 60歲及以上 | 專科 | 北北基宜蘭區 | 本省閩南人 | 05 | 05 | 05"
"男性","60歲及以上","專科","高屏澎湖區","本省閩南人","00","10","00",2,1.368985316,0.00108813928182807,0.000751976256852661,"男性 | 60歲及以上 | 專科 | 高屏澎湖區 | 本省閩南人 | 00 | 10 | 00"
"男性","60歲及以上","小學及以下","北北基宜蘭區","本省閩南人","05","05","05",2,2.097647204,0.00108813928182807,0.00115222630529762,"男性 | 60歲及以上 | 小學及以下 | 北北基宜蘭區 | 本省閩南人 | 05 | 05 | 05"
"男性","60歲及以上","小學及以下","桃竹苗區","本省客家人","10","00","00",2,1.761013948,0.00108813928182807,0.000967315471835468,"男性 | 60歲及以上 | 小學及以下 | 桃竹苗區 | 本省客家人 | 10 | 00 | 00"
"男性","60歲及以上","小學及以下","雲嘉南區","本省閩南人","00","10","00",2,1.69900855,0.00108813928182807,0.000933256240850481,"男性 | 60歲及以上 | 小學及以下 | 雲嘉南區 | 本省閩南人 | 00 | 10 | 00"
"男性","60歲及以上","高中、職","中彰投區","本省閩南人","08","09","07",2,1.738629816,0.00108813928182807,0.000955019988752101,"男性 | 60歲及以上 | 高中、職 | 中彰投區 | 本省閩南人 | 08 | 09 | 07"
"男性","60歲及以上","高中、職","北北基宜蘭區","本省閩南人","05","05","05",2,1.789793544,0.00108813928182807,0.000983123948829981,"男性 | 60歲及以上 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 05 | 05 | 05"
"男性","60歲及以上","高中、職","高屏澎湖區","本省客家人","05","09","03",2,1.501696746,0.00108813928182807,0.000824873930192617,"男性 | 60歲及以上 | 高中、職 | 高屏澎湖區 | 本省客家人 | 05 | 09 | 03"
"女性","20至29歲","大學及以上","中彰投區","大陸各省市","03","05","06",1,1.066415035,0.000544069640914037,0.000585776031998505,"女性 | 20至29歲 | 大學及以上 | 中彰投區 | 大陸各省市 | 03 | 05 | 06"
"女性","20至29歲","大學及以上","中彰投區","本省客家人","07","04","07",1,1.066415035,0.000544069640914037,0.000585776031998505,"女性 | 20至29歲 | 大學及以上 | 中彰投區 | 本省客家人 | 07 | 04 | 07"
"女性","20至29歲","大學及以上","中彰投區","本省閩南人","00","06","01",1,1.066415035,0.000544069640914037,0.000585776031998505,"女性 | 20至29歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 00 | 06 | 01"
"女性","20至29歲","大學及以上","中彰投區","本省閩南人","03","04","06",1,1.066415035,0.000544069640914037,0.000585776031998505,"女性 | 20至29歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 03 | 04 | 06"
"女性","20至29歲","大學及以上","中彰投區","本省閩南人","03","06","07",1,1.066415035,0.000544069640914037,0.000585776031998505,"女性 | 20至29歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 03 | 06 | 07"
"女性","20至29歲","大學及以上","中彰投區","本省閩南人","04","06","05",1,1.066415035,0.000544069640914037,0.000585776031998505,"女性 | 20至29歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 04 | 06 | 05"
"女性","20至29歲","大學及以上","中彰投區","本省閩南人","06","04","03",1,1.066415035,0.000544069640914037,0.000585776031998505,"女性 | 20至29歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 06 | 04 | 03"
"女性","20至29歲","大學及以上","中彰投區","本省閩南人","06","07","06",1,1.066415035,0.000544069640914037,0.000585776031998505,"女性 | 20至29歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 06 | 07 | 06"
"女性","20至29歲","大學及以上","中彰投區","本省閩南人","07","04","06",1,1.334142869,0.000544069640914037,0.000732837488475509,"女性 | 20至29歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 07 | 04 | 06"
"女性","20至29歲","大學及以上","中彰投區","本省閩南人","07","06","07",1,1.066415035,0.000544069640914037,0.000585776031998505,"女性 | 20至29歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 07 | 06 | 07"
"女性","20至29歲","大學及以上","北北基宜蘭區","大陸各省市","01","07","03",1,1.30849047,0.000544069640914037,0.00071874676394117,"女性 | 20至29歲 | 大學及以上 | 北北基宜蘭區 | 大陸各省市 | 01 | 07 | 03"
"女性","20至29歲","大學及以上","北北基宜蘭區","大陸各省市","06","06","04",1,1.30849047,0.000544069640914037,0.00071874676394117,"女性 | 20至29歲 | 大學及以上 | 北北基宜蘭區 | 大陸各省市 | 06 | 06 | 04"
"女性","20至29歲","大學及以上","北北基宜蘭區","本省客家人","04","04","07",1,1.636992328,0.000544069640914037,0.000899191064300623,"女性 | 20至29歲 | 大學及以上 | 北北基宜蘭區 | 本省客家人 | 04 | 04 | 07"
"女性","20至29歲","大學及以上","北北基宜蘭區","本省客家人","04","05","04",1,1.30849047,0.000544069640914037,0.00071874676394117,"女性 | 20至29歲 | 大學及以上 | 北北基宜蘭區 | 本省客家人 | 04 | 05 | 04"
"女性","20至29歲","大學及以上","北北基宜蘭區","本省閩南人","00","07","03",1,1.30849047,0.000544069640914037,0.00071874676394117,"女性 | 20至29歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 00 | 07 | 03"
"女性","20至29歲","大學及以上","北北基宜蘭區","本省閩南人","02","07","07",1,1.30849047,0.000544069640914037,0.00071874676394117,"女性 | 20至29歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 02 | 07 | 07"
"女性","20至29歲","大學及以上","北北基宜蘭區","本省閩南人","02","09","07",1,1.30849047,0.000544069640914037,0.00071874676394117,"女性 | 20至29歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 02 | 09 | 07"
"女性","20至29歲","大學及以上","北北基宜蘭區","本省閩南人","03","03","07",1,1.30849047,0.000544069640914037,0.00071874676394117,"女性 | 20至29歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 03 | 03 | 07"
"女性","20至29歲","大學及以上","北北基宜蘭區","本省閩南人","03","07","01",1,1.30849047,0.000544069640914037,0.00071874676394117,"女性 | 20至29歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 03 | 07 | 01"
"女性","20至29歲","大學及以上","北北基宜蘭區","本省閩南人","04","02","08",1,1.30849047,0.000544069640914037,0.00071874676394117,"女性 | 20至29歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 04 | 02 | 08"
"女性","20至29歲","大學及以上","北北基宜蘭區","本省閩南人","04","05","05",1,1.30849047,0.000544069640914037,0.00071874676394117,"女性 | 20至29歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 04 | 05 | 05"
"女性","20至29歲","大學及以上","北北基宜蘭區","本省閩南人","04","06","03",1,1.30849047,0.000544069640914037,0.00071874676394117,"女性 | 20至29歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 04 | 06 | 03"
"女性","20至29歲","大學及以上","北北基宜蘭區","本省閩南人","04","06","05",1,1.30849047,0.000544069640914037,0.00071874676394117,"女性 | 20至29歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 04 | 06 | 05"
"女性","20至29歲","大學及以上","北北基宜蘭區","本省閩南人","04","06","06",1,1.30849047,0.000544069640914037,0.00071874676394117,"女性 | 20至29歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 04 | 06 | 06"
"女性","20至29歲","大學及以上","北北基宜蘭區","本省閩南人","07","03","05",1,1.30849047,0.000544069640914037,0.00071874676394117,"女性 | 20至29歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 07 | 03 | 05"
"女性","20至29歲","大學及以上","北北基宜蘭區","本省閩南人","07","04","06",1,1.30849047,0.000544069640914037,0.00071874676394117,"女性 | 20至29歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 07 | 04 | 06"
"女性","20至29歲","大學及以上","北北基宜蘭區","本省閩南人","07","05","05",1,1.30849047,0.000544069640914037,0.00071874676394117,"女性 | 20至29歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 07 | 05 | 05"
"女性","20至29歲","大學及以上","桃竹苗區","大陸各省市","02","02","03",1,1.18549458,0.000544069640914037,0.000651185784367842,"女性 | 20至29歲 | 大學及以上 | 桃竹苗區 | 大陸各省市 | 02 | 02 | 03"
"女性","20至29歲","大學及以上","桃竹苗區","大陸各省市","03","06","07",1,1.18549458,0.000544069640914037,0.000651185784367842,"女性 | 20至29歲 | 大學及以上 | 桃竹苗區 | 大陸各省市 | 03 | 06 | 07"
"女性","20至29歲","大學及以上","桃竹苗區","本省客家人","03","06","04",1,1.18549458,0.000544069640914037,0.000651185784367842,"女性 | 20至29歲 | 大學及以上 | 桃竹苗區 | 本省客家人 | 03 | 06 | 04"
"女性","20至29歲","大學及以上","桃竹苗區","本省客家人","05","05","05",1,1.483117819,0.000544069640914037,0.000814668625710156,"女性 | 20至29歲 | 大學及以上 | 桃竹苗區 | 本省客家人 | 05 | 05 | 05"
"女性","20至29歲","大學及以上","桃竹苗區","本省客家人","07","09","09",1,1.18549458,0.000544069640914037,0.000651185784367842,"女性 | 20至29歲 | 大學及以上 | 桃竹苗區 | 本省客家人 | 07 | 09 | 09"
"女性","20至29歲","大學及以上","桃竹苗區","本省閩南人","02","07","05",1,1.18549458,0.000544069640914037,0.000651185784367842,"女性 | 20至29歲 | 大學及以上 | 桃竹苗區 | 本省閩南人 | 02 | 07 | 05"
"女性","20至29歲","大學及以上","桃竹苗區","本省閩南人","04","06","08",1,1.18549458,0.000544069640914037,0.000651185784367842,"女性 | 20至29歲 | 大學及以上 | 桃竹苗區 | 本省閩南人 | 04 | 06 | 08"
"女性","20至29歲","大學及以上","桃竹苗區","本省閩南人","06","00","03",1,1.18549458,0.000544069640914037,0.000651185784367842,"女性 | 20至29歲 | 大學及以上 | 桃竹苗區 | 本省閩南人 | 06 | 00 | 03"
"女性","20至29歲","大學及以上","桃竹苗區","本省閩南人","08","00","05",1,1.18549458,0.000544069640914037,0.000651185784367842,"女性 | 20至29歲 | 大學及以上 | 桃竹苗區 | 本省閩南人 | 08 | 00 | 05"
"女性","20至29歲","大學及以上","雲嘉南區","本省閩南人","01","07","04",1,1.059823831,0.000544069640914037,0.000582155519160169,"女性 | 20至29歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 01 | 07 | 04"
"女性","20至29歲","大學及以上","雲嘉南區","本省閩南人","01","10","03",1,1.059823831,0.000544069640914037,0.000582155519160169,"女性 | 20至29歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 01 | 10 | 03"
"女性","20至29歲","大學及以上","雲嘉南區","本省閩南人","02","02","05",1,1.059823831,0.000544069640914037,0.000582155519160169,"女性 | 20至29歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 02 | 02 | 05"
"女性","20至29歲","大學及以上","雲嘉南區","本省閩南人","03","05","04",1,1.059823831,0.000544069640914037,0.000582155519160169,"女性 | 20至29歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 03 | 05 | 04"
"女性","20至29歲","大學及以上","雲嘉南區","本省閩南人","03","06","05",1,1.059823831,0.000544069640914037,0.000582155519160169,"女性 | 20至29歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 03 | 06 | 05"
"女性","20至29歲","大學及以上","雲嘉南區","本省閩南人","04","08","05",1,1.059823831,0.000544069640914037,0.000582155519160169,"女性 | 20至29歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 04 | 08 | 05"
"女性","20至29歲","大學及以上","雲嘉南區","本省閩南人","05","06","06",1,1.325896916,0.000544069640914037,0.00072830803092863,"女性 | 20至29歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 05 | 06 | 06"
"女性","20至29歲","大學及以上","雲嘉南區","本省閩南人","06","06","07",1,1.059823831,0.000544069640914037,0.000582155519160169,"女性 | 20至29歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 06 | 06 | 07"
"女性","20至29歲","大學及以上","雲嘉南區","本省閩南人","07","04","04",1,1.069444635,0.000544069640914037,0.000587440174952513,"女性 | 20至29歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 07 | 04 | 04"
"女性","20至29歲","大學及以上","雲嘉南區","本省閩南人","07","07","06",1,1.069444635,0.000544069640914037,0.000587440174952513,"女性 | 20至29歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 07 | 07 | 06"
"女性","20至29歲","大學及以上","高屏澎湖區","本省客家人","04","05","05",1,1.373491407,0.000544069640914037,0.000754451428356413,"女性 | 20至29歲 | 大學及以上 | 高屏澎湖區 | 本省客家人 | 04 | 05 | 05"
"女性","20至29歲","大學及以上","高屏澎湖區","本省閩南人","02","08","07",1,1.107833496,0.000544069640914037,0.000608526969428851,"女性 | 20至29歲 | 大學及以上 | 高屏澎湖區 | 本省閩南人 | 02 | 08 | 07"
"女性","20至29歲","大學及以上","高屏澎湖區","本省閩南人","04","05","05",1,1.097867343,0.000544069640914037,0.000603052615291834,"女性 | 20至29歲 | 大學及以上 | 高屏澎湖區 | 本省閩南人 | 04 | 05 | 05"
"女性","20至29歲","大學及以上","高屏澎湖區","本省閩南人","05","06","05",1,1.097867343,0.000544069640914037,0.000603052615291834,"女性 | 20至29歲 | 大學及以上 | 高屏澎湖區 | 本省閩南人 | 05 | 06 | 05"
"女性","20至29歲","大學及以上","高屏澎湖區","本省閩南人","06","06","07",1,1.097867343,0.000544069640914037,0.000603052615291834,"女性 | 20至29歲 | 大學及以上 | 高屏澎湖區 | 本省閩南人 | 06 | 06 | 07"
"女性","20至29歲","專科","中彰投區","本省客家人","05","05","06",1,1.161270007,0.000544069640914037,0.000637879356960995,"女性 | 20至29歲 | 專科 | 中彰投區 | 本省客家人 | 05 | 05 | 06"
"女性","20至29歲","專科","中彰投區","本省閩南人","05","05","05",1,1.161270007,0.000544069640914037,0.000637879356960995,"女性 | 20至29歲 | 專科 | 中彰投區 | 本省閩南人 | 05 | 05 | 05"
"女性","20至29歲","專科","北北基宜蘭區","本省閩南人","06","04","08",1,1.424877452,0.000544069640914037,0.000782677505964365,"女性 | 20至29歲 | 專科 | 北北基宜蘭區 | 本省閩南人 | 06 | 04 | 08"
"女性","20至29歲","專科","高屏澎湖區","本省閩南人","05","05","05",1,1.19551992,0.000544069640914037,0.000656692649605011,"女性 | 20至29歲 | 專科 | 高屏澎湖區 | 本省閩南人 | 05 | 05 | 05"
"女性","20至29歲","小學及以下","桃竹苗區","外籍人士","06","05","05",1,1.72258451,0.000544069640914037,0.000946206388631692,"女性 | 20至29歲 | 小學及以下 | 桃竹苗區 | 外籍人士 | 06 | 05 | 05"
"女性","20至29歲","高中、職","北北基宜蘭區","本省閩南人","02","05","06",1,1.636992328,0.000544069640914037,0.000899191064300623,"女性 | 20至29歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 02 | 05 | 06"
"女性","20至29歲","高中、職","雲嘉南區","本省閩南人","06","04","06",1,1.313969048,0.000544069640914037,0.000721756117313456,"女性 | 20至29歲 | 高中、職 | 雲嘉南區 | 本省閩南人 | 06 | 04 | 06"
"女性","20至29歲","高中、職","高屏澎湖區","本省閩南人","07","05","06",1,1.361135375,0.000544069640914037,0.000747664326563342,"女性 | 20至29歲 | 高中、職 | 高屏澎湖區 | 本省閩南人 | 07 | 05 | 06"
"女性","30至39歲","國、初中","北北基宜蘭區","外國新住民","05","10","08",1,1.785296955,0.000544069640914037,0.000980653996723625,"女性 | 30至39歲 | 國、初中 | 北北基宜蘭區 | 外國新住民 | 05 | 10 | 08"
"女性","30至39歲","大學及以上","中彰投區","大陸各省市","05","05","05",1,0.935902353,0.000544069640914037,0.000514086119086275,"女性 | 30至39歲 | 大學及以上 | 中彰投區 | 大陸各省市 | 05 | 05 | 05"
"女性","30至39歲","大學及以上","中彰投區","本省客家人","06","05","05",1,0.935902353,0.000544069640914037,0.000514086119086275,"女性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省客家人 | 06 | 05 | 05"
"女性","30至39歲","大學及以上","中彰投區","本省閩南人","00","00","04",1,1.066415035,0.000544069640914037,0.000585776031998505,"女性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 00 | 00 | 04"
"女性","30至39歲","大學及以上","中彰投區","本省閩南人","03","10","05",1,1.066415035,0.000544069640914037,0.000585776031998505,"女性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 03 | 10 | 05"
"女性","30至39歲","大學及以上","中彰投區","本省閩南人","04","04","07",1,1.066415035,0.000544069640914037,0.000585776031998505,"女性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 04 | 04 | 07"
