"sex","age","edu","arear","ethnicity","party_kmt","party_dpp","party_tpp","n","n_wt","prop","prop_wt","cell"
"女性","50至59歲","國、初中","北北基宜蘭區","本省閩南人","05","05","04",1,1.566719825,0.000544069640914037,0.000860590757089141,"女性 | 50至59歲 | 國、初中 | 北北基宜蘭區 | 本省閩南人 | 05 | 05 | 04"
"女性","50至59歲","國、初中","桃竹苗區","大陸各省市","05","05","01",1,1.419450813,0.000544069640914037,0.000779696682404888,"女性 | 50至59歲 | 國、初中 | 桃竹苗區 | 大陸各省市 | 05 | 05 | 01"
"女性","50至59歲","國、初中","桃竹苗區","本省客家人","09","06","09",1,1.419450813,0.000544069640914037,0.000779696682404888,"女性 | 50至59歲 | 國、初中 | 桃竹苗區 | 本省客家人 | 09 | 06 | 09"
"女性","50至59歲","國、初中","桃竹苗區","本省閩南人","04","06","03",1,1.419450813,0.000544069640914037,0.000779696682404888,"女性 | 50至59歲 | 國、初中 | 桃竹苗區 | 本省閩南人 | 04 | 06 | 03"
"女性","50至59歲","國、初中","雲嘉南區","本省閩南人","00","10","00",1,1.26897906,0.000544069640914037,0.000697043359348355,"女性 | 50至59歲 | 國、初中 | 雲嘉南區 | 本省閩南人 | 00 | 10 | 00"
"女性","50至59歲","國、初中","雲嘉南區","本省閩南人","02","07","09",1,1.26897906,0.000544069640914037,0.000697043359348355,"女性 | 50至59歲 | 國、初中 | 雲嘉南區 | 本省閩南人 | 02 | 07 | 09"
"女性","50至59歲","國、初中","雲嘉南區","本省閩南人","04","06","03",1,1.26897906,0.000544069640914037,0.000697043359348355,"女性 | 50至59歲 | 國、初中 | 雲嘉南區 | 本省閩南人 | 04 | 06 | 03"
"女性","50至59歲","國、初中","雲嘉南區","本省閩南人","05","07","02",1,1.26897906,0.000544069640914037,0.000697043359348355,"女性 | 50至59歲 | 國、初中 | 雲嘉南區 | 本省閩南人 | 05 | 07 | 02"
"女性","50至59歲","國、初中","雲嘉南區","本省閩南人","05","07","06",1,1.011976179,0.000544069640914037,0.000555873061759326,"女性 | 50至59歲 | 國、初中 | 雲嘉南區 | 本省閩南人 | 05 | 07 | 06"
"女性","50至59歲","國、初中","雲嘉南區","本省閩南人","05","09","08",1,1.239602722,0.000544069640914037,0.000680907095188982,"女性 | 50至59歲 | 國、初中 | 雲嘉南區 | 本省閩南人 | 05 | 09 | 08"
"女性","50至59歲","國、初中","雲嘉南區","本省閩南人","09","05","00",1,1.186041267,0.000544069640914037,0.00065148607659094,"女性 | 50至59歲 | 國、初中 | 雲嘉南區 | 本省閩南人 | 09 | 05 | 00"
"女性","50至59歲","國、初中","高屏澎湖區","本省閩南人","05","05","05",1,1.314530423,0.000544069640914037,0.000722064477575803,"女性 | 50至59歲 | 國、初中 | 高屏澎湖區 | 本省閩南人 | 05 | 05 | 05"
"女性","50至59歲","大學及以上","中彰投區","本省閩南人","00","06","07",1,0.821318138,0.000544069640914037,0.000451145627261379,"女性 | 50至59歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 00 | 06 | 07"
"女性","50至59歲","大學及以上","中彰投區","本省閩南人","01","00","00",1,0.821318138,0.000544069640914037,0.000451145627261379,"女性 | 50至59歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 01 | 00 | 00"
"女性","50至59歲","大學及以上","中彰投區","本省閩南人","01","05","07",1,0.802304964,0.000544069640914037,0.0004407017932419,"女性 | 50至59歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 01 | 05 | 07"
"女性","50至59歲","大學及以上","中彰投區","本省閩南人","02","07","07",1,0.802304964,0.000544069640914037,0.0004407017932419,"女性 | 50至59歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 02 | 07 | 07"
"女性","50至59歲","大學及以上","中彰投區","本省閩南人","02","09","01",1,0.894372349,0.000544069640914037,0.000491273911687116,"女性 | 50至59歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 02 | 09 | 01"
"女性","50至59歲","大學及以上","中彰投區","本省閩南人","03","05","02",1,0.821318138,0.000544069640914037,0.000451145627261379,"女性 | 50至59歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 03 | 05 | 02"
"女性","50至59歲","大學及以上","中彰投區","本省閩南人","03","09","07",1,0.802304964,0.000544069640914037,0.0004407017932419,"女性 | 50至59歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 03 | 09 | 07"
"女性","50至59歲","大學及以上","中彰投區","本省閩南人","07","05","05",1,0.821318138,0.000544069640914037,0.000451145627261379,"女性 | 50至59歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 07 | 05 | 05"
"女性","50至59歲","大學及以上","中彰投區","本省閩南人","07","08","06",1,0.821318138,0.000544069640914037,0.000451145627261379,"女性 | 50至59歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 07 | 08 | 06"
"女性","50至59歲","大學及以上","中彰投區","本省閩南人","08","02","05",1,0.821318138,0.000544069640914037,0.000451145627261379,"女性 | 50至59歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 08 | 02 | 05"
"女性","50至59歲","大學及以上","中彰投區","本省閩南人","08","05","04",1,0.821318138,0.000544069640914037,0.000451145627261379,"女性 | 50至59歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 08 | 05 | 04"
"女性","50至59歲","大學及以上","中彰投區","本省閩南人","09","04","04",1,0.821318138,0.000544069640914037,0.000451145627261379,"女性 | 50至59歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 09 | 04 | 04"
"女性","50至59歲","大學及以上","北北基宜蘭區","原住民","05","05","06",1,1.007756757,0.000544069640914037,0.000553555355992465,"女性 | 50至59歲 | 大學及以上 | 北北基宜蘭區 | 原住民 | 05 | 05 | 06"
"女性","50至59歲","大學及以上","北北基宜蘭區","大陸各省市","05","07","02",1,0.984427607,0.000544069640914037,0.000540740779614237,"女性 | 50至59歲 | 大學及以上 | 北北基宜蘭區 | 大陸各省市 | 05 | 07 | 02"
"女性","50至59歲","大學及以上","北北基宜蘭區","大陸各省市","06","03","03",1,0.984427607,0.000544069640914037,0.000540740779614237,"女性 | 50至59歲 | 大學及以上 | 北北基宜蘭區 | 大陸各省市 | 06 | 03 | 03"
"女性","50至59歲","大學及以上","北北基宜蘭區","大陸各省市","08","02","05",1,1.007756757,0.000544069640914037,0.000553555355992465,"女性 | 50至59歲 | 大學及以上 | 北北基宜蘭區 | 大陸各省市 | 08 | 02 | 05"
"女性","50至59歲","大學及以上","北北基宜蘭區","本省客家人","05","04","04",1,1.007756757,0.000544069640914037,0.000553555355992465,"女性 | 50至59歲 | 大學及以上 | 北北基宜蘭區 | 本省客家人 | 05 | 04 | 04"
"女性","50至59歲","大學及以上","北北基宜蘭區","本省客家人","07","03","05",1,0.984427607,0.000544069640914037,0.000540740779614237,"女性 | 50至59歲 | 大學及以上 | 北北基宜蘭區 | 本省客家人 | 07 | 03 | 05"
"女性","50至59歲","大學及以上","北北基宜蘭區","本省客家人","10","00","00",1,0.984427607,0.000544069640914037,0.000540740779614237,"女性 | 50至59歲 | 大學及以上 | 北北基宜蘭區 | 本省客家人 | 10 | 00 | 00"
"女性","50至59歲","大學及以上","北北基宜蘭區","本省閩南人","00","08","04",1,1.007756757,0.000544069640914037,0.000553555355992465,"女性 | 50至59歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 00 | 08 | 04"
"女性","50至59歲","大學及以上","北北基宜蘭區","本省閩南人","02","07","03",1,0.984427607,0.000544069640914037,0.000540740779614237,"女性 | 50至59歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 02 | 07 | 03"
"女性","50至59歲","大學及以上","北北基宜蘭區","本省閩南人","02","08","05",1,1.007756757,0.000544069640914037,0.000553555355992465,"女性 | 50至59歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 02 | 08 | 05"
"女性","50至59歲","大學及以上","北北基宜蘭區","本省閩南人","03","03","08",1,0.984427607,0.000544069640914037,0.000540740779614237,"女性 | 50至59歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 03 | 03 | 08"
"女性","50至59歲","大學及以上","北北基宜蘭區","本省閩南人","03","08","01",1,1.09739422,0.000544069640914037,0.000602792731377512,"女性 | 50至59歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 03 | 08 | 01"
"女性","50至59歲","大學及以上","北北基宜蘭區","本省閩南人","04","05","08",1,1.007756757,0.000544069640914037,0.000553555355992465,"女性 | 50至59歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 04 | 05 | 08"
"女性","50至59歲","大學及以上","北北基宜蘭區","本省閩南人","04","09","00",1,1.007756757,0.000544069640914037,0.000553555355992465,"女性 | 50至59歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 04 | 09 | 00"
"女性","50至59歲","大學及以上","北北基宜蘭區","本省閩南人","05","04","03",1,1.007756757,0.000544069640914037,0.000553555355992465,"女性 | 50至59歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 05 | 04 | 03"
"女性","50至59歲","大學及以上","北北基宜蘭區","本省閩南人","05","05","05",1,0.984427607,0.000544069640914037,0.000540740779614237,"女性 | 50至59歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 05 | 05 | 05"
"女性","50至59歲","大學及以上","北北基宜蘭區","本省閩南人","05","06","02",1,0.984427607,0.000544069640914037,0.000540740779614237,"女性 | 50至59歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 05 | 06 | 02"
"女性","50至59歲","大學及以上","北北基宜蘭區","本省閩南人","06","04","04",1,1.007756757,0.000544069640914037,0.000553555355992465,"女性 | 50至59歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 06 | 04 | 04"
"女性","50至59歲","大學及以上","北北基宜蘭區","本省閩南人","06","05","03",1,1.007756757,0.000544069640914037,0.000553555355992465,"女性 | 50至59歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 06 | 05 | 03"
"女性","50至59歲","大學及以上","北北基宜蘭區","本省閩南人","07","03","00",1,0.728228138,0.000544069640914037,0.00040001179190736,"女性 | 50至59歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 07 | 03 | 00"
"女性","50至59歲","大學及以上","桃竹苗區","大陸各省市","07","00","07",1,0.891893077,0.000544069640914037,0.000489912060937886,"女性 | 50至59歲 | 大學及以上 | 桃竹苗區 | 大陸各省市 | 07 | 00 | 07"
"女性","50至59歲","大學及以上","桃竹苗區","本省客家人","00","07","07",1,0.891893077,0.000544069640914037,0.000489912060937886,"女性 | 50至59歲 | 大學及以上 | 桃竹苗區 | 本省客家人 | 00 | 07 | 07"
"女性","50至59歲","大學及以上","桃竹苗區","本省客家人","00","09","00",1,0.913029327,0.000544069640914037,0.000501522089163274,"女性 | 50至59歲 | 大學及以上 | 桃竹苗區 | 本省客家人 | 00 | 09 | 00"
"女性","50至59歲","大學及以上","桃竹苗區","本省閩南人","05","03","02",1,0.913029327,0.000544069640914037,0.000501522089163274,"女性 | 50至59歲 | 大學及以上 | 桃竹苗區 | 本省閩南人 | 05 | 03 | 02"
"女性","50至59歲","大學及以上","桃竹苗區","本省閩南人","05","07","06",1,0.891893077,0.000544069640914037,0.000489912060937886,"女性 | 50至59歲 | 大學及以上 | 桃竹苗區 | 本省閩南人 | 05 | 07 | 06"
"女性","50至59歲","大學及以上","桃竹苗區","本省閩南人","08","03","05",1,0.913029327,0.000544069640914037,0.000501522089163274,"女性 | 50至59歲 | 大學及以上 | 桃竹苗區 | 本省閩南人 | 08 | 03 | 05"
"女性","50至59歲","大學及以上","花東外島區","本省客家人","08","03","02",1,0.648920462,0.000544069640914037,0.00035644851285597,"女性 | 50至59歲 | 大學及以上 | 花東外島區 | 本省客家人 | 08 | 03 | 02"
"女性","50至59歲","大學及以上","雲嘉南區","大陸各省市","07","01","06",1,0.816241807,0.000544069640914037,0.000448357225998553,"女性 | 50至59歲 | 大學及以上 | 雲嘉南區 | 大陸各省市 | 07 | 01 | 06"
"女性","50至59歲","大學及以上","雲嘉南區","本省閩南人","05","05","05",1,0.816241807,0.000544069640914037,0.000448357225998553,"女性 | 50至59歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 05 | 05 | 05"
"女性","50至59歲","大學及以上","雲嘉南區","本省閩南人","06","06","04",1,0.816241807,0.000544069640914037,0.000448357225998553,"女性 | 50至59歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 06 | 06 | 04"
"女性","50至59歲","大學及以上","雲嘉南區","本省閩南人","07","03","01",1,0.816241807,0.000544069640914037,0.000448357225998553,"女性 | 50至59歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 07 | 03 | 01"
"女性","50至59歲","大學及以上","高屏澎湖區","大陸各省市","05","05","05",1,0.825967743,0.000544069640914037,0.000453699630231959,"女性 | 50至59歲 | 大學及以上 | 高屏澎湖區 | 大陸各省市 | 05 | 05 | 05"
"女性","50至59歲","大學及以上","高屏澎湖區","大陸各省市","06","04","07",1,0.845541682,0.000544069640914037,0.000464451489444072,"女性 | 50至59歲 | 大學及以上 | 高屏澎湖區 | 大陸各省市 | 06 | 04 | 07"
"女性","50至59歲","大學及以上","高屏澎湖區","本省閩南人","00","08","03",1,0.825967743,0.000544069640914037,0.000453699630231959,"女性 | 50至59歲 | 大學及以上 | 高屏澎湖區 | 本省閩南人 | 00 | 08 | 03"
"女性","50至59歲","大學及以上","高屏澎湖區","本省閩南人","00","10","02",1,0.825967743,0.000544069640914037,0.000453699630231959,"女性 | 50至59歲 | 大學及以上 | 高屏澎湖區 | 本省閩南人 | 00 | 10 | 02"
"女性","50至59歲","大學及以上","高屏澎湖區","本省閩南人","01","07","02",1,0.845541682,0.000544069640914037,0.000464451489444072,"女性 | 50至59歲 | 大學及以上 | 高屏澎湖區 | 本省閩南人 | 01 | 07 | 02"
"女性","50至59歲","大學及以上","高屏澎湖區","本省閩南人","01","09","01",1,0.825967743,0.000544069640914037,0.000453699630231959,"女性 | 50至59歲 | 大學及以上 | 高屏澎湖區 | 本省閩南人 | 01 | 09 | 01"
"女性","50至59歲","大學及以上","高屏澎湖區","本省閩南人","02","09","00",1,0.845541682,0.000544069640914037,0.000464451489444072,"女性 | 50至59歲 | 大學及以上 | 高屏澎湖區 | 本省閩南人 | 02 | 09 | 00"
"女性","50至59歲","大學及以上","高屏澎湖區","本省閩南人","03","10","02",1,0.845541682,0.000544069640914037,0.000464451489444072,"女性 | 50至59歲 | 大學及以上 | 高屏澎湖區 | 本省閩南人 | 03 | 10 | 02"
"女性","50至59歲","大學及以上","高屏澎湖區","本省閩南人","05","04","04",1,0.825967743,0.000544069640914037,0.000453699630231959,"女性 | 50至59歲 | 大學及以上 | 高屏澎湖區 | 本省閩南人 | 05 | 04 | 04"
"女性","50至59歲","大學及以上","高屏澎湖區","本省閩南人","05","05","04",1,0.825967743,0.000544069640914037,0.000453699630231959,"女性 | 50至59歲 | 大學及以上 | 高屏澎湖區 | 本省閩南人 | 05 | 05 | 04"
"女性","50至59歲","大學及以上","高屏澎湖區","本省閩南人","06","07","05",1,0.845541682,0.000544069640914037,0.000464451489444072,"女性 | 50至59歲 | 大學及以上 | 高屏澎湖區 | 本省閩南人 | 06 | 07 | 05"
"女性","50至59歲","專科","中彰投區","本省閩南人","00","00","10",1,0.894372349,0.000544069640914037,0.000491273911687116,"女性 | 50至59歲 | 專科 | 中彰投區 | 本省閩南人 | 00 | 00 | 10"
"女性","50至59歲","專科","中彰投區","本省閩南人","00","08","02",1,0.894372349,0.000544069640914037,0.000491273911687116,"女性 | 50至59歲 | 專科 | 中彰投區 | 本省閩南人 | 00 | 08 | 02"
"女性","50至59歲","專科","中彰投區","本省閩南人","03","00","08",1,0.821318138,0.000544069640914037,0.000451145627261379,"女性 | 50至59歲 | 專科 | 中彰投區 | 本省閩南人 | 03 | 00 | 08"
"女性","50至59歲","專科","中彰投區","本省閩南人","04","04","04",1,0.894372349,0.000544069640914037,0.000491273911687116,"女性 | 50至59歲 | 專科 | 中彰投區 | 本省閩南人 | 04 | 04 | 04"
"女性","50至59歲","專科","中彰投區","本省閩南人","05","04","05",1,0.894372349,0.000544069640914037,0.000491273911687116,"女性 | 50至59歲 | 專科 | 中彰投區 | 本省閩南人 | 05 | 04 | 05"
"女性","50至59歲","專科","中彰投區","本省閩南人","05","08","08",1,0.873668001,0.000544069640914037,0.000479901124902882,"女性 | 50至59歲 | 專科 | 中彰投區 | 本省閩南人 | 05 | 08 | 08"
"女性","50至59歲","專科","北北基宜蘭區","大陸各省市","02","00","02",1,1.09739422,0.000544069640914037,0.000602792731377512,"女性 | 50至59歲 | 專科 | 北北基宜蘭區 | 大陸各省市 | 02 | 00 | 02"
"女性","50至59歲","專科","北北基宜蘭區","本省閩南人","00","08","03",1,1.09739422,0.000544069640914037,0.000602792731377512,"女性 | 50至59歲 | 專科 | 北北基宜蘭區 | 本省閩南人 | 00 | 08 | 03"
"女性","50至59歲","專科","北北基宜蘭區","本省閩南人","03","08","00",1,1.09739422,0.000544069640914037,0.000602792731377512,"女性 | 50至59歲 | 專科 | 北北基宜蘭區 | 本省閩南人 | 03 | 08 | 00"
"女性","50至59歲","專科","北北基宜蘭區","本省閩南人","04","06","05",1,1.07199,0.000544069640914037,0.000588838330230479,"女性 | 50至59歲 | 專科 | 北北基宜蘭區 | 本省閩南人 | 04 | 06 | 05"
"女性","50至59歲","專科","北北基宜蘭區","本省閩南人","05","02","02",1,1.07199,0.000544069640914037,0.000588838330230479,"女性 | 50至59歲 | 專科 | 北北基宜蘭區 | 本省閩南人 | 05 | 02 | 02"
"女性","50至59歲","專科","北北基宜蘭區","本省閩南人","05","04","04",1,1.09739422,0.000544069640914037,0.000602792731377512,"女性 | 50至59歲 | 專科 | 北北基宜蘭區 | 本省閩南人 | 05 | 04 | 04"
"女性","50至59歲","專科","北北基宜蘭區","本省閩南人","05","06","05",1,1.07199,0.000544069640914037,0.000588838330230479,"女性 | 50至59歲 | 專科 | 北北基宜蘭區 | 本省閩南人 | 05 | 06 | 05"
"女性","50至59歲","專科","北北基宜蘭區","本省閩南人","05","07","05",1,1.07199,0.000544069640914037,0.000588838330230479,"女性 | 50至59歲 | 專科 | 北北基宜蘭區 | 本省閩南人 | 05 | 07 | 05"
"女性","50至59歲","專科","北北基宜蘭區","本省閩南人","07","08","08",1,1.07199,0.000544069640914037,0.000588838330230479,"女性 | 50至59歲 | 專科 | 北北基宜蘭區 | 本省閩南人 | 07 | 08 | 08"
"女性","50至59歲","專科","北北基宜蘭區","本省閩南人","07","09","01",1,1.09739422,0.000544069640914037,0.000602792731377512,"女性 | 50至59歲 | 專科 | 北北基宜蘭區 | 本省閩南人 | 07 | 09 | 01"
"女性","50至59歲","專科","桃竹苗區","大陸各省市","09","02","03",1,1.131973296,0.000544069640914037,0.000621786831483626,"女性 | 50至59歲 | 專科 | 桃竹苗區 | 大陸各省市 | 09 | 02 | 03"
"女性","50至59歲","專科","桃竹苗區","本省閩南人","05","05","04",1,0.971224754,0.000544069640914037,0.000533488523609239,"女性 | 50至59歲 | 專科 | 桃竹苗區 | 本省閩南人 | 05 | 05 | 04"
"女性","50至59歲","專科","桃竹苗區","本省閩南人","05","05","05",1,0.891893077,0.000544069640914037,0.000489912060937886,"女性 | 50至59歲 | 專科 | 桃竹苗區 | 本省閩南人 | 05 | 05 | 05"
"女性","50至59歲","專科","花東外島區","本省閩南人","03","08","05",1,0.706640327,0.000544069640914037,0.000388153723658056,"女性 | 50至59歲 | 專科 | 花東外島區 | 本省閩南人 | 03 | 08 | 05"
"女性","50至59歲","專科","花東外島區","本省閩南人","10","00","00",1,0.706640327,0.000544069640914037,0.000388153723658056,"女性 | 50至59歲 | 專科 | 花東外島區 | 本省閩南人 | 10 | 00 | 00"
"女性","50至59歲","專科","雲嘉南區","大陸各省市","05","07","04",1,0.888844491,0.000544069640914037,0.000488237489076391,"女性 | 50至59歲 | 專科 | 雲嘉南區 | 大陸各省市 | 05 | 07 | 04"
"女性","50至59歲","專科","雲嘉南區","本省閩南人","04","06","03",1,0.888844491,0.000544069640914037,0.000488237489076391,"女性 | 50至59歲 | 專科 | 雲嘉南區 | 本省閩南人 | 04 | 06 | 03"
"女性","50至59歲","專科","雲嘉南區","本省閩南人","05","00","05",1,0.888844491,0.000544069640914037,0.000488237489076391,"女性 | 50至59歲 | 專科 | 雲嘉南區 | 本省閩南人 | 05 | 00 | 05"
"女性","50至59歲","專科","雲嘉南區","本省閩南人","05","02","04",1,0.888844491,0.000544069640914037,0.000488237489076391,"女性 | 50至59歲 | 專科 | 雲嘉南區 | 本省閩南人 | 05 | 02 | 04"
"女性","50至59歲","專科","雲嘉南區","本省閩南人","05","05","05",1,0.888844491,0.000544069640914037,0.000488237489076391,"女性 | 50至59歲 | 專科 | 雲嘉南區 | 本省閩南人 | 05 | 05 | 05"
"女性","50至59歲","專科","雲嘉南區","本省閩南人","05","05","09",1,0.868268111,0.000544069640914037,0.000476934994424959,"女性 | 50至59歲 | 專科 | 雲嘉南區 | 本省閩南人 | 05 | 05 | 09"
"女性","50至59歲","專科","高屏澎湖區","大陸各省市","07","05","06",1,0.899435525,0.000544069640914037,0.000494055086979332,"女性 | 50至59歲 | 專科 | 高屏澎湖區 | 大陸各省市 | 07 | 05 | 06"
"女性","50至59歲","專科","高屏澎湖區","本省閩南人","05","07","04",1,0.920750517,0.000544069640914037,0.000505763297222111,"女性 | 50至59歲 | 專科 | 高屏澎湖區 | 本省閩南人 | 05 | 07 | 04"
"女性","50至59歲","專科","高屏澎湖區","本省閩南人","06","04","05",1,0.920750517,0.000544069640914037,0.000505763297222111,"女性 | 50至59歲 | 專科 | 高屏澎湖區 | 本省閩南人 | 06 | 04 | 05"
"女性","50至59歲","專科","高屏澎湖區","本省閩南人","06","05","03",1,0.899435525,0.000544069640914037,0.000494055086979332,"女性 | 50至59歲 | 專科 | 高屏澎湖區 | 本省閩南人 | 06 | 05 | 03"
"女性","50至59歲","專科","高屏澎湖區","本省閩南人","07","02","00",1,0.920750517,0.000544069640914037,0.000505763297222111,"女性 | 50至59歲 | 專科 | 高屏澎湖區 | 本省閩南人 | 07 | 02 | 00"
"女性","50至59歲","專科","高屏澎湖區","本省閩南人","08","01","05",1,0.920750517,0.000544069640914037,0.000505763297222111,"女性 | 50至59歲 | 專科 | 高屏澎湖區 | 本省閩南人 | 08 | 01 | 05"
"女性","50至59歲","高中、職","中彰投區","大陸各省市","00","00","10",1,0.994697287,0.000544069640914037,0.0005463818594967,"女性 | 50至59歲 | 高中、職 | 中彰投區 | 大陸各省市 | 00 | 00 | 10"
"女性","50至59歲","高中、職","中彰投區","本省客家人","05","00","08",1,0.994697287,0.000544069640914037,0.0005463818594967,"女性 | 50至59歲 | 高中、職 | 中彰投區 | 本省客家人 | 05 | 00 | 08"
"女性","50至59歲","高中、職","中彰投區","本省閩南人","03","07","02",1,1.018269811,0.000544069640914037,0.000559330119901627,"女性 | 50至59歲 | 高中、職 | 中彰投區 | 本省閩南人 | 03 | 07 | 02"
"女性","50至59歲","高中、職","中彰投區","本省閩南人","03","08","04",1,0.994697287,0.000544069640914037,0.0005463818594967,"女性 | 50至59歲 | 高中、職 | 中彰投區 | 本省閩南人 | 03 | 08 | 04"
"女性","50至59歲","高中、職","中彰投區","本省閩南人","03","08","06",1,1.018269811,0.000544069640914037,0.000559330119901627,"女性 | 50至59歲 | 高中、職 | 中彰投區 | 本省閩南人 | 03 | 08 | 06"
"女性","50至59歲","高中、職","中彰投區","本省閩南人","04","05","08",1,1.018269811,0.000544069640914037,0.000559330119901627,"女性 | 50至59歲 | 高中、職 | 中彰投區 | 本省閩南人 | 04 | 05 | 08"
"女性","50至59歲","高中、職","中彰投區","本省閩南人","04","06","04",1,1.018269811,0.000544069640914037,0.000559330119901627,"女性 | 50至59歲 | 高中、職 | 中彰投區 | 本省閩南人 | 04 | 06 | 04"
"女性","50至59歲","高中、職","中彰投區","本省閩南人","05","01","05",1,0.994697287,0.000544069640914037,0.0005463818594967,"女性 | 50至59歲 | 高中、職 | 中彰投區 | 本省閩南人 | 05 | 01 | 05"
"女性","50至59歲","高中、職","中彰投區","本省閩南人","05","06","02",1,0.994697287,0.000544069640914037,0.0005463818594967,"女性 | 50至59歲 | 高中、職 | 中彰投區 | 本省閩南人 | 05 | 06 | 02"
"女性","50至59歲","高中、職","中彰投區","本省閩南人","05","07","04",1,1.018269811,0.000544069640914037,0.000559330119901627,"女性 | 50至59歲 | 高中、職 | 中彰投區 | 本省閩南人 | 05 | 07 | 04"
"女性","50至59歲","高中、職","中彰投區","本省閩南人","06","04","05",1,1.018269811,0.000544069640914037,0.000559330119901627,"女性 | 50至59歲 | 高中、職 | 中彰投區 | 本省閩南人 | 06 | 04 | 05"
"女性","50至59歲","高中、職","中彰投區","本省閩南人","06","08","07",1,1.018269811,0.000544069640914037,0.000559330119901627,"女性 | 50至59歲 | 高中、職 | 中彰投區 | 本省閩南人 | 06 | 08 | 07"
"女性","50至59歲","高中、職","中彰投區","本省閩南人","07","05","07",1,0.994697287,0.000544069640914037,0.0005463818594967,"女性 | 50至59歲 | 高中、職 | 中彰投區 | 本省閩南人 | 07 | 05 | 07"
"女性","50至59歲","高中、職","中彰投區","本省閩南人","08","05","03",1,1.018269811,0.000544069640914037,0.000559330119901627,"女性 | 50至59歲 | 高中、職 | 中彰投區 | 本省閩南人 | 08 | 05 | 03"
"女性","50至59歲","高中、職","北北基宜蘭區","大陸各省市","00","09","00",1,1.249416316,0.000544069640914037,0.000686297649489414,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 大陸各省市 | 00 | 09 | 00"
"女性","50至59歲","高中、職","北北基宜蘭區","大陸各省市","07","03","08",1,1.249416316,0.000544069640914037,0.000686297649489414,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 大陸各省市 | 07 | 03 | 08"
"女性","50至59歲","高中、職","北北基宜蘭區","本省客家人","07","05","00",1,1.249416316,0.000544069640914037,0.000686297649489414,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省客家人 | 07 | 05 | 00"
"女性","50至59歲","高中、職","北北基宜蘭區","本省客家人","08","03","05",1,1.249416316,0.000544069640914037,0.000686297649489414,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省客家人 | 08 | 03 | 05"
"女性","50至59歲","高中、職","北北基宜蘭區","本省閩南人","03","06","02",1,1.220492847,0.000544069640914037,0.000670410143831308,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 03 | 06 | 02"
"女性","50至59歲","高中、職","北北基宜蘭區","本省閩南人","03","07","00",1,1.249416316,0.000544069640914037,0.000686297649489414,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 03 | 07 | 00"
"女性","50至59歲","高中、職","北北基宜蘭區","本省閩南人","04","06","06",1,1.249416316,0.000544069640914037,0.000686297649489414,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 04 | 06 | 06"
"女性","50至59歲","高中、職","北北基宜蘭區","本省閩南人","05","05","03",1,1.249416316,0.000544069640914037,0.000686297649489414,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 05 | 05 | 03"
"女性","50至59歲","高中、職","北北基宜蘭區","本省閩南人","05","05","04",1,1.249416316,0.000544069640914037,0.000686297649489414,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 05 | 05 | 04"
"女性","50至59歲","高中、職","北北基宜蘭區","本省閩南人","07","04","05",1,1.220492847,0.000544069640914037,0.000670410143831308,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 07 | 04 | 05"
