"sex","age","edu","arear","ethnicity","party_kmt","party_dpp","party_tpp","n","n_wt","n_sources","prop","prop_wt","cell"
"女性","50至59歲","高中、職","中彰投區","本省閩南人","03","07","02",1,1.018269811,1,0.000178571428571429,0.000182662418645832,"女性 | 50至59歲 | 高中、職 | 中彰投區 | 本省閩南人 | 03 | 07 | 02"
"女性","50至59歲","高中、職","中彰投區","本省閩南人","03","08","04",1,0.994697287,1,0.000178571428571429,0.000178433859377048,"女性 | 50至59歲 | 高中、職 | 中彰投區 | 本省閩南人 | 03 | 08 | 04"
"女性","50至59歲","高中、職","中彰投區","本省閩南人","03","08","06",1,1.018269811,1,0.000178571428571429,0.000182662418645832,"女性 | 50至59歲 | 高中、職 | 中彰投區 | 本省閩南人 | 03 | 08 | 06"
"女性","50至59歲","高中、職","中彰投區","本省閩南人","04","05","08",1,1.018269811,1,0.000178571428571429,0.000182662418645832,"女性 | 50至59歲 | 高中、職 | 中彰投區 | 本省閩南人 | 04 | 05 | 08"
"女性","50至59歲","高中、職","中彰投區","本省閩南人","04","06","04",1,1.018269811,1,0.000178571428571429,0.000182662418645832,"女性 | 50至59歲 | 高中、職 | 中彰投區 | 本省閩南人 | 04 | 06 | 04"
"女性","50至59歲","高中、職","中彰投區","本省閩南人","04","06","05",1,1.138758017,1,0.000178571428571429,0.000204276205962814,"女性 | 50至59歲 | 高中、職 | 中彰投區 | 本省閩南人 | 04 | 06 | 05"
"女性","50至59歲","高中、職","中彰投區","本省閩南人","05","00","05",1,1.17498695012387,1,0.000178571428571429,0.000210775136283516,"女性 | 50至59歲 | 高中、職 | 中彰投區 | 本省閩南人 | 05 | 00 | 05"
"女性","50至59歲","高中、職","中彰投區","本省閩南人","05","01","05",1,0.994697287,1,0.000178571428571429,0.000178433859377048,"女性 | 50至59歲 | 高中、職 | 中彰投區 | 本省閩南人 | 05 | 01 | 05"
"女性","50至59歲","高中、職","中彰投區","本省閩南人","05","03","02",1,1.17498695012387,1,0.000178571428571429,0.000210775136283516,"女性 | 50至59歲 | 高中、職 | 中彰投區 | 本省閩南人 | 05 | 03 | 02"
"女性","50至59歲","高中、職","中彰投區","本省閩南人","05","05","03",1,1.17498695012387,1,0.000178571428571429,0.000210775136283516,"女性 | 50至59歲 | 高中、職 | 中彰投區 | 本省閩南人 | 05 | 05 | 03"
"女性","50至59歲","高中、職","中彰投區","本省閩南人","05","06","02",1,0.994697287,1,0.000178571428571429,0.000178433859377048,"女性 | 50至59歲 | 高中、職 | 中彰投區 | 本省閩南人 | 05 | 06 | 02"
"女性","50至59歲","高中、職","中彰投區","本省閩南人","05","07","04",1,1.018269811,1,0.000178571428571429,0.000182662418645832,"女性 | 50至59歲 | 高中、職 | 中彰投區 | 本省閩南人 | 05 | 07 | 04"
"女性","50至59歲","高中、職","中彰投區","本省閩南人","05","08","00",1,1.17498695012387,1,0.000178571428571429,0.000210775136283516,"女性 | 50至59歲 | 高中、職 | 中彰投區 | 本省閩南人 | 05 | 08 | 00"
"女性","50至59歲","高中、職","中彰投區","本省閩南人","05","08","05",1,1.17498695012387,1,0.000178571428571429,0.000210775136283516,"女性 | 50至59歲 | 高中、職 | 中彰投區 | 本省閩南人 | 05 | 08 | 05"
"女性","50至59歲","高中、職","中彰投區","本省閩南人","06","00","03",1,1.17498695012387,1,0.000178571428571429,0.000210775136283516,"女性 | 50至59歲 | 高中、職 | 中彰投區 | 本省閩南人 | 06 | 00 | 03"
"女性","50至59歲","高中、職","中彰投區","本省閩南人","06","00","06",1,1.17498695012387,1,0.000178571428571429,0.000210775136283516,"女性 | 50至59歲 | 高中、職 | 中彰投區 | 本省閩南人 | 06 | 00 | 06"
"女性","50至59歲","高中、職","中彰投區","本省閩南人","06","03","05",1,1.17498695012387,1,0.000178571428571429,0.000210775136283516,"女性 | 50至59歲 | 高中、職 | 中彰投區 | 本省閩南人 | 06 | 03 | 05"
"女性","50至59歲","高中、職","中彰投區","本省閩南人","06","04","05",1,1.018269811,1,0.000178571428571429,0.000182662418645832,"女性 | 50至59歲 | 高中、職 | 中彰投區 | 本省閩南人 | 06 | 04 | 05"
"女性","50至59歲","高中、職","中彰投區","本省閩南人","06","04","06",1,1.138758017,1,0.000178571428571429,0.000204276205962814,"女性 | 50至59歲 | 高中、職 | 中彰投區 | 本省閩南人 | 06 | 04 | 06"
"女性","50至59歲","高中、職","中彰投區","本省閩南人","06","08","07",1,1.018269811,1,0.000178571428571429,0.000182662418645832,"女性 | 50至59歲 | 高中、職 | 中彰投區 | 本省閩南人 | 06 | 08 | 07"
"女性","50至59歲","高中、職","中彰投區","本省閩南人","07","00","03",1,1.17498695012387,1,0.000178571428571429,0.000210775136283516,"女性 | 50至59歲 | 高中、職 | 中彰投區 | 本省閩南人 | 07 | 00 | 03"
"女性","50至59歲","高中、職","中彰投區","本省閩南人","07","00","05",1,1.17498695012387,1,0.000178571428571429,0.000210775136283516,"女性 | 50至59歲 | 高中、職 | 中彰投區 | 本省閩南人 | 07 | 00 | 05"
"女性","50至59歲","高中、職","中彰投區","本省閩南人","07","00","08",1,1.17498695012387,1,0.000178571428571429,0.000210775136283516,"女性 | 50至59歲 | 高中、職 | 中彰投區 | 本省閩南人 | 07 | 00 | 08"
"女性","50至59歲","高中、職","中彰投區","本省閩南人","07","02","02",1,1.17498695012387,1,0.000178571428571429,0.000210775136283516,"女性 | 50至59歲 | 高中、職 | 中彰投區 | 本省閩南人 | 07 | 02 | 02"
"女性","50至59歲","高中、職","中彰投區","本省閩南人","07","05","05",1,1.17498695012387,1,0.000178571428571429,0.000210775136283516,"女性 | 50至59歲 | 高中、職 | 中彰投區 | 本省閩南人 | 07 | 05 | 05"
"女性","50至59歲","高中、職","中彰投區","本省閩南人","07","05","07",1,0.994697287,1,0.000178571428571429,0.000178433859377048,"女性 | 50至59歲 | 高中、職 | 中彰投區 | 本省閩南人 | 07 | 05 | 07"
"女性","50至59歲","高中、職","中彰投區","本省閩南人","08","02","03",1,1.138758017,1,0.000178571428571429,0.000204276205962814,"女性 | 50至59歲 | 高中、職 | 中彰投區 | 本省閩南人 | 08 | 02 | 03"
"女性","50至59歲","高中、職","中彰投區","本省閩南人","08","05","03",1,1.018269811,1,0.000178571428571429,0.000182662418645832,"女性 | 50至59歲 | 高中、職 | 中彰投區 | 本省閩南人 | 08 | 05 | 03"
"女性","50至59歲","高中、職","中彰投區","本省閩南人","08","05","06",1,1.138758017,1,0.000178571428571429,0.000204276205962814,"女性 | 50至59歲 | 高中、職 | 中彰投區 | 本省閩南人 | 08 | 05 | 06"
"女性","50至59歲","高中、職","中彰投區","本省閩南人","10","00","04",1,1.17498695012387,1,0.000178571428571429,0.000210775136283516,"女性 | 50至59歲 | 高中、職 | 中彰投區 | 本省閩南人 | 10 | 00 | 04"
"女性","50至59歲","高中、職","中彰投區","本省閩南人","10","00","05",1,1.17498695012387,1,0.000178571428571429,0.000210775136283516,"女性 | 50至59歲 | 高中、職 | 中彰投區 | 本省閩南人 | 10 | 00 | 05"
"女性","50至59歲","高中、職","北北基宜蘭區","原住民","08","00","06",1,1.14750292944891,1,0.000178571428571429,0.000205844912843356,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 原住民 | 08 | 00 | 06"
"女性","50至59歲","高中、職","北北基宜蘭區","大陸各省市","00","09","00",1,1.249416316,1,0.000178571428571429,0.000224126654557301,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 大陸各省市 | 00 | 09 | 00"
"女性","50至59歲","高中、職","北北基宜蘭區","大陸各省市","01","10","02",1,1.14750292944891,1,0.000178571428571429,0.000205844912843356,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 大陸各省市 | 01 | 10 | 02"
"女性","50至59歲","高中、職","北北基宜蘭區","大陸各省市","05","03","02",1,1.14750292944891,1,0.000178571428571429,0.000205844912843356,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 大陸各省市 | 05 | 03 | 02"
"女性","50至59歲","高中、職","北北基宜蘭區","大陸各省市","07","03","08",1,1.249416316,1,0.000178571428571429,0.000224126654557301,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 大陸各省市 | 07 | 03 | 08"
"女性","50至59歲","高中、職","北北基宜蘭區","大陸各省市","07","07","05",1,1.14750292944891,1,0.000178571428571429,0.000205844912843356,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 大陸各省市 | 07 | 07 | 05"
"女性","50至59歲","高中、職","北北基宜蘭區","大陸各省市","10","00","05",1,1.14750292944891,1,0.000178571428571429,0.000205844912843356,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 大陸各省市 | 10 | 00 | 05"
"女性","50至59歲","高中、職","北北基宜蘭區","大陸各省市","10","00","10",1,1.14750292944891,1,0.000178571428571429,0.000205844912843356,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 大陸各省市 | 10 | 00 | 10"
"女性","50至59歲","高中、職","北北基宜蘭區","本省客家人","00","08","00",1,1.14750292944891,1,0.000178571428571429,0.000205844912843356,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省客家人 | 00 | 08 | 00"
"女性","50至59歲","高中、職","北北基宜蘭區","本省客家人","05","05","05",1,1.14750292944891,1,0.000178571428571429,0.000205844912843356,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省客家人 | 05 | 05 | 05"
"女性","50至59歲","高中、職","北北基宜蘭區","本省客家人","05","06","03",1,1.501942371,1,0.000178571428571429,0.000269426062905753,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省客家人 | 05 | 06 | 03"
"女性","50至59歲","高中、職","北北基宜蘭區","本省客家人","05","08","02",1,1.501942371,1,0.000178571428571429,0.000269426062905753,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省客家人 | 05 | 08 | 02"
"女性","50至59歲","高中、職","北北基宜蘭區","本省客家人","07","00","05",1,1.14750292944891,1,0.000178571428571429,0.000205844912843356,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省客家人 | 07 | 00 | 05"
"女性","50至59歲","高中、職","北北基宜蘭區","本省客家人","07","05","00",1,1.249416316,1,0.000178571428571429,0.000224126654557301,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省客家人 | 07 | 05 | 00"
"女性","50至59歲","高中、職","北北基宜蘭區","本省客家人","08","03","05",1,1.249416316,1,0.000178571428571429,0.000224126654557301,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省客家人 | 08 | 03 | 05"
"女性","50至59歲","高中、職","北北基宜蘭區","本省客家人","08","07","07",1,1.14750292944891,1,0.000178571428571429,0.000205844912843356,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省客家人 | 08 | 07 | 07"
"女性","50至59歲","高中、職","北北基宜蘭區","本省客家人","09","00","05",1,1.14750292944891,1,0.000178571428571429,0.000205844912843356,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省客家人 | 09 | 00 | 05"
"女性","50至59歲","高中、職","北北基宜蘭區","本省閩南人","00","07","00",1,1.14750292944891,1,0.000178571428571429,0.000205844912843356,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 00 | 07 | 00"
"女性","50至59歲","高中、職","北北基宜蘭區","本省閩南人","00","10","00",1,1.14750292944891,1,0.000178571428571429,0.000205844912843356,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 00 | 10 | 00"
"女性","50至59歲","高中、職","北北基宜蘭區","本省閩南人","03","05","00",1,1.501942371,1,0.000178571428571429,0.000269426062905753,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 03 | 05 | 00"
"女性","50至59歲","高中、職","北北基宜蘭區","本省閩南人","03","06","01",1,1.14750292944891,1,0.000178571428571429,0.000205844912843356,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 03 | 06 | 01"
"女性","50至59歲","高中、職","北北基宜蘭區","本省閩南人","03","06","02",1,1.220492847,1,0.000178571428571429,0.000218938215554106,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 03 | 06 | 02"
"女性","50至59歲","高中、職","北北基宜蘭區","本省閩南人","03","07","00",1,1.249416316,1,0.000178571428571429,0.000224126654557301,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 03 | 07 | 00"
"女性","50至59歲","高中、職","北北基宜蘭區","本省閩南人","03","07","02",1,1.14750292944891,1,0.000178571428571429,0.000205844912843356,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 03 | 07 | 02"
"女性","50至59歲","高中、職","北北基宜蘭區","本省閩南人","03","08","00",1,1.14750292944891,1,0.000178571428571429,0.000205844912843356,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 03 | 08 | 00"
"女性","50至59歲","高中、職","北北基宜蘭區","本省閩南人","03","08","05",1,1.501942371,1,0.000178571428571429,0.000269426062905753,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 03 | 08 | 05"
"女性","50至59歲","高中、職","北北基宜蘭區","本省閩南人","04","05","02",1,1.14750292944891,1,0.000178571428571429,0.000205844912843356,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 04 | 05 | 02"
"女性","50至59歲","高中、職","北北基宜蘭區","本省閩南人","04","05","04",1,1.14750292944891,1,0.000178571428571429,0.000205844912843356,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 04 | 05 | 04"
"女性","50至59歲","高中、職","北北基宜蘭區","本省閩南人","04","06","06",1,1.249416316,1,0.000178571428571429,0.000224126654557301,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 04 | 06 | 06"
"女性","50至59歲","高中、職","北北基宜蘭區","本省閩南人","04","08","06",1,1.501942371,1,0.000178571428571429,0.000269426062905753,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 04 | 08 | 06"
"女性","50至59歲","高中、職","北北基宜蘭區","本省閩南人","05","05","02",1,1.14750292944891,1,0.000178571428571429,0.000205844912843356,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 05 | 05 | 02"
"女性","50至59歲","高中、職","北北基宜蘭區","本省閩南人","05","05","04",1,1.249416316,1,0.000178571428571429,0.000224126654557301,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 05 | 05 | 04"
"女性","50至59歲","高中、職","北北基宜蘭區","本省閩南人","05","05","05",1,1.14750292944891,1,0.000178571428571429,0.000205844912843356,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 05 | 05 | 05"
"女性","50至59歲","高中、職","北北基宜蘭區","本省閩南人","06","00","03",1,1.14750292944891,1,0.000178571428571429,0.000205844912843356,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 06 | 00 | 03"
"女性","50至59歲","高中、職","北北基宜蘭區","本省閩南人","06","00","07",1,1.14750292944891,1,0.000178571428571429,0.000205844912843356,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 06 | 00 | 07"
"女性","50至59歲","高中、職","北北基宜蘭區","本省閩南人","06","03","05",1,1.14750292944891,1,0.000178571428571429,0.000205844912843356,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 06 | 03 | 05"
"女性","50至59歲","高中、職","北北基宜蘭區","本省閩南人","06","07","04",1,1.14750292944891,1,0.000178571428571429,0.000205844912843356,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 06 | 07 | 04"
"女性","50至59歲","高中、職","北北基宜蘭區","本省閩南人","07","04","05",1,1.220492847,1,0.000178571428571429,0.000218938215554106,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 07 | 04 | 05"
"女性","50至59歲","高中、職","北北基宜蘭區","本省閩南人","07","05","06",1,1.14750292944891,1,0.000178571428571429,0.000205844912843356,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 07 | 05 | 06"
"女性","50至59歲","高中、職","北北基宜蘭區","本省閩南人","08","02","03",1,1.14750292944891,1,0.000178571428571429,0.000205844912843356,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 08 | 02 | 03"
"女性","50至59歲","高中、職","北北基宜蘭區","本省閩南人","08","05","08",1,1.220492847,1,0.000178571428571429,0.000218938215554106,"女性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 08 | 05 | 08"
"女性","50至59歲","高中、職","桃竹苗區","大陸各省市","00","10","03",1,1.131973296,1,0.000178571428571429,0.00020305912819589,"女性 | 50至59歲 | 高中、職 | 桃竹苗區 | 大陸各省市 | 00 | 10 | 03"
"女性","50至59歲","高中、職","桃竹苗區","大陸各省市","04","00","02",1,1.105768584,1,0.000178571428571429,0.0001983583936537,"女性 | 50至59歲 | 高中、職 | 桃竹苗區 | 大陸各省市 | 04 | 00 | 02"
"女性","50至59歲","高中、職","桃竹苗區","大陸各省市","05","05","04",1,1.08032044389482,1,0.000178571428571429,0.000193793376826691,"女性 | 50至59歲 | 高中、職 | 桃竹苗區 | 大陸各省市 | 05 | 05 | 04"
"女性","50至59歲","高中、職","桃竹苗區","大陸各省市","05","05","05",1,1.08032044389482,1,0.000178571428571429,0.000193793376826691,"女性 | 50至59歲 | 高中、職 | 桃竹苗區 | 大陸各省市 | 05 | 05 | 05"
"女性","50至59歲","高中、職","桃竹苗區","大陸各省市","06","05","04",1,1.131973296,1,0.000178571428571429,0.00020305912819589,"女性 | 50至59歲 | 高中、職 | 桃竹苗區 | 大陸各省市 | 06 | 05 | 04"
"女性","50至59歲","高中、職","桃竹苗區","大陸各省市","07","05","05",1,1.08032044389482,1,0.000178571428571429,0.000193793376826691,"女性 | 50至59歲 | 高中、職 | 桃竹苗區 | 大陸各省市 | 07 | 05 | 05"
"女性","50至59歲","高中、職","桃竹苗區","大陸各省市","08","03","05",1,1.08032044389482,1,0.000178571428571429,0.000193793376826691,"女性 | 50至59歲 | 高中、職 | 桃竹苗區 | 大陸各省市 | 08 | 03 | 05"
"女性","50至59歲","高中、職","桃竹苗區","大陸各省市","08","05","06",1,1.08032044389482,1,0.000178571428571429,0.000193793376826691,"女性 | 50至59歲 | 高中、職 | 桃竹苗區 | 大陸各省市 | 08 | 05 | 06"
"女性","50至59歲","高中、職","桃竹苗區","本省客家人","03","09","03",1,1.08032044389482,1,0.000178571428571429,0.000193793376826691,"女性 | 50至59歲 | 高中、職 | 桃竹苗區 | 本省客家人 | 03 | 09 | 03"
"女性","50至59歲","高中、職","桃竹苗區","本省客家人","05","00","02",1,1.131973296,1,0.000178571428571429,0.00020305912819589,"女性 | 50至59歲 | 高中、職 | 桃竹苗區 | 本省客家人 | 05 | 00 | 02"
"女性","50至59歲","高中、職","桃竹苗區","本省客家人","05","04","08",1,1.131973296,1,0.000178571428571429,0.00020305912819589,"女性 | 50至59歲 | 高中、職 | 桃竹苗區 | 本省客家人 | 05 | 04 | 08"
"女性","50至59歲","高中、職","桃竹苗區","本省客家人","05","10","04",1,1.131973296,1,0.000178571428571429,0.00020305912819589,"女性 | 50至59歲 | 高中、職 | 桃竹苗區 | 本省客家人 | 05 | 10 | 04"
"女性","50至59歲","高中、職","桃竹苗區","本省客家人","06","00","06",1,1.291762211,1,0.000178571428571429,0.00023172287661639,"女性 | 50至59歲 | 高中、職 | 桃竹苗區 | 本省客家人 | 06 | 00 | 06"
"女性","50至59歲","高中、職","桃竹苗區","本省閩南人","00","00","00",1,1.08032044389482,1,0.000178571428571429,0.000193793376826691,"女性 | 50至59歲 | 高中、職 | 桃竹苗區 | 本省閩南人 | 00 | 00 | 00"
"女性","50至59歲","高中、職","桃竹苗區","本省閩南人","00","05","05",1,1.08032044389482,1,0.000178571428571429,0.000193793376826691,"女性 | 50至59歲 | 高中、職 | 桃竹苗區 | 本省閩南人 | 00 | 05 | 05"
"女性","50至59歲","高中、職","桃竹苗區","本省閩南人","03","03","03",1,1.08032044389482,1,0.000178571428571429,0.000193793376826691,"女性 | 50至59歲 | 高中、職 | 桃竹苗區 | 本省閩南人 | 03 | 03 | 03"
"女性","50至59歲","高中、職","桃竹苗區","本省閩南人","03","09","02",1,1.08032044389482,1,0.000178571428571429,0.000193793376826691,"女性 | 50至59歲 | 高中、職 | 桃竹苗區 | 本省閩南人 | 03 | 09 | 02"
"女性","50至59歲","高中、職","桃竹苗區","本省閩南人","05","08","03",1,1.08032044389482,1,0.000178571428571429,0.000193793376826691,"女性 | 50至59歲 | 高中、職 | 桃竹苗區 | 本省閩南人 | 05 | 08 | 03"
"女性","50至59歲","高中、職","桃竹苗區","本省閩南人","05","08","04",1,1.291762211,1,0.000178571428571429,0.00023172287661639,"女性 | 50至59歲 | 高中、職 | 桃竹苗區 | 本省閩南人 | 05 | 08 | 04"
"女性","50至59歲","高中、職","桃竹苗區","本省閩南人","05","10","07",1,1.131973296,1,0.000178571428571429,0.00020305912819589,"女性 | 50至59歲 | 高中、職 | 桃竹苗區 | 本省閩南人 | 05 | 10 | 07"
"女性","50至59歲","高中、職","桃竹苗區","本省閩南人","06","07","05",1,1.08032044389482,1,0.000178571428571429,0.000193793376826691,"女性 | 50至59歲 | 高中、職 | 桃竹苗區 | 本省閩南人 | 06 | 07 | 05"
"女性","50至59歲","高中、職","桃竹苗區","本省閩南人","07","00","09",1,1.08032044389482,1,0.000178571428571429,0.000193793376826691,"女性 | 50至59歲 | 高中、職 | 桃竹苗區 | 本省閩南人 | 07 | 00 | 09"
"女性","50至59歲","高中、職","桃竹苗區","本省閩南人","07","06","07",1,1.105768584,1,0.000178571428571429,0.0001983583936537,"女性 | 50至59歲 | 高中、職 | 桃竹苗區 | 本省閩南人 | 07 | 06 | 07"
"女性","50至59歲","高中、職","桃竹苗區","本省閩南人","08","09","04",1,1.08032044389482,1,0.000178571428571429,0.000193793376826691,"女性 | 50至59歲 | 高中、職 | 桃竹苗區 | 本省閩南人 | 08 | 09 | 04"
"女性","50至59歲","高中、職","桃竹苗區","本省閩南人","10","00","05",1,1.291762211,1,0.000178571428571429,0.00023172287661639,"女性 | 50至59歲 | 高中、職 | 桃竹苗區 | 本省閩南人 | 10 | 00 | 05"
"女性","50至59歲","高中、職","花東區","大陸各省市","05","07","00",1,0.90877072439912,1,0.000178571428571429,0.000163019915468424,"女性 | 50至59歲 | 高中、職 | 花東區 | 大陸各省市 | 05 | 07 | 00"
"女性","50至59歲","高中、職","花東區","大陸各省市","07","02","02",1,0.90877072439912,1,0.000178571428571429,0.000163019915468424,"女性 | 50至59歲 | 高中、職 | 花東區 | 大陸各省市 | 07 | 02 | 02"
"女性","50至59歲","高中、職","花東區","本省閩南人","05","08","04",1,0.90877072439912,1,0.000178571428571429,0.000163019915468424,"女性 | 50至59歲 | 高中、職 | 花東區 | 本省閩南人 | 05 | 08 | 04"
"女性","50至59歲","高中、職","花東區","本省閩南人","06","05","06",1,0.90877072439912,1,0.000178571428571429,0.000163019915468424,"女性 | 50至59歲 | 高中、職 | 花東區 | 本省閩南人 | 06 | 05 | 06"
"女性","50至59歲","高中、職","花東區","本省閩南人","08","03","06",1,0.804531259,1,0.000178571428571429,0.000144320909897933,"女性 | 50至59歲 | 高中、職 | 花東區 | 本省閩南人 | 08 | 03 | 06"
"女性","50至59歲","高中、職","花東區","本省閩南人","08","09","08",1,0.785906695,1,0.000178571428571429,0.000140979940864271,"女性 | 50至59歲 | 高中、職 | 花東區 | 本省閩南人 | 08 | 09 | 08"
"女性","50至59歲","高中、職","雲嘉南區","原住民","05","04","04",1,1.011976179,1,0.000178571428571429,0.000181533434921903,"女性 | 50至59歲 | 高中、職 | 雲嘉南區 | 原住民 | 05 | 04 | 04"
"女性","50至59歲","高中、職","雲嘉南區","本省閩南人","00","01","05",1,1.116899205,1,0.000178571428571429,0.00020035506107026,"女性 | 50至59歲 | 高中、職 | 雲嘉南區 | 本省閩南人 | 00 | 01 | 05"
"女性","50至59歲","高中、職","雲嘉南區","本省閩南人","00","08","00",1,1.01237841058773,1,0.000178571428571429,0.000181605589270266,"女性 | 50至59歲 | 高中、職 | 雲嘉南區 | 本省閩南人 | 00 | 08 | 00"
"女性","50至59歲","高中、職","雲嘉南區","本省閩南人","00","08","03",1,1.011976179,1,0.000178571428571429,0.000181533434921903,"女性 | 50至59歲 | 高中、職 | 雲嘉南區 | 本省閩南人 | 00 | 08 | 03"
"女性","50至59歲","高中、職","雲嘉南區","本省閩南人","02","08","00",1,0.98854935,1,0.000178571428571429,0.000177331011163371,"女性 | 50至59歲 | 高中、職 | 雲嘉南區 | 本省閩南人 | 02 | 08 | 00"
"女性","50至59歲","高中、職","雲嘉南區","本省閩南人","03","03","05",1,1.011976179,1,0.000178571428571429,0.000181533434921903,"女性 | 50至59歲 | 高中、職 | 雲嘉南區 | 本省閩南人 | 03 | 03 | 05"
"女性","50至59歲","高中、職","雲嘉南區","本省閩南人","03","07","02",1,1.011976179,1,0.000178571428571429,0.000181533434921903,"女性 | 50至59歲 | 高中、職 | 雲嘉南區 | 本省閩南人 | 03 | 07 | 02"
"女性","50至59歲","高中、職","雲嘉南區","本省閩南人","03","08","05",1,1.011976179,1,0.000178571428571429,0.000181533434921903,"女性 | 50至59歲 | 高中、職 | 雲嘉南區 | 本省閩南人 | 03 | 08 | 05"
"女性","50至59歲","高中、職","雲嘉南區","本省閩南人","05","02","10",1,1.116899205,1,0.000178571428571429,0.00020035506107026,"女性 | 50至59歲 | 高中、職 | 雲嘉南區 | 本省閩南人 | 05 | 02 | 10"
"女性","50至59歲","高中、職","雲嘉南區","本省閩南人","05","03","05",1,1.01237841058773,1,0.000178571428571429,0.000181605589270266,"女性 | 50至59歲 | 高中、職 | 雲嘉南區 | 本省閩南人 | 05 | 03 | 05"
"女性","50至59歲","高中、職","雲嘉南區","本省閩南人","05","04","04",1,1.01237841058773,1,0.000178571428571429,0.000181605589270266,"女性 | 50至59歲 | 高中、職 | 雲嘉南區 | 本省閩南人 | 05 | 04 | 04"
"女性","50至59歲","高中、職","雲嘉南區","本省閩南人","05","05","03",1,1.011976179,1,0.000178571428571429,0.000181533434921903,"女性 | 50至59歲 | 高中、職 | 雲嘉南區 | 本省閩南人 | 05 | 05 | 03"
"女性","50至59歲","高中、職","雲嘉南區","本省閩南人","05","05","05",1,1.01237841058773,1,0.000178571428571429,0.000181605589270266,"女性 | 50至59歲 | 高中、職 | 雲嘉南區 | 本省閩南人 | 05 | 05 | 05"
"女性","50至59歲","高中、職","雲嘉南區","本省閩南人","05","07","03",1,1.01237841058773,1,0.000178571428571429,0.000181605589270266,"女性 | 50至59歲 | 高中、職 | 雲嘉南區 | 本省閩南人 | 05 | 07 | 03"
"女性","50至59歲","高中、職","雲嘉南區","本省閩南人","05","07","05",1,1.01237841058773,1,0.000178571428571429,0.000181605589270266,"女性 | 50至59歲 | 高中、職 | 雲嘉南區 | 本省閩南人 | 05 | 07 | 05"
"女性","50至59歲","高中、職","雲嘉南區","本省閩南人","06","00","02",1,1.116899205,1,0.000178571428571429,0.00020035506107026,"女性 | 50至59歲 | 高中、職 | 雲嘉南區 | 本省閩南人 | 06 | 00 | 02"
"女性","50至59歲","高中、職","雲嘉南區","本省閩南人","06","04","05",1,1.01237841058773,1,0.000178571428571429,0.000181605589270266,"女性 | 50至59歲 | 高中、職 | 雲嘉南區 | 本省閩南人 | 06 | 04 | 05"
