"lambda","n_eff","min_w","max_w","imbalance","imbalance_order1","pct_improvement","deff","selected"
1,3249.83733525159,0.01,6.9212324803301,2.84557438693667e-15,2.84557438693667e-15,NA,2.69367328174975,TRUE
