"lambda","n_eff","min_w","max_w","imbalance","imbalance_order1","pct_improvement","deff","selected"
1,950.388098178552,0.01,8.92036761549367,4.96901961549614e-15,4.96901961549614e-15,NA,3.29128700790225,TRUE
