"sex","age","edu","arear","ethnicity","party_kmt","party_dpp","party_tpp","n","n_wt","prop","prop_wt","cell"
"女性","40至49歲","大學及以上","中彰投區","本省閩南人","08","02","06",1,0.93484483259524,0.000377500943752359,0.000354224883299144,"女性 | 40至49歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 08 | 02 | 06"
"女性","40至49歲","大學及以上","中彰投區","本省閩南人","09","00","05",1,0.93484483259524,0.000377500943752359,0.000354224883299144,"女性 | 40至49歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 09 | 00 | 05"
"女性","40至49歲","大學及以上","北北基宜蘭區","大陸各省市","02","00","08",1,0.912977955942515,0.000377500943752359,0.000345939238922285,"女性 | 40至49歲 | 大學及以上 | 北北基宜蘭區 | 大陸各省市 | 02 | 00 | 08"
"女性","40至49歲","大學及以上","北北基宜蘭區","大陸各省市","02","02","02",1,0.912977955942515,0.000377500943752359,0.000345939238922285,"女性 | 40至49歲 | 大學及以上 | 北北基宜蘭區 | 大陸各省市 | 02 | 02 | 02"
"女性","40至49歲","大學及以上","北北基宜蘭區","大陸各省市","02","04","07",1,0.912977955942515,0.000377500943752359,0.000345939238922285,"女性 | 40至49歲 | 大學及以上 | 北北基宜蘭區 | 大陸各省市 | 02 | 04 | 07"
"女性","40至49歲","大學及以上","北北基宜蘭區","大陸各省市","05","05","04",1,0.912977955942515,0.000377500943752359,0.000345939238922285,"女性 | 40至49歲 | 大學及以上 | 北北基宜蘭區 | 大陸各省市 | 05 | 05 | 04"
"女性","40至49歲","大學及以上","北北基宜蘭區","大陸各省市","05","05","05",1,0.912977955942515,0.000377500943752359,0.000345939238922285,"女性 | 40至49歲 | 大學及以上 | 北北基宜蘭區 | 大陸各省市 | 05 | 05 | 05"
"女性","40至49歲","大學及以上","北北基宜蘭區","大陸各省市","05","09","02",1,0.912977955942515,0.000377500943752359,0.000345939238922285,"女性 | 40至49歲 | 大學及以上 | 北北基宜蘭區 | 大陸各省市 | 05 | 09 | 02"
"女性","40至49歲","大學及以上","北北基宜蘭區","大陸各省市","06","00","10",1,0.912977955942515,0.000377500943752359,0.000345939238922285,"女性 | 40至49歲 | 大學及以上 | 北北基宜蘭區 | 大陸各省市 | 06 | 00 | 10"
"女性","40至49歲","大學及以上","北北基宜蘭區","大陸各省市","06","05","00",1,0.912977955942515,0.000377500943752359,0.000345939238922285,"女性 | 40至49歲 | 大學及以上 | 北北基宜蘭區 | 大陸各省市 | 06 | 05 | 00"
"女性","40至49歲","大學及以上","北北基宜蘭區","大陸各省市","07","01","06",1,0.912977955942515,0.000377500943752359,0.000345939238922285,"女性 | 40至49歲 | 大學及以上 | 北北基宜蘭區 | 大陸各省市 | 07 | 01 | 06"
"女性","40至49歲","大學及以上","北北基宜蘭區","本省客家人","04","03","04",1,0.912977955942515,0.000377500943752359,0.000345939238922285,"女性 | 40至49歲 | 大學及以上 | 北北基宜蘭區 | 本省客家人 | 04 | 03 | 04"
"女性","40至49歲","大學及以上","北北基宜蘭區","本省客家人","06","01","03",1,0.912977955942515,0.000377500943752359,0.000345939238922285,"女性 | 40至49歲 | 大學及以上 | 北北基宜蘭區 | 本省客家人 | 06 | 01 | 03"
"女性","40至49歲","大學及以上","北北基宜蘭區","本省閩南人","00","05","05",1,0.912977955942515,0.000377500943752359,0.000345939238922285,"女性 | 40至49歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 00 | 05 | 05"
"女性","40至49歲","大學及以上","北北基宜蘭區","本省閩南人","00","08","01",1,0.912977955942515,0.000377500943752359,0.000345939238922285,"女性 | 40至49歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 00 | 08 | 01"
"女性","40至49歲","大學及以上","北北基宜蘭區","本省閩南人","01","00","10",1,0.912977955942515,0.000377500943752359,0.000345939238922285,"女性 | 40至49歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 01 | 00 | 10"
"女性","40至49歲","大學及以上","北北基宜蘭區","本省閩南人","01","02","02",1,0.912977955942515,0.000377500943752359,0.000345939238922285,"女性 | 40至49歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 01 | 02 | 02"
"女性","40至49歲","大學及以上","北北基宜蘭區","本省閩南人","01","07","05",1,0.912977955942515,0.000377500943752359,0.000345939238922285,"女性 | 40至49歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 01 | 07 | 05"
"女性","40至49歲","大學及以上","北北基宜蘭區","本省閩南人","02","01","01",1,0.912977955942515,0.000377500943752359,0.000345939238922285,"女性 | 40至49歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 02 | 01 | 01"
"女性","40至49歲","大學及以上","北北基宜蘭區","本省閩南人","02","05","04",1,0.912977955942515,0.000377500943752359,0.000345939238922285,"女性 | 40至49歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 02 | 05 | 04"
"女性","40至49歲","大學及以上","北北基宜蘭區","本省閩南人","03","00","07",1,0.912977955942515,0.000377500943752359,0.000345939238922285,"女性 | 40至49歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 03 | 00 | 07"
"女性","40至49歲","大學及以上","北北基宜蘭區","本省閩南人","03","02","01",1,0.912977955942515,0.000377500943752359,0.000345939238922285,"女性 | 40至49歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 03 | 02 | 01"
"女性","40至49歲","大學及以上","北北基宜蘭區","本省閩南人","03","05","01",1,0.912977955942515,0.000377500943752359,0.000345939238922285,"女性 | 40至49歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 03 | 05 | 01"
"女性","40至49歲","大學及以上","北北基宜蘭區","本省閩南人","03","06","01",1,0.912977955942515,0.000377500943752359,0.000345939238922285,"女性 | 40至49歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 03 | 06 | 01"
"女性","40至49歲","大學及以上","北北基宜蘭區","本省閩南人","03","07","00",1,0.912977955942515,0.000377500943752359,0.000345939238922285,"女性 | 40至49歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 03 | 07 | 00"
"女性","40至49歲","大學及以上","北北基宜蘭區","本省閩南人","03","08","00",1,0.912977955942515,0.000377500943752359,0.000345939238922285,"女性 | 40至49歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 03 | 08 | 00"
"女性","40至49歲","大學及以上","北北基宜蘭區","本省閩南人","04","00","07",1,0.912977955942515,0.000377500943752359,0.000345939238922285,"女性 | 40至49歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 04 | 00 | 07"
"女性","40至49歲","大學及以上","北北基宜蘭區","本省閩南人","04","02","05",1,0.912977955942515,0.000377500943752359,0.000345939238922285,"女性 | 40至49歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 04 | 02 | 05"
"女性","40至49歲","大學及以上","北北基宜蘭區","本省閩南人","04","03","06",1,0.912977955942515,0.000377500943752359,0.000345939238922285,"女性 | 40至49歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 04 | 03 | 06"
"女性","40至49歲","大學及以上","北北基宜蘭區","本省閩南人","04","03","08",1,0.912977955942515,0.000377500943752359,0.000345939238922285,"女性 | 40至49歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 04 | 03 | 08"
"女性","40至49歲","大學及以上","北北基宜蘭區","本省閩南人","04","04","04",1,0.912977955942515,0.000377500943752359,0.000345939238922285,"女性 | 40至49歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 04 | 04 | 04"
"女性","40至49歲","大學及以上","北北基宜蘭區","本省閩南人","04","05","05",1,0.912977955942515,0.000377500943752359,0.000345939238922285,"女性 | 40至49歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 04 | 05 | 05"
"女性","40至49歲","大學及以上","北北基宜蘭區","本省閩南人","05","06","06",1,0.912977955942515,0.000377500943752359,0.000345939238922285,"女性 | 40至49歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 05 | 06 | 06"
"女性","40至49歲","大學及以上","北北基宜蘭區","本省閩南人","06","00","05",1,0.912977955942515,0.000377500943752359,0.000345939238922285,"女性 | 40至49歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 06 | 00 | 05"
"女性","40至49歲","大學及以上","北北基宜蘭區","本省閩南人","06","01","07",1,0.912977955942515,0.000377500943752359,0.000345939238922285,"女性 | 40至49歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 06 | 01 | 07"
"女性","40至49歲","大學及以上","北北基宜蘭區","本省閩南人","06","03","06",1,0.912977955942515,0.000377500943752359,0.000345939238922285,"女性 | 40至49歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 06 | 03 | 06"
"女性","40至49歲","大學及以上","北北基宜蘭區","本省閩南人","06","07","04",1,0.912977955942515,0.000377500943752359,0.000345939238922285,"女性 | 40至49歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 06 | 07 | 04"
"女性","40至49歲","大學及以上","北北基宜蘭區","本省閩南人","07","02","05",1,0.912977955942515,0.000377500943752359,0.000345939238922285,"女性 | 40至49歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 07 | 02 | 05"
"女性","40至49歲","大學及以上","北北基宜蘭區","本省閩南人","07","02","08",1,0.912977955942515,0.000377500943752359,0.000345939238922285,"女性 | 40至49歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 07 | 02 | 08"
"女性","40至49歲","大學及以上","北北基宜蘭區","本省閩南人","07","04","05",1,0.912977955942515,0.000377500943752359,0.000345939238922285,"女性 | 40至49歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 07 | 04 | 05"
"女性","40至49歲","大學及以上","北北基宜蘭區","本省閩南人","07","06","08",1,0.912977955942515,0.000377500943752359,0.000345939238922285,"女性 | 40至49歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 07 | 06 | 08"
"女性","40至49歲","大學及以上","北北基宜蘭區","本省閩南人","08","02","06",1,0.912977955942515,0.000377500943752359,0.000345939238922285,"女性 | 40至49歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 08 | 02 | 06"
"女性","40至49歲","大學及以上","北北基宜蘭區","本省閩南人","08","05","06",1,0.912977955942515,0.000377500943752359,0.000345939238922285,"女性 | 40至49歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 08 | 05 | 06"
"女性","40至49歲","大學及以上","北北基宜蘭區","本省閩南人","08","08","00",1,0.912977955942515,0.000377500943752359,0.000345939238922285,"女性 | 40至49歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 08 | 08 | 00"
"女性","40至49歲","大學及以上","北北基宜蘭區","本省閩南人","08","08","08",1,0.912977955942515,0.000377500943752359,0.000345939238922285,"女性 | 40至49歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 08 | 08 | 08"
"女性","40至49歲","大學及以上","桃竹苗區","大陸各省市","03","00","08",1,0.859526128707727,0.000377500943752359,0.000325685645380129,"女性 | 40至49歲 | 大學及以上 | 桃竹苗區 | 大陸各省市 | 03 | 00 | 08"
"女性","40至49歲","大學及以上","桃竹苗區","大陸各省市","04","04","04",1,0.859526128707727,0.000377500943752359,0.000325685645380129,"女性 | 40至49歲 | 大學及以上 | 桃竹苗區 | 大陸各省市 | 04 | 04 | 04"
"女性","40至49歲","大學及以上","桃竹苗區","大陸各省市","05","02","06",1,0.859526128707727,0.000377500943752359,0.000325685645380129,"女性 | 40至49歲 | 大學及以上 | 桃竹苗區 | 大陸各省市 | 05 | 02 | 06"
"女性","40至49歲","大學及以上","桃竹苗區","本省客家人","03","06","00",1,0.859526128707727,0.000377500943752359,0.000325685645380129,"女性 | 40至49歲 | 大學及以上 | 桃竹苗區 | 本省客家人 | 03 | 06 | 00"
"女性","40至49歲","大學及以上","桃竹苗區","本省客家人","04","04","04",1,0.859526128707727,0.000377500943752359,0.000325685645380129,"女性 | 40至49歲 | 大學及以上 | 桃竹苗區 | 本省客家人 | 04 | 04 | 04"
"女性","40至49歲","大學及以上","桃竹苗區","本省客家人","05","01","05",1,0.859526128707727,0.000377500943752359,0.000325685645380129,"女性 | 40至49歲 | 大學及以上 | 桃竹苗區 | 本省客家人 | 05 | 01 | 05"
"女性","40至49歲","大學及以上","桃竹苗區","本省客家人","05","04","04",1,0.859526128707727,0.000377500943752359,0.000325685645380129,"女性 | 40至49歲 | 大學及以上 | 桃竹苗區 | 本省客家人 | 05 | 04 | 04"
"女性","40至49歲","大學及以上","桃竹苗區","本省客家人","07","07","08",1,0.859526128707727,0.000377500943752359,0.000325685645380129,"女性 | 40至49歲 | 大學及以上 | 桃竹苗區 | 本省客家人 | 07 | 07 | 08"
"女性","40至49歲","大學及以上","桃竹苗區","本省閩南人","02","04","05",1,0.859526128707727,0.000377500943752359,0.000325685645380129,"女性 | 40至49歲 | 大學及以上 | 桃竹苗區 | 本省閩南人 | 02 | 04 | 05"
"女性","40至49歲","大學及以上","桃竹苗區","本省閩南人","03","05","02",1,0.859526128707727,0.000377500943752359,0.000325685645380129,"女性 | 40至49歲 | 大學及以上 | 桃竹苗區 | 本省閩南人 | 03 | 05 | 02"
"女性","40至49歲","大學及以上","桃竹苗區","本省閩南人","03","05","03",1,0.859526128707727,0.000377500943752359,0.000325685645380129,"女性 | 40至49歲 | 大學及以上 | 桃竹苗區 | 本省閩南人 | 03 | 05 | 03"
"女性","40至49歲","大學及以上","桃竹苗區","本省閩南人","03","07","03",1,0.859526128707727,0.000377500943752359,0.000325685645380129,"女性 | 40至49歲 | 大學及以上 | 桃竹苗區 | 本省閩南人 | 03 | 07 | 03"
"女性","40至49歲","大學及以上","桃竹苗區","本省閩南人","03","08","06",1,0.859526128707727,0.000377500943752359,0.000325685645380129,"女性 | 40至49歲 | 大學及以上 | 桃竹苗區 | 本省閩南人 | 03 | 08 | 06"
"女性","40至49歲","大學及以上","桃竹苗區","本省閩南人","04","02","06",1,0.859526128707727,0.000377500943752359,0.000325685645380129,"女性 | 40至49歲 | 大學及以上 | 桃竹苗區 | 本省閩南人 | 04 | 02 | 06"
"女性","40至49歲","大學及以上","桃竹苗區","本省閩南人","06","05","07",1,0.859526128707727,0.000377500943752359,0.000325685645380129,"女性 | 40至49歲 | 大學及以上 | 桃竹苗區 | 本省閩南人 | 06 | 05 | 07"
"女性","40至49歲","大學及以上","桃竹苗區","本省閩南人","07","05","06",1,0.859526128707727,0.000377500943752359,0.000325685645380129,"女性 | 40至49歲 | 大學及以上 | 桃竹苗區 | 本省閩南人 | 07 | 05 | 06"
"女性","40至49歲","大學及以上","桃竹苗區","本省閩南人","07","07","07",1,0.859526128707727,0.000377500943752359,0.000325685645380129,"女性 | 40至49歲 | 大學及以上 | 桃竹苗區 | 本省閩南人 | 07 | 07 | 07"
"女性","40至49歲","大學及以上","桃竹苗區","本省閩南人","07","08","04",1,0.859526128707727,0.000377500943752359,0.000325685645380129,"女性 | 40至49歲 | 大學及以上 | 桃竹苗區 | 本省閩南人 | 07 | 08 | 04"
"女性","40至49歲","大學及以上","花東區","大陸各省市","00","09","00",1,0.723037490440886,0.000377500943752359,0.00027396832259458,"女性 | 40至49歲 | 大學及以上 | 花東區 | 大陸各省市 | 00 | 09 | 00"
"女性","40至49歲","大學及以上","花東區","本省閩南人","03","05","05",1,0.723037490440886,0.000377500943752359,0.00027396832259458,"女性 | 40至49歲 | 大學及以上 | 花東區 | 本省閩南人 | 03 | 05 | 05"
"女性","40至49歲","大學及以上","花東區","本省閩南人","03","07","03",1,0.723037490440886,0.000377500943752359,0.00027396832259458,"女性 | 40至49歲 | 大學及以上 | 花東區 | 本省閩南人 | 03 | 07 | 03"
"女性","40至49歲","大學及以上","花東區","本省閩南人","07","08","09",1,0.723037490440886,0.000377500943752359,0.00027396832259458,"女性 | 40至49歲 | 大學及以上 | 花東區 | 本省閩南人 | 07 | 08 | 09"
"女性","40至49歲","大學及以上","雲嘉南區","大陸各省市","06","05","06",1,0.805469988980862,0.000377500943752359,0.000305203069963636,"女性 | 40至49歲 | 大學及以上 | 雲嘉南區 | 大陸各省市 | 06 | 05 | 06"
"女性","40至49歲","大學及以上","雲嘉南區","本省閩南人","00","06","01",1,0.805469988980862,0.000377500943752359,0.000305203069963636,"女性 | 40至49歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 00 | 06 | 01"
"女性","40至49歲","大學及以上","雲嘉南區","本省閩南人","00","08","00",1,0.805469988980862,0.000377500943752359,0.000305203069963636,"女性 | 40至49歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 00 | 08 | 00"
"女性","40至49歲","大學及以上","雲嘉南區","本省閩南人","01","09","03",1,0.805469988980862,0.000377500943752359,0.000305203069963636,"女性 | 40至49歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 01 | 09 | 03"
"女性","40至49歲","大學及以上","雲嘉南區","本省閩南人","02","02","02",1,0.805469988980862,0.000377500943752359,0.000305203069963636,"女性 | 40至49歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 02 | 02 | 02"
"女性","40至49歲","大學及以上","雲嘉南區","本省閩南人","03","05","00",1,0.805469988980862,0.000377500943752359,0.000305203069963636,"女性 | 40至49歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 03 | 05 | 00"
"女性","40至49歲","大學及以上","雲嘉南區","本省閩南人","04","03","05",1,0.805469988980862,0.000377500943752359,0.000305203069963636,"女性 | 40至49歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 04 | 03 | 05"
"女性","40至49歲","大學及以上","雲嘉南區","本省閩南人","04","08","07",1,0.805469988980862,0.000377500943752359,0.000305203069963636,"女性 | 40至49歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 04 | 08 | 07"
"女性","40至49歲","大學及以上","雲嘉南區","本省閩南人","05","00","05",1,0.805469988980862,0.000377500943752359,0.000305203069963636,"女性 | 40至49歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 05 | 00 | 05"
"女性","40至49歲","大學及以上","雲嘉南區","本省閩南人","05","04","05",1,0.805469988980862,0.000377500943752359,0.000305203069963636,"女性 | 40至49歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 05 | 04 | 05"
"女性","40至49歲","大學及以上","雲嘉南區","本省閩南人","05","06","05",1,0.805469988980862,0.000377500943752359,0.000305203069963636,"女性 | 40至49歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 05 | 06 | 05"
"女性","40至49歲","大學及以上","雲嘉南區","本省閩南人","05","09","06",1,0.805469988980862,0.000377500943752359,0.000305203069963636,"女性 | 40至49歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 05 | 09 | 06"
"女性","40至49歲","大學及以上","雲嘉南區","本省閩南人","06","03","06",1,0.805469988980862,0.000377500943752359,0.000305203069963636,"女性 | 40至49歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 06 | 03 | 06"
"女性","40至49歲","大學及以上","雲嘉南區","本省閩南人","06","07","05",1,0.805469988980862,0.000377500943752359,0.000305203069963636,"女性 | 40至49歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 06 | 07 | 05"
"女性","40至49歲","大學及以上","雲嘉南區","本省閩南人","07","08","03",1,0.805469988980862,0.000377500943752359,0.000305203069963636,"女性 | 40至49歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 07 | 08 | 03"
"女性","40至49歲","大學及以上","高屏區","本省客家人","01","10","02",1,1.15364544738658,0.000377500943752359,0.000437131286092302,"女性 | 40至49歲 | 大學及以上 | 高屏區 | 本省客家人 | 01 | 10 | 02"
"女性","40至49歲","大學及以上","高屏區","本省閩南人","02","07","00",1,1.15364544738658,0.000377500943752359,0.000437131286092302,"女性 | 40至49歲 | 大學及以上 | 高屏區 | 本省閩南人 | 02 | 07 | 00"
"女性","40至49歲","大學及以上","高屏區","本省閩南人","03","08","06",1,1.15364544738658,0.000377500943752359,0.000437131286092302,"女性 | 40至49歲 | 大學及以上 | 高屏區 | 本省閩南人 | 03 | 08 | 06"
"女性","40至49歲","大學及以上","高屏區","本省閩南人","04","04","06",1,1.15364544738658,0.000377500943752359,0.000437131286092302,"女性 | 40至49歲 | 大學及以上 | 高屏區 | 本省閩南人 | 04 | 04 | 06"
"女性","40至49歲","大學及以上","高屏區","本省閩南人","05","02","05",1,1.15364544738658,0.000377500943752359,0.000437131286092302,"女性 | 40至49歲 | 大學及以上 | 高屏區 | 本省閩南人 | 05 | 02 | 05"
"女性","40至49歲","大學及以上","高屏區","本省閩南人","05","03","02",1,1.15364544738658,0.000377500943752359,0.000437131286092302,"女性 | 40至49歲 | 大學及以上 | 高屏區 | 本省閩南人 | 05 | 03 | 02"
"女性","40至49歲","大學及以上","高屏區","本省閩南人","05","05","05",1,1.15364544738658,0.000377500943752359,0.000437131286092302,"女性 | 40至49歲 | 大學及以上 | 高屏區 | 本省閩南人 | 05 | 05 | 05"
"女性","40至49歲","大學及以上","高屏區","本省閩南人","06","06","03",1,1.15364544738658,0.000377500943752359,0.000437131286092302,"女性 | 40至49歲 | 大學及以上 | 高屏區 | 本省閩南人 | 06 | 06 | 03"
"女性","40至49歲","大學及以上","高屏區","本省閩南人","07","07","05",1,1.15364544738658,0.000377500943752359,0.000437131286092302,"女性 | 40至49歲 | 大學及以上 | 高屏區 | 本省閩南人 | 07 | 07 | 05"
"女性","40至49歲","大學及以上","高屏區","本省閩南人","07","09","06",1,1.15364544738658,0.000377500943752359,0.000437131286092302,"女性 | 40至49歲 | 大學及以上 | 高屏區 | 本省閩南人 | 07 | 09 | 06"
"女性","40至49歲","大學及以上","高屏區","本省閩南人","08","01","05",1,1.15364544738658,0.000377500943752359,0.000437131286092302,"女性 | 40至49歲 | 大學及以上 | 高屏區 | 本省閩南人 | 08 | 01 | 05"
"女性","40至49歲","專科","中彰投區","大陸各省市","05","03","05",1,1.01178194275901,0.000377500943752359,0.000383377356435758,"女性 | 40至49歲 | 專科 | 中彰投區 | 大陸各省市 | 05 | 03 | 05"
"女性","40至49歲","專科","中彰投區","本省閩南人","00","05","03",1,1.01178194275901,0.000377500943752359,0.000383377356435758,"女性 | 40至49歲 | 專科 | 中彰投區 | 本省閩南人 | 00 | 05 | 03"
"女性","40至49歲","專科","中彰投區","本省閩南人","02","05","04",1,1.01178194275901,0.000377500943752359,0.000383377356435758,"女性 | 40至49歲 | 專科 | 中彰投區 | 本省閩南人 | 02 | 05 | 04"
"女性","40至49歲","專科","中彰投區","本省閩南人","03","08","02",1,1.01178194275901,0.000377500943752359,0.000383377356435758,"女性 | 40至49歲 | 專科 | 中彰投區 | 本省閩南人 | 03 | 08 | 02"
"女性","40至49歲","專科","中彰投區","本省閩南人","03","09","06",1,1.01178194275901,0.000377500943752359,0.000383377356435758,"女性 | 40至49歲 | 專科 | 中彰投區 | 本省閩南人 | 03 | 09 | 06"
"女性","40至49歲","專科","中彰投區","本省閩南人","04","03","03",1,1.01178194275901,0.000377500943752359,0.000383377356435758,"女性 | 40至49歲 | 專科 | 中彰投區 | 本省閩南人 | 04 | 03 | 03"
"女性","40至49歲","專科","中彰投區","本省閩南人","06","00","07",1,1.01178194275901,0.000377500943752359,0.000383377356435758,"女性 | 40至49歲 | 專科 | 中彰投區 | 本省閩南人 | 06 | 00 | 07"
"女性","40至49歲","專科","中彰投區","本省閩南人","06","04","05",1,1.01178194275901,0.000377500943752359,0.000383377356435758,"女性 | 40至49歲 | 專科 | 中彰投區 | 本省閩南人 | 06 | 04 | 05"
"女性","40至49歲","專科","北北基宜蘭區","大陸各省市","05","05","05",1,0.988115436649813,0.000377500943752359,0.000374409809017909,"女性 | 40至49歲 | 專科 | 北北基宜蘭區 | 大陸各省市 | 05 | 05 | 05"
"女性","40至49歲","專科","北北基宜蘭區","本省客家人","05","04","06",1,0.988115436649813,0.000377500943752359,0.000374409809017909,"女性 | 40至49歲 | 專科 | 北北基宜蘭區 | 本省客家人 | 05 | 04 | 06"
"女性","40至49歲","專科","北北基宜蘭區","本省客家人","08","03","05",1,0.988115436649813,0.000377500943752359,0.000374409809017909,"女性 | 40至49歲 | 專科 | 北北基宜蘭區 | 本省客家人 | 08 | 03 | 05"
"女性","40至49歲","專科","北北基宜蘭區","本省閩南人","00","10","00",1,0.988115436649813,0.000377500943752359,0.000374409809017909,"女性 | 40至49歲 | 專科 | 北北基宜蘭區 | 本省閩南人 | 00 | 10 | 00"
"女性","40至49歲","專科","北北基宜蘭區","本省閩南人","01","05","01",1,0.988115436649813,0.000377500943752359,0.000374409809017909,"女性 | 40至49歲 | 專科 | 北北基宜蘭區 | 本省閩南人 | 01 | 05 | 01"
"女性","40至49歲","專科","北北基宜蘭區","本省閩南人","02","04","07",1,0.988115436649813,0.000377500943752359,0.000374409809017909,"女性 | 40至49歲 | 專科 | 北北基宜蘭區 | 本省閩南人 | 02 | 04 | 07"
"女性","40至49歲","專科","北北基宜蘭區","本省閩南人","02","08","01",1,0.988115436649813,0.000377500943752359,0.000374409809017909,"女性 | 40至49歲 | 專科 | 北北基宜蘭區 | 本省閩南人 | 02 | 08 | 01"
"女性","40至49歲","專科","北北基宜蘭區","本省閩南人","04","02","06",1,0.988115436649813,0.000377500943752359,0.000374409809017909,"女性 | 40至49歲 | 專科 | 北北基宜蘭區 | 本省閩南人 | 04 | 02 | 06"
"女性","40至49歲","專科","北北基宜蘭區","本省閩南人","05","04","05",1,0.988115436649813,0.000377500943752359,0.000374409809017909,"女性 | 40至49歲 | 專科 | 北北基宜蘭區 | 本省閩南人 | 05 | 04 | 05"
"女性","40至49歲","專科","北北基宜蘭區","本省閩南人","05","05","04",1,0.988115436649813,0.000377500943752359,0.000374409809017909,"女性 | 40至49歲 | 專科 | 北北基宜蘭區 | 本省閩南人 | 05 | 05 | 04"
"女性","40至49歲","專科","北北基宜蘭區","本省閩南人","05","05","05",1,0.988115436649813,0.000377500943752359,0.000374409809017909,"女性 | 40至49歲 | 專科 | 北北基宜蘭區 | 本省閩南人 | 05 | 05 | 05"
"女性","40至49歲","專科","北北基宜蘭區","本省閩南人","05","06","06",1,0.988115436649813,0.000377500943752359,0.000374409809017909,"女性 | 40至49歲 | 專科 | 北北基宜蘭區 | 本省閩南人 | 05 | 06 | 06"
"女性","40至49歲","專科","北北基宜蘭區","本省閩南人","06","03","05",1,0.988115436649813,0.000377500943752359,0.000374409809017909,"女性 | 40至49歲 | 專科 | 北北基宜蘭區 | 本省閩南人 | 06 | 03 | 05"
"女性","40至49歲","專科","北北基宜蘭區","本省閩南人","06","07","06",1,0.988115436649813,0.000377500943752359,0.000374409809017909,"女性 | 40至49歲 | 專科 | 北北基宜蘭區 | 本省閩南人 | 06 | 07 | 06"
"女性","40至49歲","專科","北北基宜蘭區","本省閩南人","07","04","03",1,0.988115436649813,0.000377500943752359,0.000374409809017909,"女性 | 40至49歲 | 專科 | 北北基宜蘭區 | 本省閩南人 | 07 | 04 | 03"
"女性","40至49歲","專科","北北基宜蘭區","本省閩南人","08","02","05",1,0.988115436649813,0.000377500943752359,0.000374409809017909,"女性 | 40至49歲 | 專科 | 北北基宜蘭區 | 本省閩南人 | 08 | 02 | 05"
"女性","40至49歲","專科","桃竹苗區","本省客家人","08","00","08",1,0.930264559458253,0.000377500943752359,0.000352489358150095,"女性 | 40至49歲 | 專科 | 桃竹苗區 | 本省客家人 | 08 | 00 | 08"
"女性","40至49歲","專科","桃竹苗區","本省閩南人","00","05","05",1,0.930264559458253,0.000377500943752359,0.000352489358150095,"女性 | 40至49歲 | 專科 | 桃竹苗區 | 本省閩南人 | 00 | 05 | 05"
