"sex","age","edu","arear","ethnicity","party_kmt","party_dpp","party_tpp","n","n_wt","prop","prop_wt","cell"
"男性","20至29歲","大學及以上","雲嘉南區","本省閩南人","02","01","09",1,1.23710676826482,0.000377500943752359,0.000468755867645598,"男性 | 20至29歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 02 | 01 | 09"
"男性","20至29歲","大學及以上","雲嘉南區","本省閩南人","02","05","02",1,1.23710676826482,0.000377500943752359,0.000468755867645598,"男性 | 20至29歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 02 | 05 | 02"
"男性","20至29歲","大學及以上","雲嘉南區","本省閩南人","03","03","03",1,1.23710676826482,0.000377500943752359,0.000468755867645598,"男性 | 20至29歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 03 | 03 | 03"
"男性","20至29歲","大學及以上","雲嘉南區","本省閩南人","03","07","05",1,1.23710676826482,0.000377500943752359,0.000468755867645598,"男性 | 20至29歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 03 | 07 | 05"
"男性","20至29歲","大學及以上","雲嘉南區","本省閩南人","04","00","06",1,1.23710676826482,0.000377500943752359,0.000468755867645598,"男性 | 20至29歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 04 | 00 | 06"
"男性","20至29歲","大學及以上","雲嘉南區","本省閩南人","04","04","07",1,1.23710676826482,0.000377500943752359,0.000468755867645598,"男性 | 20至29歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 04 | 04 | 07"
"男性","20至29歲","大學及以上","雲嘉南區","本省閩南人","05","04","06",1,1.23710676826482,0.000377500943752359,0.000468755867645598,"男性 | 20至29歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 05 | 04 | 06"
"男性","20至29歲","大學及以上","雲嘉南區","本省閩南人","05","05","06",1,1.23710676826482,0.000377500943752359,0.000468755867645598,"男性 | 20至29歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 05 | 05 | 06"
"男性","20至29歲","大學及以上","雲嘉南區","本省閩南人","06","04","07",1,1.23710676826482,0.000377500943752359,0.000468755867645598,"男性 | 20至29歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 06 | 04 | 07"
"男性","20至29歲","大學及以上","雲嘉南區","本省閩南人","06","05","08",1,1.23710676826482,0.000377500943752359,0.000468755867645598,"男性 | 20至29歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 06 | 05 | 08"
"男性","20至29歲","大學及以上","雲嘉南區","本省閩南人","06","07","03",1,1.23710676826482,0.000377500943752359,0.000468755867645598,"男性 | 20至29歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 06 | 07 | 03"
"男性","20至29歲","大學及以上","高屏區","本省閩南人","00","00","00",1,1.77186314904868,0.000377500943752359,0.00067138202545488,"男性 | 20至29歲 | 大學及以上 | 高屏區 | 本省閩南人 | 00 | 00 | 00"
"男性","20至29歲","大學及以上","高屏區","本省閩南人","00","06","00",1,1.77186314904868,0.000377500943752359,0.00067138202545488,"男性 | 20至29歲 | 大學及以上 | 高屏區 | 本省閩南人 | 00 | 06 | 00"
"男性","20至29歲","大學及以上","高屏區","本省閩南人","03","04","04",1,1.77186314904868,0.000377500943752359,0.00067138202545488,"男性 | 20至29歲 | 大學及以上 | 高屏區 | 本省閩南人 | 03 | 04 | 04"
"男性","20至29歲","大學及以上","高屏區","本省閩南人","04","05","05",1,1.77186314904868,0.000377500943752359,0.00067138202545488,"男性 | 20至29歲 | 大學及以上 | 高屏區 | 本省閩南人 | 04 | 05 | 05"
"男性","20至29歲","大學及以上","高屏區","本省閩南人","06","02","05",1,1.77186314904868,0.000377500943752359,0.00067138202545488,"男性 | 20至29歲 | 大學及以上 | 高屏區 | 本省閩南人 | 06 | 02 | 05"
"男性","20至29歲","專科","中彰投區","本省閩南人","04","05","03",1,1.55397756157125,0.000377500943752359,0.000588822338429071,"男性 | 20至29歲 | 專科 | 中彰投區 | 本省閩南人 | 04 | 05 | 03"
"男性","20至29歲","專科","中彰投區","本省閩南人","05","00","05",1,1.55397756157125,0.000377500943752359,0.000588822338429071,"男性 | 20至29歲 | 專科 | 中彰投區 | 本省閩南人 | 05 | 00 | 05"
"男性","20至29歲","專科","中彰投區","本省閩南人","06","00","07",1,1.55397756157125,0.000377500943752359,0.000588822338429071,"男性 | 20至29歲 | 專科 | 中彰投區 | 本省閩南人 | 06 | 00 | 07"
"男性","20至29歲","專科","桃竹苗區","本省閩南人","06","00","08",1,1.42877648891526,0.000377500943752359,0.000541382021272508,"男性 | 20至29歲 | 專科 | 桃竹苗區 | 本省閩南人 | 06 | 00 | 08"
"男性","20至29歲","專科","雲嘉南區","本省閩南人","03","07","00",1,1.3389198354132,0.000377500943752359,0.000507334164889691,"男性 | 20至29歲 | 專科 | 雲嘉南區 | 本省閩南人 | 03 | 07 | 00"
"男性","20至29歲","專科","高屏區","本省閩南人","05","05","05",1,1.91768631193126,0.000377500943752359,0.00072663632119827,"男性 | 20至29歲 | 專科 | 高屏區 | 本省閩南人 | 05 | 05 | 05"
"男性","20至29歲","高中、職","中彰投區","本省閩南人","05","00","08",1,1.99852409396533,0.000377500943752359,0.000757266809712269,"男性 | 20至29歲 | 高中、職 | 中彰投區 | 本省閩南人 | 05 | 00 | 08"
"男性","20至29歲","高中、職","中彰投區","本省閩南人","06","03","06",1,1.99852409396533,0.000377500943752359,0.000757266809712269,"男性 | 20至29歲 | 高中、職 | 中彰投區 | 本省閩南人 | 06 | 03 | 06"
"男性","20至29歲","高中、職","中彰投區","本省閩南人","06","07","07",1,1.99852409396533,0.000377500943752359,0.000757266809712269,"男性 | 20至29歲 | 高中、職 | 中彰投區 | 本省閩南人 | 06 | 07 | 07"
"男性","20至29歲","高中、職","北北基宜蘭區","本省閩南人","03","06","09",1,1.95177678539978,0.000377500943752359,0.000739553645619345,"男性 | 20至29歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 03 | 06 | 09"
"男性","20至29歲","高中、職","北北基宜蘭區","本省閩南人","09","05","05",1,1.95177678539978,0.000377500943752359,0.000739553645619345,"男性 | 20至29歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 09 | 05 | 05"
"男性","20至29歲","高中、職","桃竹苗區","本省客家人","00","00","00",1,1.83750673664887,0.000377500943752359,0.000696255235795536,"男性 | 20至29歲 | 高中、職 | 桃竹苗區 | 本省客家人 | 00 | 00 | 00"
"男性","20至29歲","高中、職","桃竹苗區","本省客家人","03","03","04",1,1.83750673664887,0.000377500943752359,0.000696255235795536,"男性 | 20至29歲 | 高中、職 | 桃竹苗區 | 本省客家人 | 03 | 03 | 04"
"男性","20至29歲","高中、職","桃竹苗區","本省閩南人","03","04","05",1,1.83750673664887,0.000377500943752359,0.000696255235795536,"男性 | 20至29歲 | 高中、職 | 桃竹苗區 | 本省閩南人 | 03 | 04 | 05"
"男性","20至29歲","高中、職","桃竹苗區","本省閩南人","05","02","05",1,1.83750673664887,0.000377500943752359,0.000696255235795536,"男性 | 20至29歲 | 高中、職 | 桃竹苗區 | 本省閩南人 | 05 | 02 | 05"
"男性","20至29歲","高中、職","桃竹苗區","本省閩南人","05","04","06",1,1.83750673664887,0.000377500943752359,0.000696255235795536,"男性 | 20至29歲 | 高中、職 | 桃竹苗區 | 本省閩南人 | 05 | 04 | 06"
"男性","20至29歲","高中、職","桃竹苗區","本省閩南人","05","04","08",1,1.83750673664887,0.000377500943752359,0.000696255235795536,"男性 | 20至29歲 | 高中、職 | 桃竹苗區 | 本省閩南人 | 05 | 04 | 08"
"男性","20至29歲","高中、職","桃竹苗區","本省閩南人","05","05","05",1,1.83750673664887,0.000377500943752359,0.000696255235795536,"男性 | 20至29歲 | 高中、職 | 桃竹苗區 | 本省閩南人 | 05 | 05 | 05"
"男性","20至29歲","高中、職","桃竹苗區","本省閩南人","07","02","05",1,1.83750673664887,0.000377500943752359,0.000696255235795536,"男性 | 20至29歲 | 高中、職 | 桃竹苗區 | 本省閩南人 | 07 | 02 | 05"
"男性","20至29歲","高中、職","桃竹苗區","本省閩南人","10","05","05",1,1.83750673664887,0.000377500943752359,0.000696255235795536,"男性 | 20至29歲 | 高中、職 | 桃竹苗區 | 本省閩南人 | 10 | 05 | 05"
"男性","20至29歲","高中、職","花東區","原住民","02","01","03",1,1.54571945536119,0.000377500943752359,0.000585693234425354,"男性 | 20至29歲 | 高中、職 | 花東區 | 原住民 | 02 | 01 | 03"
"男性","20至29歲","高中、職","花東區","原住民","05","02","05",1,1.54571945536119,0.000377500943752359,0.000585693234425354,"男性 | 20至29歲 | 高中、職 | 花東區 | 原住民 | 05 | 02 | 05"
"男性","20至29歲","高中、職","雲嘉南區","本省閩南人","03","05","10",1,1.72194478037107,0.000377500943752359,0.000652467305382866,"男性 | 20至29歲 | 高中、職 | 雲嘉南區 | 本省閩南人 | 03 | 05 | 10"
"男性","20至29歲","高中、職","雲嘉南區","本省閩南人","05","03","06",1,1.72194478037107,0.000377500943752359,0.000652467305382866,"男性 | 20至29歲 | 高中、職 | 雲嘉南區 | 本省閩南人 | 05 | 03 | 06"
"男性","20至29歲","高中、職","雲嘉南區","本省閩南人","05","05","05",1,1.72194478037107,0.000377500943752359,0.000652467305382866,"男性 | 20至29歲 | 高中、職 | 雲嘉南區 | 本省閩南人 | 05 | 05 | 05"
"男性","20至29歲","高中、職","雲嘉南區","本省閩南人","06","05","07",1,1.72194478037107,0.000377500943752359,0.000652467305382866,"男性 | 20至29歲 | 高中、職 | 雲嘉南區 | 本省閩南人 | 06 | 05 | 07"
"男性","20至29歲","高中、職","高屏區","本省閩南人","00","00","03",1,2.46627904664661,0.000377500943752359,0.00093450525372885,"男性 | 20至29歲 | 高中、職 | 高屏區 | 本省閩南人 | 00 | 00 | 03"
"男性","20至29歲","高中、職","高屏區","本省閩南人","05","05","04",1,2.46627904664661,0.000377500943752359,0.00093450525372885,"男性 | 20至29歲 | 高中、職 | 高屏區 | 本省閩南人 | 05 | 05 | 04"
"男性","20至29歲","高中、職","高屏區","本省閩南人","05","05","05",1,2.46627904664661,0.000377500943752359,0.00093450525372885,"男性 | 20至29歲 | 高中、職 | 高屏區 | 本省閩南人 | 05 | 05 | 05"
"男性","20至29歲","高中、職","高屏區","本省閩南人","05","05","06",1,2.46627904664661,0.000377500943752359,0.00093450525372885,"男性 | 20至29歲 | 高中、職 | 高屏區 | 本省閩南人 | 05 | 05 | 06"
"男性","20至29歲","高中、職","高屏區","本省閩南人","06","01","10",1,2.46627904664661,0.000377500943752359,0.00093450525372885,"男性 | 20至29歲 | 高中、職 | 高屏區 | 本省閩南人 | 06 | 01 | 10"
"男性","20至29歲","高中、職","高屏區","本省閩南人","06","04","05",1,2.46627904664661,0.000377500943752359,0.00093450525372885,"男性 | 20至29歲 | 高中、職 | 高屏區 | 本省閩南人 | 06 | 04 | 05"
"男性","20至29歲","高中、職","高屏區","本省閩南人","06","04","06",1,2.46627904664661,0.000377500943752359,0.00093450525372885,"男性 | 20至29歲 | 高中、職 | 高屏區 | 本省閩南人 | 06 | 04 | 06"
"男性","30至39歲","國、初中","中彰投區","本省閩南人","00","00","00",1,1.92384200267842,0.000377500943752359,0.000728968792599415,"男性 | 30至39歲 | 國、初中 | 中彰投區 | 本省閩南人 | 00 | 00 | 00"
"男性","30至39歲","國、初中","桃竹苗區","本省閩南人","00","00","00",1,1.76884164211181,0.000377500943752359,0.000670237137121777,"男性 | 30至39歲 | 國、初中 | 桃竹苗區 | 本省閩南人 | 00 | 00 | 00"
"男性","30至39歲","大學及以上","中彰投區","台灣人","05","02","04",1,1.17393037639444,0.000377500943752359,0.000444817509901864,"男性 | 30至39歲 | 大學及以上 | 中彰投區 | 台灣人 | 05 | 02 | 04"
"男性","30至39歲","大學及以上","中彰投區","大陸各省市","04","04","04",1,1.17393037639444,0.000377500943752359,0.000444817509901864,"男性 | 30至39歲 | 大學及以上 | 中彰投區 | 大陸各省市 | 04 | 04 | 04"
"男性","30至39歲","大學及以上","中彰投區","本省客家人","01","01","02",1,1.17393037639444,0.000377500943752359,0.000444817509901864,"男性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省客家人 | 01 | 01 | 02"
"男性","30至39歲","大學及以上","中彰投區","本省客家人","02","00","05",1,1.17393037639444,0.000377500943752359,0.000444817509901864,"男性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省客家人 | 02 | 00 | 05"
"男性","30至39歲","大學及以上","中彰投區","本省客家人","04","07","06",1,1.17393037639444,0.000377500943752359,0.000444817509901864,"男性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省客家人 | 04 | 07 | 06"
"男性","30至39歲","大學及以上","中彰投區","本省閩南人","00","04","00",1,1.17393037639444,0.000377500943752359,0.000444817509901864,"男性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 00 | 04 | 00"
"男性","30至39歲","大學及以上","中彰投區","本省閩南人","00","05","02",1,1.17393037639444,0.000377500943752359,0.000444817509901864,"男性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 00 | 05 | 02"
"男性","30至39歲","大學及以上","中彰投區","本省閩南人","00","08","01",1,1.17393037639444,0.000377500943752359,0.000444817509901864,"男性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 00 | 08 | 01"
"男性","30至39歲","大學及以上","中彰投區","本省閩南人","01","01","05",1,1.17393037639444,0.000377500943752359,0.000444817509901864,"男性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 01 | 01 | 05"
"男性","30至39歲","大學及以上","中彰投區","本省閩南人","01","05","01",1,1.17393037639444,0.000377500943752359,0.000444817509901864,"男性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 01 | 05 | 01"
"男性","30至39歲","大學及以上","中彰投區","本省閩南人","01","05","07",1,1.17393037639444,0.000377500943752359,0.000444817509901864,"男性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 01 | 05 | 07"
"男性","30至39歲","大學及以上","中彰投區","本省閩南人","02","02","02",1,1.17393037639444,0.000377500943752359,0.000444817509901864,"男性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 02 | 02 | 02"
"男性","30至39歲","大學及以上","中彰投區","本省閩南人","02","07","03",1,1.17393037639444,0.000377500943752359,0.000444817509901864,"男性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 02 | 07 | 03"
"男性","30至39歲","大學及以上","中彰投區","本省閩南人","03","03","01",1,1.17393037639444,0.000377500943752359,0.000444817509901864,"男性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 03 | 03 | 01"
"男性","30至39歲","大學及以上","中彰投區","本省閩南人","03","03","05",1,1.17393037639444,0.000377500943752359,0.000444817509901864,"男性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 03 | 03 | 05"
"男性","30至39歲","大學及以上","中彰投區","本省閩南人","03","05","09",1,1.17393037639444,0.000377500943752359,0.000444817509901864,"男性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 03 | 05 | 09"
"男性","30至39歲","大學及以上","中彰投區","本省閩南人","04","00","05",1,1.17393037639444,0.000377500943752359,0.000444817509901864,"男性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 04 | 00 | 05"
"男性","30至39歲","大學及以上","中彰投區","本省閩南人","04","01","09",1,1.17393037639444,0.000377500943752359,0.000444817509901864,"男性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 04 | 01 | 09"
"男性","30至39歲","大學及以上","中彰投區","本省閩南人","04","04","04",1,1.17393037639444,0.000377500943752359,0.000444817509901864,"男性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 04 | 04 | 04"
"男性","30至39歲","大學及以上","中彰投區","本省閩南人","05","01","09",1,1.17393037639444,0.000377500943752359,0.000444817509901864,"男性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 05 | 01 | 09"
"男性","30至39歲","大學及以上","中彰投區","本省閩南人","05","01","10",1,1.17393037639444,0.000377500943752359,0.000444817509901864,"男性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 05 | 01 | 10"
"男性","30至39歲","大學及以上","中彰投區","本省閩南人","06","06","05",1,1.17393037639444,0.000377500943752359,0.000444817509901864,"男性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 06 | 06 | 05"
"男性","30至39歲","大學及以上","中彰投區","本省閩南人","07","03","06",1,1.17393037639444,0.000377500943752359,0.000444817509901864,"男性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 07 | 03 | 06"
"男性","30至39歲","大學及以上","北北基宜蘭區","大陸各省市","00","00","05",1,1.1464710699465,0.000377500943752359,0.000434412821034949,"男性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 大陸各省市 | 00 | 00 | 05"
"男性","30至39歲","大學及以上","北北基宜蘭區","大陸各省市","02","06","02",1,1.1464710699465,0.000377500943752359,0.000434412821034949,"男性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 大陸各省市 | 02 | 06 | 02"
"男性","30至39歲","大學及以上","北北基宜蘭區","大陸各省市","04","00","07",1,1.1464710699465,0.000377500943752359,0.000434412821034949,"男性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 大陸各省市 | 04 | 00 | 07"
"男性","30至39歲","大學及以上","北北基宜蘭區","本省客家人","00","00","07",1,1.1464710699465,0.000377500943752359,0.000434412821034949,"男性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省客家人 | 00 | 00 | 07"
"男性","30至39歲","大學及以上","北北基宜蘭區","本省客家人","02","00","10",1,1.1464710699465,0.000377500943752359,0.000434412821034949,"男性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省客家人 | 02 | 00 | 10"
"男性","30至39歲","大學及以上","北北基宜蘭區","本省客家人","02","03","02",1,1.1464710699465,0.000377500943752359,0.000434412821034949,"男性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省客家人 | 02 | 03 | 02"
"男性","30至39歲","大學及以上","北北基宜蘭區","本省客家人","02","07","02",1,1.1464710699465,0.000377500943752359,0.000434412821034949,"男性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省客家人 | 02 | 07 | 02"
"男性","30至39歲","大學及以上","北北基宜蘭區","本省客家人","03","06","04",1,1.1464710699465,0.000377500943752359,0.000434412821034949,"男性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省客家人 | 03 | 06 | 04"
"男性","30至39歲","大學及以上","北北基宜蘭區","本省客家人","05","02","06",1,1.1464710699465,0.000377500943752359,0.000434412821034949,"男性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省客家人 | 05 | 02 | 06"
"男性","30至39歲","大學及以上","北北基宜蘭區","本省客家人","05","03","05",1,1.1464710699465,0.000377500943752359,0.000434412821034949,"男性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省客家人 | 05 | 03 | 05"
"男性","30至39歲","大學及以上","北北基宜蘭區","本省客家人","06","01","09",1,1.1464710699465,0.000377500943752359,0.000434412821034949,"男性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省客家人 | 06 | 01 | 09"
"男性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","00","04","00",1,1.1464710699465,0.000377500943752359,0.000434412821034949,"男性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 00 | 04 | 00"
"男性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","00","04","02",1,1.1464710699465,0.000377500943752359,0.000434412821034949,"男性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 00 | 04 | 02"
"男性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","00","05","02",1,1.1464710699465,0.000377500943752359,0.000434412821034949,"男性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 00 | 05 | 02"
"男性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","00","06","01",1,1.1464710699465,0.000377500943752359,0.000434412821034949,"男性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 00 | 06 | 01"
"男性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","00","06","03",1,1.1464710699465,0.000377500943752359,0.000434412821034949,"男性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 00 | 06 | 03"
"男性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","00","07","00",1,1.1464710699465,0.000377500943752359,0.000434412821034949,"男性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 00 | 07 | 00"
"男性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","00","08","00",1,1.1464710699465,0.000377500943752359,0.000434412821034949,"男性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 00 | 08 | 00"
"男性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","01","00","04",1,1.1464710699465,0.000377500943752359,0.000434412821034949,"男性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 01 | 00 | 04"
"男性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","01","03","02",1,1.1464710699465,0.000377500943752359,0.000434412821034949,"男性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 01 | 03 | 02"
"男性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","01","06","00",1,1.1464710699465,0.000377500943752359,0.000434412821034949,"男性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 01 | 06 | 00"
"男性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","02","02","07",1,1.1464710699465,0.000377500943752359,0.000434412821034949,"男性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 02 | 02 | 07"
"男性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","02","03","01",1,1.1464710699465,0.000377500943752359,0.000434412821034949,"男性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 02 | 03 | 01"
"男性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","02","07","00",1,1.1464710699465,0.000377500943752359,0.000434412821034949,"男性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 02 | 07 | 00"
"男性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","02","08","02",1,1.1464710699465,0.000377500943752359,0.000434412821034949,"男性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 02 | 08 | 02"
"男性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","02","09","03",1,1.1464710699465,0.000377500943752359,0.000434412821034949,"男性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 02 | 09 | 03"
"男性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","03","00","09",1,1.1464710699465,0.000377500943752359,0.000434412821034949,"男性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 03 | 00 | 09"
"男性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","03","03","03",1,1.1464710699465,0.000377500943752359,0.000434412821034949,"男性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 03 | 03 | 03"
"男性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","03","03","04",1,1.1464710699465,0.000377500943752359,0.000434412821034949,"男性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 03 | 03 | 04"
"男性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","03","06","01",1,1.1464710699465,0.000377500943752359,0.000434412821034949,"男性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 03 | 06 | 01"
"男性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","03","07","04",1,1.1464710699465,0.000377500943752359,0.000434412821034949,"男性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 03 | 07 | 04"
"男性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","04","02","07",1,1.1464710699465,0.000377500943752359,0.000434412821034949,"男性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 04 | 02 | 07"
"男性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","04","03","06",1,1.1464710699465,0.000377500943752359,0.000434412821034949,"男性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 04 | 03 | 06"
"男性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","04","04","05",1,1.1464710699465,0.000377500943752359,0.000434412821034949,"男性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 04 | 04 | 05"
"男性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","04","06","04",1,1.1464710699465,0.000377500943752359,0.000434412821034949,"男性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 04 | 06 | 04"
"男性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","05","03","07",1,1.1464710699465,0.000377500943752359,0.000434412821034949,"男性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 05 | 03 | 07"
"男性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","05","05","07",1,1.1464710699465,0.000377500943752359,0.000434412821034949,"男性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 05 | 05 | 07"
"男性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","05","06","05",1,1.1464710699465,0.000377500943752359,0.000434412821034949,"男性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 05 | 06 | 05"
"男性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","05","07","07",1,1.1464710699465,0.000377500943752359,0.000434412821034949,"男性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 05 | 07 | 07"
"男性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","05","08","03",1,1.1464710699465,0.000377500943752359,0.000434412821034949,"男性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 05 | 08 | 03"
"男性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","06","05","06",1,1.1464710699465,0.000377500943752359,0.000434412821034949,"男性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 06 | 05 | 06"
"男性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","06","06","05",1,1.1464710699465,0.000377500943752359,0.000434412821034949,"男性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 06 | 06 | 05"
"男性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","06","06","07",1,1.1464710699465,0.000377500943752359,0.000434412821034949,"男性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 06 | 06 | 07"
"男性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","07","01","04",1,1.1464710699465,0.000377500943752359,0.000434412821034949,"男性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 07 | 01 | 04"
"男性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","07","04","05",1,1.1464710699465,0.000377500943752359,0.000434412821034949,"男性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 07 | 04 | 05"
"男性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","07","04","06",1,1.1464710699465,0.000377500943752359,0.000434412821034949,"男性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 07 | 04 | 06"
